,parag_no,sect_no,parag_raw,parag_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,stanza,stanza_stdscaler,stanza_medianiqr,stanza_lnorm_stdscaler,stanza_lnorm_medianiqr,flair,flair_stdscaler,flair_medianiqr,flair_lnorm_stdscaler,flair_lnorm_medianiqr
0,0,0,"The Nellie, a cruising yawl, swung to her anchor without a flutter of
the sails, and was at rest. The flood had made, the wind was nearly
calm, and being bound down the river, the only thing for it was to come
to and wait for the turn of the tide.",the nellie  a cruising yawl  swung to her anchor without a flutter of the sails  and was at rest  the flood had made  the wind was nearly calm  and being bound down the river  the only thing for it was to come to and wait for the turn of the tide ,247,51,0.8500000000000001,0.41055675842637873,0.3352941176470588,0.41055675842637873,0.5538314152284954,0.8500000000000001,0.4210582477282729,0.3265306122448981,0.4210582477282729,0.6090283109614585,40.55293412502919,0.8205842944570955,0.5837105484558255,0.8205842944570955,1.1601383078790881,0.30208333333333304,0.10781744717859905,0.11208182696476952,0.10781744717859905,0.3017133235460943,-0.0050000000000000044,-0.445914667864488,-0.22587060466297154,-0.445914667864488,-0.2940957347675053,7.177810190583422,0.2539074936732465,0.1620786436921638,0.2539074936732465,0.42718796828862626,0.4960531982749932,0.3298885571714962,0.2686847649577069,0.3298885571714962,0.7537952933882361,"{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.3182}",0.3182,0.47563637190672603,0.2052770788981356,0.47563637190672603,0.7709183430490285,0.048148148148148155,-0.02474798899033307,0.043333143758378864,-0.02474798899033307,0.7594184649535255,0.06201300291294235,-0.386645586106738,-0.18232313324700847,-0.386645586106738,0.06514845167723483,12.897383155149823,-0.6846275954675068,-0.399533040566953,-0.6846275954675068,0.7832560682837424,0.931,1.789830246877559,4.279171088644362,1.789830246877559,2.5030327754441357
1,1,0,"The sea-reach of the Thames stretched before us like the beginning of
an interminable waterway. In the offing the sea and the sky were welded
together without a joint, and in the luminous space the tanned sails
of the barges drifting up with the tide seemed to stand still in red
clusters of canvas sharply peaked, with gleams of varnished sprits. A
haze rested on the low shores that ran out to sea in vanishing flatness.
The air was dark above Gravesend, and farther back still seemed
condensed into a mournful gloom, brooding motionless over the biggest,
and the greatest, town on earth.",the sea reach of the thames stretched before us like the beginning of an interminable waterway  in the offing the sea and the sky were welded together without a joint  and in the luminous space the tanned sails of the barges drifting up with the tide seemed to stand still in red clusters of canvas sharply peaked  with gleams of varnished sprits  a haze rested on the low shores that ran out to sea in vanishing flatness  the air was dark above gravesend  and farther back still seemed condensed into a mournful gloom  brooding motionless over the biggest  and the greatest  town on earth ,590,103,-2.9,-0.3773429395100032,-0.5470588235294118,-0.3773429395100032,-0.6149443196458926,-2.9,-0.3872037712433988,-0.43877551020408173,-0.3872037712433988,-0.6151349744569568,-53.15011050096409,-0.2619255140549526,-0.3474899858780845,-0.2619255140549526,-0.5077980349070383,-0.05803571428571397,-0.038679896109998516,-0.04416127283634947,-0.038679896109998516,-0.04380179755134415,-0.44400000000000023,-0.5094926279789767,-0.30017348622688644,-0.5094926279789767,-0.39707983672868685,6.828553040458869,0.24491574763353913,0.15419223771471943,0.24491574763353913,0.20122812527115874,0.21077521251062545,0.16734430581161672,0.11416535288808564,0.16734430581161672,0.158590677566651,"{'neg': 0.075, 'neu': 0.845, 'pos': 0.08, 'compound': -0.1027}",-0.1027,-0.10877993817504361,-0.06625379007805948,-0.10877993817504361,-0.12320025279905465,0.060185185185185196,0.043523878418648465,0.11856722269168592,0.043523878418648465,0.4030914406850493,0.11637756226418193,-0.25209116808318993,-0.06436307041428092,-0.25209116808318993,0.033646805795852136,21.920622101105046,-0.39507115598666104,-0.10803571994615793,-0.39507115598666104,0.15073180587046087,-0.9937,-0.6228076756361762,-0.021113779813439,-0.6228076756361762,-0.6242715263607486
2,2,0,"The Director of Companies was our captain and our host. We four
affectionately watched his back as he stood in the bows looking to
seaward. On the whole river there was nothing that looked half so
nautical. He resembled a pilot, which to a seaman is trustworthiness
personified. It was difficult to realize his work was not out there in
the luminous estuary, but behind him, within the brooding gloom.",the director of companies was our captain and our host  we four affectionately watched his back as he stood in the bows looking to seaward  on the whole river there was nothing that looked half so nautical  he resembled a pilot  which to a seaman is trustworthiness personified  it was difficult to realize his work was not out there in the luminous estuary  but behind him  within the brooding gloom ,401,70,-0.050000000000000044,0.22146083092164703,0.12352941176470583,0.22146083092164703,0.10060682778545654,-0.050000000000000044,0.22707536317507165,0.14285714285714288,0.22707536317507165,0.13432569399080016,19.053080052131932,0.5722059946015876,0.37004966176112286,0.5722059946015876,0.4948740855028632,1.34375,0.5315700930547085,0.5640246776291642,0.5315700930547085,1.0087186228946916,-0.388,-0.5013824553903402,-0.29069521431896106,-0.5013824553903402,-0.427202202888787,14.036569939664313,0.430488633927951,0.3169529644146346,0.430488633927951,0.6086395539821914,-0.9198584285710014,-0.4768624255963353,-0.4982367748750072,-0.4768624255963353,-1.0183997770235866,"{'neg': 0.089, 'neu': 0.842, 'pos': 0.069, 'compound': -0.5423}",-0.5423,-0.7191610498689043,-0.3498483968776208,-0.7191610498689043,-0.9572380304036049,-0.16666666666666666,-1.243138238135234,-1.2993058033591003,-1.243138238135234,-2.533894214164218,-0.23482473107537388,-1.12133062762756,-0.8264007854939563,-1.12133062762756,-1.607841021522277,14.947699464278774,-0.6188327856617649,-0.33329721171260174,-0.6188327856617649,0.16205032070203376,0.7244,1.530854305280771,3.8175724738870587,1.530854305280771,1.6168926863268087
3,3,0,"Between us there was, as have already said somewhere, the bond of
the sea. Besides holding our hearts together through long periods of
separation, it had the effect of making us tolerant of each other's
yarns--and even convictions. The Lawyer--the best of old fellows--had,
because of his many years and many virtues, the only cushion on deck,
and was lying on the only rug. The Accountant had brought out already a
box of dominoes, and was toying architecturally with the bones. Marlow
sat cross-legged right aft, leaning against the mizzen-mast. He had
sunken cheeks, a yellow complexion, a straight back, an ascetic aspect,
and, with his arms dropped, the palms of hands outwards, resembled an
idol. The Director, satisfied the anchor had good hold, made his way
aft and sat down amongst us. We exchanged a few words lazily. Afterwards
there was silence on board the yacht. For some reason or other we did
not begin that game of dominoes. We felt meditative, and fit for nothing
but placid staring. The day was ending in a serenity of still and
exquisite brilliance. The water shone pacifically; the sky, without a
speck, was a benign immensity of unstained light; the very mist on the
Essex marshes was like a gauzy and radiant fabric, hung from the wooded
rises inland, and draping the low shores in diaphanous folds. Only the
gloom to the west, brooding over the upper reaches, became more somber
every minute, as if angered by the approach of the sun.",between us there was  as have already said somewhere  the bond of the sea  besides holding our hearts together through long periods of separation  it had the effect of making us tolerant of each other own yarns  and even convictions  the lawyer  the best of old fellows  had  because of his many years and many virtues  the only cushion on deck  and was lying on the only rug  the accountant had brought out already a box of dominoes  and was toying architecturally with the bones  marlow sat cross legged right aft  leaning against the mizzen mast  he had sunken cheeks  a yellow complexion  a straight back  an ascetic aspect  and  with his arms dropped  the palms of hands outwards  resembled an idol  the director  satisfied the anchor had good hold  made his way aft and sat down amongst us  we exchanged a few words lazily  afterwards there was silence on board the yacht  for some reason or other we did not begin that game of dominoes  we felt meditative  and fit for nothing but placid staring  the day was ending in a serenity of still and exquisite brilliance  the water shone pacifically  the sky  without a speck  was a benign immensity of unstained light  the very mist on the essex marshes was like a gauzy and radiant fabric  hung from the wooded rises inland  and draping the low shores in diaphanous folds  only the gloom to the west  brooding over the upper reaches  became more somber every minute  as if angered by the approach of the sun ,1458,251,4.9,1.2614884321976712,1.2882352941176471,1.2614884321976712,0.628284616571264,5.9,1.509517766610124,1.3571428571428577,1.509517766610124,0.7958211870384353,61.07731759637966,1.0576934141242293,0.787677419881195,1.0576934141242293,0.45817305190121327,2.9470238095238095,1.1837859511503086,1.259629288066048,1.1837859511503086,0.6116082964670638,7.198999999999995,0.5974011058593733,0.9934413743494256,0.5974011058593733,0.40945632302103047,51.45000227872967,1.393710380273521,1.1617674981479889,1.393710380273521,0.6221697553891044,2.47828136665284,1.4593125216254894,1.342348862609381,1.4593125216254894,0.765195193825167,"{'neg': 0.074, 'neu': 0.82, 'pos': 0.106, 'compound': 0.4709}",0.4709,0.6876591102043887,0.3037868524611315,0.6876591102043887,0.23181063094987947,0.10873015873015876,0.31886206895816743,0.42198378278535287,0.31886206895816743,0.25339896889426966,0.6650071595296536,1.1057886170468239,1.1260518347670196,1.1057886170468239,0.5898549474428281,47.08734596640396,0.41253096997722644,0.7049797193520021,0.41253096997722644,-0.2474358409023952,0.9989,1.8749438307808597,4.430877506563147,1.8749438307808597,0.9030686354149249
4,4,0,"And at last, in its curved and imperceptible fall, the sun sank low, and
from glowing white changed to a dull red without rays and without heat,
as if about to go out suddenly, stricken to death by the touch of that
gloom brooding over a crowd of men.",and at last  in its curved and imperceptible fall  the sun sank low  and from glowing white changed to a dull red without rays and without heat  as if about to go out suddenly  stricken to death by the touch of that gloom brooding over a crowd of men ,251,49,-2.55,-0.3038056343692742,-0.4647058823529412,-0.3038056343692742,-1.2377804568555328,-2.55,-0.31176598280604273,-0.3673469387755103,-0.31176598280604273,-1.2674869263785213,-81.76915250842154,-0.5925486416912669,-0.6318998181929275,-0.5925486416912669,-1.9741862648743365,-2.6984126984126986,-1.1127919599188225,-1.1897287938299554,-1.1127919599188225,-2.9471025990553623,-5.497999999999999,-1.241435704103407,-1.15558752591715,-1.241435704103407,-3.0346904728785264,-7.198480678129749,-0.11621508345461573,-0.16254539392615014,-0.11621508345461573,-0.4459046301522265,-2.254610510463059,-1.2373707323304737,-1.2211986480109764,-1.2373707323304737,-3.565913389982341,"{'neg': 0.27, 'neu': 0.711, 'pos': 0.019, 'compound': -0.9382}",-0.9382,-1.2688650583302314,-0.6052512741113477,-1.2688650583302314,-2.3657983723417773,-0.078125,-0.7409461365210912,-0.7459012804362171,-0.7409461365210912,-1.7548334660382898,-0.16018164657727652,-0.9365860640004662,-0.6644404377509117,-0.9365860640004662,-1.5764990282659828,11.523564831255635,-0.7287135323182276,-0.4439144830659816,-0.7287135323182276,0.5036031775779601,-0.9998,-0.6304541095361781,-0.034742780539574275,-0.6304541095361781,-1.8298590796457723
5,5,0,"Forthwith a change came over the waters, and the serenity became less
brilliant but more profound. The old river in its broad reach rested
unruffled at the decline of day, after ages of good service done to the
race that peopled its banks, spread out in the tranquil dignity of a
waterway leading to the uttermost ends of the earth. We looked at the
venerable stream not in the vivid flush of a short day that comes and
departs for ever, but in the august light of abiding memories. And
indeed nothing is easier for a man who has, as the phrase goes,
""followed the sea"" with reverence and affection, than to evoke the
great spirit of the past upon the lower reaches of the Thames. The tidal
current runs to and fro in its unceasing service, crowded with memories
of men and ships it had borne to the rest of home or to the battles
of the sea. It had known and served all the men of whom the nation is
proud, from Sir Francis Drake to Sir John Franklin, knights all, titled
and untitled--the great knights-errant of the sea. It had borne all the
ships whose names are like jewels flashing in the night of time, from
the Golden Hind returning with her round flanks full of treasure, to be
visited by the Queen's Highness and thus pass out of the gigantic tale,
to the Erebus and Terror, bound on other conquests--and that never
returned. It had known the ships and the men. They had sailed from
Deptford, from Greenwich, from Erith--the adventurers and the settlers;
kings' ships and the ships of men on 'Change; captains, admirals, the
dark ""interlopers"" of the Eastern trade, and the commissioned ""generals""
of East India fleets. Hunters for gold or pursuers of fame, they all
had gone out on that stream, bearing the sword, and often the torch,
messengers of the might within the land, bearers of a spark from the
sacred fire. What greatness had not floated on the ebb of that river
into the mystery of an unknown earth! . . . The dreams of men, the seed
of commonwealths, the germs of empires.",forthwith a change came over the waters  and the serenity became less brilliant but more profound  the old river in its broad reach rested unruffled at the decline of day  after ages of good service done to the race that peopled its banks  spread out in the tranquil dignity of a waterway leading to the uttermost ends of the earth  we looked at the venerable stream not in the vivid flush of a short day that comes and departs for ever  but in the august light of abiding memories  and indeed nothing is easier for a man who has  as the phrase goes   followed the sea  with reverence and affection  than to evoke the great spirit of the past upon the lower reaches of the thames  the tidal current runs to and fro in its unceasing service  crowded with memories of men and ships it had borne to the rest of home or to the battles of the sea  it had known and served all the men of whom the nation is proud  from sir francis drake to sir john franklin  knights all  titled and untitled  the great knights errant of the sea  it had borne all the ships whose names are like jewels flashing in the night of time  from the golden hind returning with her round flanks full of treasure  to be visited by the queen own highness and thus pass out of the gigantic tale  to the erebus and terror  bound on other conquests  and that never returned  it had known the ships and the men  they had sailed from deptford  from greenwich  from erith  the adventurers and the settlers  kings  ships and the ships of men on  change  captains  admirals  the dark  interlopers  of the eastern trade  and the commissioned  generals  of east india fleets  hunters for gold or pursuers of fame  they all had gone out on that stream  bearing the sword  and often the torch  messengers of the might within the land  bearers of a spark from the sacred fire  what greatness had not floated on the ebb of that river into the mystery of an unknown earth        the dreams of men  the seed of commonwealths  the germs of empires ,1995,364,10.1,2.354042680002787,2.511764705882353,2.354042680002787,0.8427680594888098,10.1,2.414771227858396,2.214285714285715,2.414771227858396,0.911657481949075,188.33392086892255,2.5278326373511377,2.052325942646889,2.5278326373511377,0.8068088391979372,5.6833333333333345,2.2969236157745807,2.4468185934970323,2.2969236157745807,0.8178748940362502,24.076000000000008,3.0416043697596553,3.8499555706004327,3.0416043697596553,1.3252590127024348,119.4770677387941,3.1450906919587807,2.6978536039898455,3.1450906919587807,0.996277656428028,5.164400068800136,2.9897956829337518,2.7972717915305103,2.9897956829337518,1.0995471015237472,"{'neg': 0.041, 'neu': 0.812, 'pos': 0.147, 'compound': 0.9918}",0.9918,1.4109246267679283,0.6398296884071996,1.4109246267679283,0.3366674273941104,0.2513257575757575,1.1276381645651148,1.3132370460329925,1.1276381645651148,0.5082121148200455,0.9351445210430285,1.7743891887908154,1.7121950964406445,1.7743891887908154,0.5604431485871387,62.13939437620809,0.8955523739920149,1.191238789691618,0.8955523739920149,-0.5140066296559633,0.97,1.8387172832874077,4.366307322795063,1.8387172832874077,0.7557009223650294
6,6,0,"The sun set; the dusk fell on the stream, and lights began to appear
along the shore. The Chapman lighthouse, a three-legged thing erect on a
mud-flat, shone strongly. Lights of ships moved in the fairway--a great
stir of lights going up and going down. And farther west on the upper
reaches the place of the monstrous town was still marked ominously on
the sky, a brooding gloom in sunshine, a lurid glare under the stars.",the sun set  the dusk fell on the stream  and lights began to appear along the shore  the chapman lighthouse  a three legged thing erect on a mud flat  shone strongly  lights of ships moved in the fairway  a great stir of lights going up and going down  and farther west on the upper reaches the place of the monstrous town was still marked ominously on the sky  a brooding gloom in sunshine  a lurid glare under the stars ,423,76,-2.0,-0.18824701200527155,-0.3352941176470589,-0.18824701200527155,-0.5669763244467917,-2.0,-0.19322088669019757,-0.2551020408163266,-0.19322088669019757,-0.5648938059883309,-93.11944425910987,-0.7236735394855178,-0.7446965558578932,-0.7236735394855178,-1.410010529013674,-0.28630952380952335,-0.1315422616491344,-0.14320132039623243,-0.1315422616491344,-0.21445265155769666,0.24199999999999966,-0.41014301376818135,-0.18406465535480085,-0.41014301376818135,-0.21385638122186895,6.959209638861069,0.24827954691674822,0.15714253086767047,0.24827954691674822,0.2779351954638782,0.6712238511394817,0.4296964079377924,0.36356508395585535,0.4296964079377924,0.6844616681891629,"{'neg': 0.043, 'neu': 0.816, 'pos': 0.14, 'compound': 0.7269}",0.7269,1.0431130787977196,0.4689374879040062,1.0431130787977196,1.181787675811277,0.14563492063492062,0.5281791129922973,0.652646508306151,0.5281791129922973,1.7223115420742572,0.23277921756053632,0.0360074971554439,0.1882049028471151,0.0360074971554439,0.7411931497852311,17.228078845913362,-0.5456552339681314,-0.25962915485111754,-0.5456552339681314,0.3695859133602757,-0.9666,-0.5888374529001018,0.03943473160922763,-0.5888374529001018,-0.9684516386644799
7,7,0,"""And this also,"" said Marlow suddenly, ""has been one of the dark places
of the earth.""", and this also   said marlow suddenly   has been one of the dark places of the earth  ,86,16,-0.6,0.10590220855764436,-0.005882352941176502,0.10590220855764436,-0.8586150730357694,-0.6,0.1085302670592265,0.030612244897959176,0.1085302670592265,-0.8703531323375108,-26.50699754534338,0.04587057964586195,-0.08271650792312814,0.04587057964586195,-1.9588310125871662,-0.6875,-0.2947475664037047,-0.31726388116640514,-0.2947475664037047,-2.3025420176739377,-1.415,-0.6501172276855105,-0.4645199509160922,-0.6501172276855105,-2.4536819281020215,0.0,0.06911228953230746,0.0,0.06911228953230746,0.0,0.0,0.04724986869280862,0.0,0.04724986869280862,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.033818196881734104,0.0,0.033818196881734104,0.0,-0.075,-0.7232217094052978,-0.7263693560977623,-0.7232217094052978,-4.818437218803764,-0.05390663693887932,-0.6735512442026407,-0.43384523079816334,-0.6735512442026407,-1.613157961163713,5.56988888667803,-0.919767456375888,-0.6362490312347191,-0.919767456375888,2.286543017016349,-0.6134,-0.14609639495244692,0.828576216276602,-0.14609639495244692,-3.839833350955585
8,8,0,"He was the only man of us who still ""followed the sea."" The worst that
could be said of him was that he did not represent his class. He was a
seaman, but he was a wanderer, too, while most seamen lead, if one may
so express it, a sedentary life. Their minds are of the stay-at-home
order, and their home is always with them--the ship; and so is their
country--the sea. One ship is very much like another, and the sea is
always the same. In the immutability of their surroundings the foreign
shores, the foreign faces, the changing immensity of life, glide past,
veiled not by a sense of mystery but by a slightly disdainful ignorance;
for there is nothing mysterious to a seaman unless it be the sea itself,
which is the mistress of his existence and as inscrutable as Destiny.
For the rest, after his hours of work, a casual stroll or a casual spree
on shore suffices to unfold for him the secret of a whole continent,
and generally he finds the secret not worth knowing. The yarns of seamen
have a direct simplicity, the whole meaning of which lies within the
shell of a cracked nut. But Marlow was not typical (if his propensity
to spin yarns be excepted), and to him the meaning of an episode was not
inside like a kernel but outside, enveloping the tale which brought it
out only as a glow brings out a haze, in the likeness of one of these
misty halos that sometimes are made visible by the spectral illumination
of moonshine.",he was the only man of us who still  followed the sea   the worst that could be said of him was that he did not represent his class  he was a seaman  but he was a wanderer  too  while most seamen lead  if one may so express it  a sedentary life  their minds are of the stay at home order  and their home is always with them  the ship  and so is their country  the sea  one ship is very much like another  and the sea is always the same  in the immutability of their surroundings the foreign shores  the foreign faces  the changing immensity of life  glide past  veiled not by a sense of mystery but by a slightly disdainful ignorance  for there is nothing mysterious to a seaman unless it be the sea itself  which is the mistress of his existence and as inscrutable as destiny  for the rest  after his hours of work  a casual stroll or a casual spree on shore suffices to unfold for him the secret of a whole continent  and generally he finds the secret not worth knowing  the yarns of seamen have a direct simplicity  the whole meaning of which lies within the she will of a cracked nut  but marlow was not typical  if his propensity to spin yarns be excepted   and to him the meaning of an episode was not inside like a kernel but outside  enveloping the tale which brought it out only as a glow brings out a haze  in the likeness of one of these misty halos that sometimes are made visible by the spectral illumination of moonshine ,1432,266,-1.4499999999999997,-0.07268838964126882,-0.20588235294117643,-0.07268838964126882,-0.02291075985222812,-1.4499999999999997,-0.07467579057435235,-0.14285714285714288,-0.07467579057435235,0.004954685184088718,-30.293305138266348,0.0021290435651253803,-0.12034401157314663,0.0021290435651253803,0.0037557344774538917,-0.47172619047619,-0.20697023261508188,-0.22364714781449466,-0.20697023261508188,-0.10825058514402723,4.000000000000001,0.13410749673352254,0.45199509160919044,0.13410749673352254,0.07591676244824096,44.86570112920929,1.2241952715224858,1.013090593682746,1.2241952715224858,0.511952939653134,0.3507468123386892,0.24709661773550093,0.18998027864874756,0.24709661773550093,0.10218977421522904,"{'neg': 0.041, 'neu': 0.916, 'pos': 0.043, 'compound': 0.1664}",0.1664,0.26486327646739927,0.10734791303786852,0.26486327646739927,0.07729476220151978,-0.10106060606060603,-0.8710326894739737,-0.8892537675505724,-0.8710326894739737,-0.5519588351739476,-0.3355832963347915,-1.3707120310852061,-1.0450264274704948,-1.3707120310852061,-0.8417136289986262,46.12320582253763,0.38159163778281213,0.6738330024886562,0.38159163778281213,-0.47165413318566207,-0.7527,-0.32071086089839357,0.5173434619896108,-0.32071086089839357,0.1398745039630882
9,9,0,"His remark did not seem at all surprising. It was just like Marlow.
It was accepted in silence. No one took the trouble to grunt even; and
presently he said, very slow--",his remark did not seem at all surprising  it was just like marlow  it was accepted in silence  no one took the trouble to grunt even  and presently he said  very slow  ,169,32,-0.04999999999999993,0.22146083092164706,0.12352941176470586,0.22146083092164706,0.07848884706263708,-0.04999999999999993,0.22707536317507165,0.14285714285714288,0.22707536317507165,0.11115955600507461,-22.392725897047892,0.09340093932563086,-0.041829768622612014,0.09340093932563086,-0.7415476978523672,-0.3770833333333333,-0.16846927793262412,-0.1825849116684156,-0.16846927793262412,-0.6414622858028105,-0.572,-0.5280301653244311,-0.3218381077307158,-0.5280301653244311,-0.7286793141600347,0.0,0.06911228953230746,0.0,0.06911228953230746,0.0,0.0,0.04724986869280862,0.0,0.04724986869280862,0.0,"{'neg': 0.127, 'neu': 0.699, 'pos': 0.174, 'compound': 0.2023}",0.2023,0.3147101415943547,0.1305077091800529,0.3147101415943547,0.7811317391518445,0.02749999999999997,-0.1418605000072785,-0.08572223779644805,-0.1418605000072785,0.6755202326761757,0.11508354235941733,-0.2552939181334857,-0.0671708310416896,-0.2552939181334857,0.9364637967915695,8.132963514552474,-0.8375181922462156,-0.5534484547397953,-0.8375181922462156,0.8032294066771286,-0.8945,-0.49845911122958675,0.2005250516673186,-0.49845911122958675,-2.6759544882599458
