"","sent_raw","syuzhet","bing","afinn","nrc"
"1","0,""The Nellie, a cruising yawl, swung to her anchor without a flutter of the sails, and was at rest.""",0.6,1,0,2
"2","1,""The flood had made, the wind was nearly calm, and being bound down the river, the only thing for it was to come to and wait for the turn of the tide.""",0.25,1,2,-1
"3","2,The sea-reach of the Thames stretched before us like the beginning of an interminable waterway.",0.5,1,3,1
"4","3,""In the offing the sea and the sky were welded together without a joint, and in the luminous space the tanned sails of the barges drifting up with the tide seemed to stand still in red clusters of canvas sharply peaked, with gleams of varnished sprits.""",0.5,0,0,2
"5","4,A haze rested on the low shores that ran out to sea in vanishing flatness.",-0.85,-1,0,0
"6","5,""The air was dark above Gravesend, and farther back still seemed condensed into a mournful gloom, brooding motionless over the biggest, and the greatest, town on earth.""",-3.05,-3,-2,-2
"7","6,The Director of Companies was our captain and our host.",0.25,0,0,2
"8","7,We four affectionately watched his back as he stood in the bows looking to seaward.",0,0,0,0
"9","8,On the whole river there was nothing that looked half so nautical.",0,0,0,0
"10","9,""He resembled a pilot, which to a seaman is trustworthiness personified.""",1,1,0,1
"11","10,""It was difficult to realize his work was not out there in the luminous estuary, but behind him, within the brooding gloom.""",-1.3,0,-4,-1
"12","11,""Between us there was, as have already said somewhere, the bond of the sea.""",0,0,0,1
"13","12,""Besides holding our hearts together through long periods of separation, it had the effect of making us tolerant of each other's yarns--and even convictions. The Lawyer--the best of old fellows--had, because of his many years and many virtues, the only cushion on deck, and was lying on the only rug.""",0.7,0,5,0
"14","13,""The Accountant had brought out already a box of dominoes, and was toying architecturally with the bones.""",-0.25,0,0,0
"15","14,""Marlow sat cross-legged right aft, leaning against the mizzen-mast.""",0.8,1,0,-1
"16","15,""He had sunken cheeks, a yellow complexion, a straight back, an ascetic aspect, and, with his arms dropped, the palms of hands outwards, resembled an idol.""",0.25,0,0,1
"17","16,""The Director, satisfied the anchor had good hold, made his way aft and sat down amongst us.""",2,2,5,4
"18","17,We exchanged a few words lazily.",0,0,0,-1
"19","18,Afterwards there was silence on board the yacht.",0,0,0,0
"20","19,For some reason or other we did not begin that game of dominoes.",0.6,0,0,1
"21","20,""We felt meditative, and fit for nothing but placid staring.""",0.75,0,2,0
"22","21,The day was ending in a serenity of still and exquisite brilliance.",1.5,3,6,2
"23","22,""The water shone pacifically; the sky, without a speck, was a benign immensity of unstained light; the very mist on the Essex marshes was like a gauzy and radiant fabric, hung from the wooded rises inland, and draping the low shores in diaphanous folds.""",1,0,3,2
"24","23,""Only the gloom to the west, brooding over the upper reaches, became more somber every minute, as if angered by the approach of the sun.""",-1.2,-2,-7,-1
"25","24,""And at last, in its curved and imperceptible fall, the sun sank low, and from glowing white changed to a dull red without rays and without heat, as if about to go out suddenly, stricken to death by the touch of that gloom brooding over a crowd of men.""",-2.55,-4,-9,-1
"26","25,""Forthwith a change came over the waters, and the serenity became less brilliant but more profound.""",2.5,3,4,2
"27","26,""The old river in its broad reach rested unruffled at the decline of day, after ages of good service done to the race that peopled its banks, spread out in the tranquil dignity of a waterway leading to the uttermost ends of the earth.""",1.5,3,10,2
"28","27,""We looked at the venerable stream not in the vivid flush of a short day that comes and departs for ever, but in the august light of abiding memories.""",0.7,1,0,4
"29","28,""And indeed nothing is easier for a man who has, as the phrase goes, """"followed the sea"""" with reverence and affection, than to evoke the great spirit of the past upon the lower reaches of the Thames.""",3.55,4,8,3
"30","29,""The tidal current runs to and fro in its unceasing service, crowded with memories of men and ships it had borne to the rest of home or to the battles of the sea.""",-1.2,-1,-1,2
"31","30,""It had known and served all the men of whom the nation is proud, from Sir Francis Drake to Sir John Franklin, knights all, titled and untitled--the great knights-errant of the sea.""",1.5,1,5,0
"32","31,""It had borne all the ships whose names are like jewels flashing in the night of time, from the Golden Hind returning with her round flanks full of treasure, to be visited by the Queen's Highness and thus pass out of the gigantic tale, to the Erebus and Terror, bound on other conquests--and that never returned. It had known the ships and the men. They had sailed from Deptford, from Greenwich, from Erith--the adventurers and the settlers; kings' ships and the ships of men on 'Change; captains, admirals, the dark """"interlopers"""" of the Eastern trade, and the commissioned """"generals"""" of East India fleets.""",0.85,1,2,2
"33","32,""Hunters for gold or pursuers of fame, they all had gone out on that stream, bearing the sword, and often the torch, messengers of the might within the land, bearers of a spark from the sacred fire.""",1.1,2,2,3
"34","33,What greatness had not floated on the ebb of that river into the mystery of an unknown earth!",-0.4,-1,0,0
"35","34,"". . . The dreams of men, the seed of commonwealths, the germs of empires.""",0.25,0,1,0
"36","35,""The sun set; the dusk fell on the stream, and lights began to appear along the shore.""",0.1,-1,0,0
"37","36,""The Chapman lighthouse, a three-legged thing erect on a mud-flat, shone strongly.""",1.2,0,0,1
"38","37,Lights of ships moved in the fairway--a great stir of lights going up and going down.",0.5,1,3,0
"39","38,""And farther west on the upper reaches the place of the monstrous town was still marked ominously on the sky, a brooding gloom in sunshine, a lurid glare under the stars.""",-3.55,-5,0,0
"40","39,""""""And this also,"""" said Marlow suddenly, """"has been one of the dark places of the earth.""""""",-0.6,-1,0,0
"41","40,""He was the only man of us who still """"followed the sea.""""""",0,0,0,1
"42","41,The worst that could be said of him was that he did not represent his class.",-0.5,-1,-3,0
"43","42,""He was a seaman, but he was a wanderer, too, while most seamen lead, if one may so express it, a sedentary life.""",-0.35,0,0,1
"44","43,""Their minds are of the stay-at-home order, and their home is always with them--the ship; and so is their country--the sea.""",0,0,0,1
"45","44,""One ship is very much like another, and the sea is always the same.""",0.5,1,2,1
"46","45,""In the immutability of their surroundings the foreign shores, the foreign faces, the changing immensity of life, glide past, veiled not by a sense of mystery but by a slightly disdainful ignorance; for there is nothing mysterious to a seaman unless it be the sea itself, which is the mistress of his existence and as inscrutable as Destiny.""",-2.45,-4,-2,1
"47","46,""For the rest, after his hours of work, a casual stroll or a casual spree on shore suffices to unfold for him the secret of a whole continent, and generally he finds the secret not worth knowing.""",2.35,3,2,3
"48","47,""The yarns of seamen have a direct simplicity, the whole meaning of which lies within the shell of a cracked nut.""",-1.5,-2,1,-2
"49","48,""But Marlow was not typical (if his propensity to spin yarns be excepted), and to him the meaning of an episode was not inside like a kernel but outside, enveloping the tale which brought it out only as a glow brings out a haze, in the likeness of one of these misty halos that sometimes are made visible by the spectral illumination of moonshine.""",0.75,1,2,1
"50","49,His remark did not seem at all surprising.",0,0,0,0
"51","50,It was just like Marlow.",0.5,1,2,0
"52","51,It was accepted in silence.",0.8,0,1,0
"53","52,""No one took the trouble to grunt even; and presently he said, very slow--""",-1.35,-2,-3,0
"54","53,""""""was thinking of very old times, when the Romans first came here, nineteen hundred years ago--the other day. . . . Light came out of this river since--you say Knights? Yes; but it is like a running blaze on a plain, like a flash of lightning in the clouds. We live in the flicker--may it last as long as the old earth keeps rolling! But darkness was here yesterday. Imagine the feelings of a commander of a fine--what d'ye call 'em?--trireme in the Mediterranean, ordered suddenly to the north; run overland across the Gauls in a hurry; put in charge of one of these craft the legionaries,--a wonderful lot of handy men they must have been too--used to build, apparently by the hundred, in a month or two, if we may believe what we read. Imagine him here--the very end of the world, a sea the color of lead, a sky the color of smoke, a kind of ship about as rigid as a concertina--and going up this river with stores, or orders, or what you like. Sandbanks, marshes, forests, savages,--precious little to eat fit for a civilized man, nothing but Thames water to drink. No Falernian wine here, no going ashore. Here and there a military camp lost in a wilderness, like a needle in a bundle of hay--cold, fog, tempests, disease, exile, and death,--death skulking in the air, in the water, in the bush. They must have been dying like flies here. Oh yes--he did it. Did it very well, too, no doubt, and without thinking much about it either, except afterwards to brag of what he had gone through in his time, perhaps. They were men enough to face the darkness. And perhaps he was cheered by keeping his eye on a chance of promotion to the fleet at Ravenna by-and-by, if he had good friends in Rome and survived the awful climate. Or think of a decent young citizen in a toga--perhaps too much dice, you know--coming out here in the train of some prefect, or tax-gatherer, or trader even, to mend his fortunes. Land in a swamp, march through the woods, and in some inland post feel the savagery, the utter savagery, had closed round him,--all that mysterious life of the wilderness that stirs in the forest, in the jungles, in the hearts of wild men. There's no initiation either into such mysteries. He has to live in the midst of the incomprehensible, which is also detestable. And it has a fascination, too, that goes to work upon him. The fascination of the abomination--you know. Imagine the growing regrets, the longing to escape, the powerless disgust, the surrender, the hate.""""""",-5.65,-12,-4,0
"55","54,He paused.",0,0,0,0
