,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10
0,1,mrs  dalloway said she would buy the flowers herself,0.0,0,0,0,52,9,mrs  dalloway said she would buy the flowers herself,-0.1469179744625952,0.0,-0.07352641243548451,0.0,-0.002229536880460981,0.0,0.018591840847299576,0.0,-0.1296238252794317,0.0,-0.042190715201185926,0.0,-0.22247146651886143,0.0,-0.13192285206215534,0.0,,,,,,,,,,,,,,,,,
1,2,for lucy had her work cut out for her,0.0,1,-1,0,37,9,for lucy had her work cut out for her,-0.1469179744625952,0.0,-0.07352641243548451,0.0,0.7872742451227774,1.0,1.1309185789937717,0.1111111111111111,-0.4942408872084244,-1.0,-0.5446106878842004,-2.272208638956805,-0.22247146651886143,0.0,-0.13192285206215534,0.0,,,,,,,,,,,,,,,,,
2,3,the doors would be taken off their hinges  rumpelmayer own men were coming,0.0,0,0,0,74,13,the doors would be taken off their hinges  rumpelmayer own men were coming,-0.1469179744625952,0.0,-0.07352641243548451,0.0,-0.002229536880460981,0.0,0.018591840847299576,0.0,-0.1296238252794317,0.0,-0.042190715201185926,0.0,-0.22247146651886143,0.0,-0.13192285206215534,0.0,,,,,,,,,,,,,,,,,
3,4,and then  thought clarissa dalloway  what a morning  fresh as if issued to children on a beach,0.5,1,1,0,94,17,and then  thought clarissa dalloway  what a morning  fresh as if issued to children on a beach,0.3194906166443785,0.5882352941176471,0.2838974702623171,0.7256909719065369,0.7872742451227774,1.0,0.6074707022189613,0.058823529411764705,0.23499323664956107,1.0,0.22379632916041,1.2029339853300733,-0.22247146651886143,0.0,-0.13192285206215534,0.0,,,,,,,,,,,,,,,,,
4,5,what a lark,0.0,0,0,0,11,3,what a lark,-0.1469179744625952,0.0,-0.07352641243548451,0.0,-0.002229536880460981,0.0,0.018591840847299576,0.0,-0.1296238252794317,0.0,-0.042190715201185926,0.0,-0.22247146651886143,0.0,-0.13192285206215534,0.0,,,,,,,,,,,,,,,,,
5,6,what a plunge,-0.4,0,0,-1,13,3,what a plunge,-0.5200448473481742,-0.4705882352941177,-1.6938480139988519,-3.289799072642967,-0.002229536880460981,0.0,0.018591840847299576,0.0,-0.1296238252794317,0.0,-0.042190715201185926,0.0,-0.9504145504979287,-1.0,-3.6592667278372697,-7.499999999999999,,,,,,,,,,,,,,,,,
6,7,for so it had always seemed to her  when  with a little squeak of the hinges  which she could hear now  she had burst open the french windows and plunged at bourton into the open air,0.0,-1,0,0,182,36,for so it had always seemed to her  when  with a little squeak of the hinges  which she could hear now  she had burst open the french windows and plunged at bourton into the open air,-0.1469179744625952,0.0,-0.07352641243548451,0.0,-0.7917333188836995,-1.0,-0.25948984368931843,-0.027777777777777776,-0.1296238252794317,0.0,-0.042190715201185926,0.0,-0.22247146651886143,0.0,-0.13192285206215534,0.0,,,,,,,,,,,,,,,,,
7,8,how fresh  how calm  stiller than this of course  the air was in the early morning  like the flap of a wave  the kiss of a wave  chill and sharp and yet  for a girl of eighteen as she then was  solemn  feeling as she did  standing there at the open window  that something awful was about to happen  looking at the flowers  at the trees with the smoke winding off them and the rooks rising  falling  standing and looking until peter walsh said   musing among the vegetables    was that it    i prefer men to cauliflowers   was that it  he must have said it at breakfast one morning when she had gone out on to the terrace  peter walsh,1.1,0,3,3,633,119,how fresh  how calm  stiller than this of course  the air was in the early morning  like the flap of a wave  the kiss of a wave  chill and sharp and yet  for a girl of eighteen as she then was  solemn  feeling as she did  standing there at the open window  that something awful was about to happen  looking at the flowers  at the trees with the smoke winding off them and the rooks rising  falling  standing and looking until peter walsh said   musing among the vegetables    was that it    i prefer men to cauliflowers   was that it  he must have said it at breakfast one morning when she had gone out on to the terrace  peter walsh,0.8791809259727471,1.2941176470588236,0.03880680784096742,0.22807430545634017,-0.002229536880460981,0.0,0.018591840847299576,0.0,0.9642273605075464,3.0,0.07180373238235518,0.5155431365700314,1.9613577854183402,3.0,0.1348510545090718,0.5672268907563025,,,,,,,,,,,,,,,,,
8,9,he would be back from india one of these days  june or july  she forgot which  for his letters were awfully dull  it was his sayings one remembered  his eyes  his pocket knife  his smile  his grumpiness and  when millions of things had utterly vanished  how strange it was   a few sayings like this about cabbages,-2.4,-3,0,-1,313,56,he would be back from india one of these days  june or july  she forgot which  for his letters were awfully dull  it was his sayings one remembered  his eyes  his pocket knife  his smile  his grumpiness and  when millions of things had utterly vanished  how strange it was   a few sayings like this about cabbages,-2.385679211776069,-2.823529411764706,-0.5943440700808525,-1.057435416206668,-2.370740882890176,-3.0,-0.5177085507590352,-0.05357142857142857,-0.1296238252794317,0.0,-0.042190715201185926,0.0,-0.9504145504979287,-1.0,-0.3208877025501079,-0.40178571428571425,,,,,,,,,,,,,,,,,
9,10,she stiffened a little on the kerb  waiting for durtnall own van to pass,-0.6,0,0,0,72,14,she stiffened a little on the kerb  waiting for durtnall own van to pass,-0.7066082837909636,-0.7058823529411765,-0.5943440700808525,-1.057435416206668,-0.002229536880460981,0.0,0.018591840847299576,0.0,-0.1296238252794317,0.0,-0.042190715201185926,0.0,-0.22247146651886143,0.0,-0.13192285206215534,0.0,,,,,,,,,,,,,,,,,
10,11,a charming woman  scrope purvis thought her  knowing her as one does know people who live next door to one in westminster   a touch of the bird about her  of the jay  blue green  light  vivacious  though she was over fifty  and grown very white since her illness,2.0,1,4,4,262,48,a charming woman  scrope purvis thought her  knowing her as one does know people who live next door to one in westminster   a touch of the bird about her  of the jay  blue green  light  vivacious  though she was over fifty  and grown very white since her illness,1.7187163899652997,2.3529411764705883,0.4328240880530677,1.0280622102009271,0.7872742451227774,1.0,0.2271531042497631,0.020833333333333332,1.3288444224365392,4.0,0.334624264311075,1.7041564792176036,2.689300869397407,4.0,0.7499131168816233,1.8749999999999998,,,,,,,,,,,,,,,,,
11,12,there she perched  never seeing him  waiting to cross  very upright,0.6,0,0,0,67,11,there she perched  never seeing him  waiting to cross  very upright,0.41277233486577325,0.7058823529411765,0.5893324245677112,1.345826893353941,-0.002229536880460981,0.0,0.018591840847299576,0.0,-0.1296238252794317,0.0,-0.042190715201185926,0.0,-0.22247146651886143,0.0,-0.13192285206215534,0.0,,,,,,,,,,,,,,,,,
12,13,for having lived in westminster  how many years now  over twenty   one feels even in the midst of the traffic  or waking at night  clarissa was positive  a particular hush  or solemnity  an indescribable pause  a suspense  but that might be her heart  affected  they said  by influenza  before big ben strikes,0.5,1,1,0,309,52,for having lived in westminster  how many years now  over twenty   one feels even in the midst of the traffic  or waking at night  clarissa was positive  a particular hush  or solemnity  an indescribable pause  a suspense  but that might be her heart  affected  they said  by influenza  before big ben strikes,0.3194906166443785,0.5882352941176471,0.04332370306187371,0.23724512543098322,0.7872742451227774,1.0,0.2111099301418813,0.019230769230769232,0.23499323664956107,1.0,0.04476658776318198,0.393266879819447,-0.22247146651886143,0.0,-0.13192285206215534,0.0,,,,,,,,,,,,,,,,,
13,14,there,0.0,0,0,0,5,1,there,-0.1469179744625952,0.0,-0.07352641243548451,0.0,-0.002229536880460981,0.0,0.018591840847299576,0.0,-0.1296238252794317,0.0,-0.042190715201185926,0.0,-0.22247146651886143,0.0,-0.13192285206215534,0.0,,,,,,,,,,,,,,,,,
14,15,out it boomed,0.0,0,0,0,13,3,out it boomed,-0.1469179744625952,0.0,-0.07352641243548451,0.0,-0.002229536880460981,0.0,0.018591840847299576,0.0,-0.1296238252794317,0.0,-0.042190715201185926,0.0,-0.22247146651886143,0.0,-0.13192285206215534,0.0,,,,,,,,,,,,,,,,,
15,16,first a warning  musical  then the hour  irrevocable,-0.15,-1,-3,0,52,8,first a warning  musical  then the hour  irrevocable,-0.28684055179468726,-0.17647058823529413,-0.301384137655333,-0.4626279945904172,-0.7917333188836995,-1.0,-1.2327757395674817,-0.125,-1.2234750110664099,-3.0,-1.7378581230063601,-7.668704156479217,-0.22247146651886143,0.0,-0.13192285206215534,0.0,,,,,,,,,,,,,,,,,
16,17,the leaden circles dissolved in the air,-0.25,0,0,0,39,7,the leaden circles dissolved in the air,-0.38012227001608206,-0.29411764705882354,-0.5075411271399579,-0.8811961801722232,-0.002229536880460981,0.0,0.018591840847299576,0.0,-0.1296238252794317,0.0,-0.042190715201185926,0.0,-0.22247146651886143,0.0,-0.13192285206215534,0.0,,,,,,,,,,,,,,,,,
