,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10
0,1,and how shall i call upon my god  my god and lord  since  when i call for him  i shall be calling him to myself,0.0,0,1,1,111,25,and how shall i call upon my god  my god and lord  since  when i call for him  i shall be calling him to myself,-0.2904398054250601,-0.2,-0.22736993320989307,-0.14336928635087942,-0.07666162092511196,0.0,-0.04476902567195659,0.0,0.04800896065015498,0.5,0.07400377900422747,0.5,0.15419131135865885,0.5,0.2168525894871464,0.68,,,,,,,,,,,,,,,,,
1,2,and what room is there within me  whither my god can come into me,0.0,0,1,1,65,14,and what room is there within me  whither my god can come into me,-0.2904398054250601,-0.2,-0.22736993320989307,-0.14336928635087942,-0.07666162092511196,0.0,-0.04476902567195659,0.0,0.04800896065015498,0.5,0.2907447949254078,0.8928571428571428,0.15419131135865885,0.5,0.6316518553970379,1.2142857142857142,,,,,,,,,,,,,,,,,
2,3,whither can god come into me  god who made heaven and earth,0.8,1,3,1,59,12,whither can god come into me  god who made heaven and earth,0.2667133043157988,0.44000000000000006,0.9525941122520125,1.2584637357466082,0.5428225462654602,0.5,1.2284872504290587,1.671236442516269,0.6376352571549465,1.5,1.5222278399321143,3.125,0.15419131135865885,0.5,0.788772789453815,1.4166666666666665,,,,,,,,,,,,,,,,,
3,4,is there  indeed  o lord my god  aught in me that can contain thee,0.0,0,1,1,66,14,is there  indeed  o lord my god  aught in me that can contain thee,-0.2904398054250601,-0.2,-0.22736993320989307,-0.14336928635087942,-0.07666162092511196,0.0,-0.04476902567195659,0.0,0.04800896065015498,0.5,0.2907447949254078,0.8928571428571428,0.15419131135865885,0.5,0.6316518553970379,1.2142857142857142,,,,,,,,,,,,,,,,,
4,5,do then heaven and earth  which thou hast made  and wherein thou hast made me  contain thee,0.8,1,2,0,91,17,do then heaven and earth  which thou hast made  and wherein thou hast made me  contain thee,0.2667133043157988,0.44000000000000006,0.6055458635867462,0.8461599057179353,0.5428225462654602,0.5,0.8540001103993484,1.179696312364425,0.34282210890255077,1.0,0.6094815830447906,1.4705882352941175,-0.37998266139302894,0.0,-0.3110737489436248,0.0,,,,,,,,,,,,,,,,,
5,6,or  because nothing which exists could exist without thee  doth therefore whatever exists contain thee,0.0,0,0,0,102,15,or  because nothing which exists could exist without thee  doth therefore whatever exists contain thee,-0.2904398054250601,-0.2,-0.22736993320989307,-0.14336928635087942,-0.07666162092511196,0.0,-0.04476902567195659,0.0,-0.24680418760224082,0.0,-0.2018484230772748,0.0,-0.37998266139302894,0.0,-0.3110737489436248,0.0,,,,,,,,,,,,,,,,,
6,7,since  then  i too exist  why do i seek that thou shouldest enter into me  who were not  wert thou not in me,0.0,0,0,0,108,23,since  then  i too exist  why do i seek that thou shouldest enter into me  who were not  wert thou not in me,-0.2904398054250601,-0.2,-0.22736993320989307,-0.14336928635087942,-0.07666162092511196,0.0,-0.04476902567195659,0.0,-0.24680418760224082,0.0,-0.2018484230772748,0.0,-0.37998266139302894,0.0,-0.3110737489436248,0.0,,,,,,,,,,,,,,,,,
7,8,why,0.0,0,0,0,3,1,why,-0.2904398054250601,-0.2,-0.22736993320989307,-0.14336928635087942,-0.07666162092511196,0.0,-0.04476902567195659,0.0,-0.24680418760224082,0.0,-0.2018484230772748,0.0,-0.37998266139302894,0.0,-0.3110737489436248,0.0,,,,,,,,,,,,,,,,,
8,9,because i am not gone down in hell  and yet thou art there also,-0.2,-1,-4,0,63,14,because i am not gone down in hell  and yet thou art there also,-0.4297280828602748,-0.36,-0.4802193715231586,-0.4437620768003411,-0.6961457881156843,-0.5,-1.1361315480442553,-1.432488379299659,-1.426056780611824,-2.0,-2.172221295088005,-3.571428571428571,-0.37998266139302894,0.0,-0.3110737489436248,0.0,,,,,,,,,,,,,,,,,
9,10,for if i go down into hell  thou art there,-0.2,-1,-4,0,42,10,for if i go down into hell  thou art there,-0.4297280828602748,-0.36,-0.5813591468484648,-0.5639191929801257,-0.6961457881156843,-0.5,-1.572676556993175,-2.0054837310195226,-1.426056780611824,-2.0,-2.9603704438922973,-5.0,-0.37998266139302894,0.0,-0.3110737489436248,0.0,,,,,,,,,,,,,,,,,
