"","sent_raw","syuzhet","bing","afinn","nrc"
"1","and how shall i call upon my god  my god and lord  since  when i call for him  i shall be calling him to myself",0,0,1,1
"2","and what room is there within me  whither my god can come into me",0,0,1,1
"3","whither can god come into me  god who made heaven and earth",0.8,1,3,1
"4","is there  indeed  o lord my god  aught in me that can contain thee",0,0,1,1
"5","do then heaven and earth  which thou hast made  and wherein thou hast made me  contain thee",0.8,1,2,0
"6","or  because nothing which exists could exist without thee  doth therefore whatever exists contain thee",0,0,0,0
"7","since  then  i too exist  why do i seek that thou shouldest enter into me  who were not  wert thou not in me",0,0,0,0
"8","why",0,0,0,0
"9","because i am not gone down in hell  and yet thou art there also",-0.2,-1,-4,0
"10","for if i go down into hell  thou art there",-0.2,-1,-4,0
"11","i could not be then  o my god  could not be at all  wert thou not in me  or  rather  unless i were in thee  of whom are all things  by whom are all things  in whom are all things",0,0,1,1
"12","even so  lord  even so",0,0,0,0
"13","whither do i call thee  since i am in thee",0,0,0,0
"14","or whence canst thou enter into me",0,0,0,0
"15","for whither can i go beyond heaven and earth  that thence my god should come into me  who hath said  i fill the heaven and the earth",0.8,1,3,1
"16","do the heaven and earth then contain thee  since thou fillest them",0.8,1,2,0
"17","or dost thou fill them and yet overflow  since they do not contain thee",-0.25,0,0,-1
"18","and whither  when the heaven and the earth are filled  pourest thou forth the remainder of thyself",0.8,1,2,0
"19","or hast thou no need that aught contain thee  who containest all things  since what thou fillest thou fillest by containing it",0,0,-1,0
"20","for the vessels which thou fillest uphold thee not  since  though they were broken  thou wert not poured out",-0.15,0,-1,-1
"21","and when thou art poured out on us  thou art not cast down  but thou upliftest us  thou art not dissipated  but thou gatherest us",0.6,0,0,1
"22","but thou who fillest all things  fillest thou them with thy whole self",0,0,0,0
"23","or  since all things cannot contain thee wholly  do they contain part of thee",0,0,0,0
"24","and all at once the same part",0,0,0,0
"25","or each its own part  the greater more  the smaller less",0.5,0,3,1
"26","and is  then one part of thee greater  another less",0.5,0,3,1
"27","or  art thou wholly every where  while nothing contains thee wholly",0.6,0,0,1
"28","what art thou then  my god",0.6,0,1,2
"29","what  but the lord god",0,0,1,1
"30","for who is lord but the lord",0,0,0,0
"31","or who is god save our god",0.5,0,3,2
"32","most highest  most good  most potent  most omnipotent  most merciful  yet most just  most hidden  yet most present  most beautiful  yet most strong  stable  yet incomprehensible  unchangeable  yet all changing  never new  never old  all renewing  and bringing age upon the proud  and they know it not  ever working  ever at rest  still gathering  yet nothing lacking  supporting  filling  and overspreading  creating  nourishing  and maturing  seeking  yet having all things",5,6,11,5
"33","thou lovest  without passion  art jealous  without anxiety  repentest  yet grievest not  art angry  yet serene  changest thy works  thy purpose unchanged  receivest again what thou findest  yet didst never lose  never in need  yet rejoicing in gains  never covetous  yet exacting usury",-1.2,0,2,-4
"34","thou receivest over and above  that thou mayest owe  and who hath aught that is not thine",0,0,0,0
"35","thou payest debts  owing nothing  remittest debts  losing nothing",-1.8,-2,-3,-2
"36","and what had i now said  my god  my life  my holy joy",1,2,4,3
"37","or what saith any man when he speaks of thee",0,0,0,0
"38","yet woe to him that speaketh not  since mute are even the most eloquent",0,0,0,0
"39","oh  that i might repose on thee",0.8,0,0,1
"40","oh  that thou wouldest enter into my heart  and inebriate it  that i may forget my ills  and embrace thee  my sole good",0.75,1,3,1
"41","what art thou to me",0.6,0,0,1
"42","in thy pity  teach me to utter it",-0.1,-1,-2,1
"43","or what am i to thee that thou demandest my love  and  if i give it not  art wroth with me  and threatenest me with grievous woes",0.85,0,3,1
"44","is it then a slight woe to love thee not",0.25,0,3,0
"45","oh  for thy mercies  sake  tell me  o lord my god  what thou art unto me",0.6,0,1,2
"46","say unto my soul  i am thy salvation",1,0,2,1
"47","so speak  that i may hear",0,0,0,0
"48","behold  lord  my heart is before thee  open thou the ears thereof  and say unto my soul  i am thy salvation",1,0,2,1
"49","after this voice let me haste  and take hold on thee",-0.6,-1,0,0
"50","hide not thy face from me",0,0,-1,0
"51","let me die lest i die only let me see thy face",-0.75,-1,-3,-1
"52","narrow is the mansion of my soul  enlarge thou it  that thou mayest enter in",0,0,0,0
"53","it is ruinous  repair thou it",-0.5,-1,0,-1
"54","it has that within which must offend thine eyes  i confess and know it",-1.25,-2,-2,-1
"55","but who shall cleanse it",0.8,0,0,1
"56","or to whom should i cry  save thee",-0.25,-1,1,0
"57","lord  cleanse me from my secret faults  and spare thy servant from the power of the enemy",-0.7,-2,-2,-1
"58","i believe  and therefore do i speak",0,0,0,0
"59","lord  thou knowest",0,0,0,0
"60","have i not confessed against myself my transgressions unto thee  and thou  my god  hast forgiven the iniquity of my heart",-1.1,-1,1,1
"61","i contend not in judgment with thee  who art the truth  i fear to deceive myself  lest mine iniquity lie unto itself",-1.65,-5,-6,-2
"62","therefore i contend not in judgment with thee  for if thou  lord  shouldest mark iniquities  o lord  who shall abide it",-0.75,-1,-1,0
"63","yet suffer me to speak unto thy mercy  me  dust and ashes",-0.65,-1,0,-2
"64","yet suffer me to speak  since i speak to thy mercy  and not to scornful man",-0.25,-1,-2,0
"65","thou too  perhaps  despisest me  yet wilt thou return and have compassion upon me",0.5,0,2,1
"66","for what would i say  o lord my god  but that i know not whence i came into this dying life  shall i call it   or living death",-1.25,-2,-4,-1
"67","then immediately did the comforts of thy compassion take me up  as i heard  for i remember it not  from the parents of my flesh  out of whose substance thou didst sometime fashion me",1.75,1,4,2
"68","thus there received me the comforts of woman own milk",1.6,0,2,1
"69","for neither my mother nor my nurses stored their own breasts for me  but thou didst bestow the food of my infancy through them  according to thine ordinance  whereby thou distributest thy riches through the hidden springs of all things",0.15,0,0,0
"70","thou also gavest me to desire no more than thou gavest  and to my nurses willingly to give me what thou gavest them",1.1,1,0,1
"71","for they  with a heaven taught affection  willingly gave me what they abounded with from thee",2.3,3,5,2
"72","for this my good from them  was good for them",0.75,1,3,1
"73","nor  indeed  from them was it  but through them  for from thee  o god  are all good things  and from my god is all my health",0.75,1,4,2
"74","this i since learned  thou  through these thy gifts  within me and without  proclaiming thyself unto me",0.8,0,0,0
"75","for then i knew but to suck  to repose in what pleased  and cry at what offended my flesh  nothing more",-0.7,-1,-3,-1
"76","afterwards i began to smile  first in sleep  then waking  for so it was told me of myself  and i believed it  for we see the like in other infants  though of myself i remember it not",1.25,2,4,1
"77","thus  little by little  i became conscious where i was  and to have a wish to express my wishes to those who could content them  and i could not  for the wishes were within me  and they without  nor could they by any sense of theirs enter within my spirit",2.7,0,3,3
"78","so i flung about at random limbs and voice  making the few signs i could  and such as i could  like  though in truth very little like  what i wished",1.5,1,2,1
