,parag_no,sent_no_start,sent_no_mid,sent_no_end,parag_raw,parag_clean,token_len,char_len,sentimentr,sentimentr_lnorm_meanstd,sentimentr_medianiqr,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_lnorm_meanstd,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing,bing_lnorm_meanstd,bing_medianiqr,bing_lnorm_medianiqr,sentiword,sentiword_lnorm_meanstd,sentiword_medianiqr,sentiword_lnorm_medianiqr,senticnet,senticnet_lnorm_meanstd,senticnet_medianiqr,senticnet_lnorm_medianiqr,nrc,nrc_lnorm_meanstd,nrc_medianiqr,nrc_lnorm_medianiqr,afinn,afinn_lnorm_meanstd,afinn_medianiqr,afinn_lnorm_medianiqr,scores,vader,vader_lnorm_meanstd,vader_medianiqr,vader_lnorm_medianiqr,textblob,textblob_lnorm_meanstd,textblob_medianiqr,textblob_lnorm_medianiqr,flair,flair_lnorm_meanstd,flair_medianiqr,flair_lnorm_medianiqr,pattern,pattern_lnorm_meanstd,pattern_medianiqr,pattern_lnorm_medianiqr,stanza,stanza_lnorm_meanstd,stanza_medianiqr,stanza_lnorm_medianiqr
0,0,0,6,12,"Great art Thou, O Lord, and greatly to be praised; great is Thy power, and Thy wisdom infinite. And Thee would man praise; man, but a particle of Thy creation; man, that bears about him his mortality, the witness of his sin, the witness that Thou resistest the proud: yet would man praise Thee; he, but a particle of Thy creation. Thou awakest us to delight in Thy praise; for Thou madest us for Thyself, and our heart is restless, until it repose in Thee. Grant me, Lord, to know and understand which is first, to call on Thee or to praise Thee? and, again, to know Thee or to call on Thee? for who can call on Thee, not knowing Thee? for he that knoweth Thee not, may call on Thee as other than Thou art. Or, is it rather, that we call on Thee that we may know Thee? but how shall they call on Him in whom they have not believed? or how shall they believe without a preacher? and they that seek the Lord shall praise Him: for they that seek shall find Him, and they that find shall praise Him. I will seek Thee, Lord, by calling on Thee; and will call on Thee, believing in Thee; for to us hast Thou been preached. My faith, Lord, shall call on Thee, which Thou hast given me, wherewith Thou hast inspired me, through the Incarnation of Thy Son, through the ministry of the Preacher.",great art thou o lord and greatly to be praised great is thy power and thy wisdom infinite and thee would man praise man but a particle of thy creation man that bears about him his mortality the witness of his sin the witness that thou resistest the proud yet would man praise thee he but a particle of thy creation thou awakest us to delight in thy praise for thou madest us for thyself and our heart is restless until it repose in thee grant me lord to know and understand which is first to call on thee or to praise thee and again to know thee or to call on thee for who can call on thee not knowing thee for he that knoweth thee not may call on thee as other than thou art or is it rather that we call on thee that we may know thee but how shall they call on him in whom they have not believed or how shall they believe without a preacher and they that seek the lord shall praise him for they that seek shall find him and they that find shall praise him i will seek thee lord by calling on thee and will call on thee believing in thee for to us hast thou been preached my faith lord shall call on thee which thou hast given me wherewith thou hast inspired me through the incarnation of thy son through the ministry of the preacher,248,1285,13.5,1.450478727246059,1.3581081081081077,1.2309304151787905,11.5,1.1600524433283024,1.0608108108108107,0.9853853740089755,168.8818658909357,1.1336482457957588,1.2740834744107397,1.1490628662960098,3.104166666666667,0.4618911081424279,0.5299240042728522,0.4459620809232913,13.041000000000007,0.4638603671948758,0.4580209103390016,0.37048185873107164,116.02850855552943,1.3239869141324605,1.2492010918411354,1.0796504033686654,5.878759933052531,1.2434281242576948,1.3996185132639805,1.2528649742779676,"{'neg': 0.026, 'neu': 0.762, 'pos': 0.212, 'compound': 0.9953}",0.9953,0.3007459548279026,0.08266797690701377,0.188429686256543,0.5541666666666667,0.38036796190555566,2.001547597891121,1.708663065727338,0.999,0.45234357697572575,0.8003689280590284,0.7716967423194278,0.6019811520712761,0.02371713244001031,0.23271381393901677,0.16681788232171338,46.851935224024714,0.07358866393765613,0.24212774873840529,0.3569857152943891
1,1,13,20,27,"And how shall I call upon my God, my God and Lord, since, when I call for Him, I shall be calling Him to myself? and what room is there within me, whither my God can come into me? whither can God come into me, God who made heaven and earth? is there, indeed, O Lord my God, aught in me that can contain Thee? do then heaven and earth, which Thou hast made, and wherein Thou hast made me, contain Thee? or, because nothing which exists could exist without Thee, doth therefore whatever exists contain Thee? Since, then, I too exist, why do I seek that Thou shouldest enter into me, who were not, wert Thou not in me? Why? because I am not gone down in hell, and yet Thou art there also. For if I go down into hell, Thou art there. I could not be then, O my God, could not be at all, wert Thou not in me; or, rather, unless I were in Thee, of whom are all things, by whom are all things, in whom are all things? Even so, Lord, even so. Whither do I call Thee, since I am in Thee? or whence canst Thou enter into me? for whither can I go beyond heaven and earth, that thence my God should come into me, who hath said, I fill the heaven and the earth.",and how shall i call upon my god my god and lord since when i call for him i shall be calling him to myself and what room is there within me whither my god can come into me whither can god come into me god who made heaven and earth is there indeed o lord my god aught in me that can contain thee do then heaven and earth which thou hast made and wherein thou hast made me contain thee or because nothing which exists could exist without thee doth therefore whatever exists contain thee since then i too exist why do i seek that thou shouldest enter into me who were not wert thou not in me why because i am not gone down in hell and yet thou art there also for if i go down into hell thou art there i could not be then o my god could not be at all wert thou not in me or rather unless i were in thee of whom are all things by whom are all things in whom are all things even so lord even so whither do i call thee since i am in thee or whence canst thou enter into me for whither can i go beyond heaven and earth that thence my god should come into me who hath said i fill the heaven and the earth,234,1147,2.8,-0.13162555334072165,-0.08783783783783793,-0.12178906655012009,2.8,-0.15092102723308576,-0.11486486486486507,-0.1559421800844926,30.982192276103003,0.050519297908179085,0.12480096080575626,0.09797738881025836,3.9166666666666647,0.7402027721290302,0.7382255455516553,0.6912058896686606,10.774,0.24531856791686749,0.2186080895553911,0.18969008118890734,51.7621079516137,0.25239308035641356,0.22319022830423393,0.21424858506913733,1.4400607694637086,-0.02708647367677731,0.010166165236215092,0.011323372201115747,"{'neg': 0.038, 'neu': 0.839, 'pos': 0.123, 'compound': 0.9413}",0.9413,0.3025672168392568,0.016337059329320693,0.19101539916175153,-0.15555555555555559,-0.5357067613099317,-1.750760223525463,-1.4265042657133942,0.962,0.4618783156341986,0.7814101250256199,0.7823875685061898,-0.056924580375868575,-0.8869520528001581,-0.8764528711010395,-0.8867088425514998,43.0218154877283,-0.10011325897125582,0.004944454613083206,0.07678135850430311
2,2,28,33,39,"Do the heaven and earth then contain Thee, since Thou fillest them? or dost Thou fill them and yet overflow, since they do not contain Thee? And whither, when the heaven and the earth are filled, pourest Thou forth the remainder of Thyself? or hast Thou no need that aught contain Thee, who containest all things, since what Thou fillest Thou fillest by containing it? for the vessels which Thou fillest uphold Thee not, since, though they were broken, Thou wert not poured out. And when Thou art poured out on us, Thou art not cast down, but Thou upliftest us; Thou art not dissipated, but Thou gatherest us. But Thou who fillest all things, fillest Thou them with Thy whole self? or, since all things cannot contain Thee wholly, do they contain part of Thee? and all at once the same part? or each its own part, the greater more, the smaller less? And is, then one part of Thee greater, another less? or, art Thou wholly every where, while nothing contains Thee wholly?",do the heaven and earth then contain thee since thou fillest them or dost thou fill them and yet overflow since they do not contain thee and whither when the heaven and the earth are filled pourest thou forth the remainder of thyself or hast thou no need that aught contain thee who containest all things since what thou fillest thou fillest by containing it for the vessels which thou fillest uphold thee not since though they were broken thou wert not poured out and when thou art poured out on us thou art not cast down but thou upliftest us thou art not dissipated but thou gatherest us but thou who fillest all things fillest thou them with thy whole self or since all things cannot contain thee wholly do they contain part of thee and all at once the same part or each its own part the greater more the smaller less and is then one part of thee greater another less or art thou wholly every where while nothing contains thee wholly,175,971,4.6,0.4018275613547951,0.15540540540540523,0.33432019861788537,4.6,0.39472428722442077,0.12837837837837818,0.3190941544689957,32.44232660241278,0.15512994046398926,0.13697000228898218,0.19949321238353568,6.010416666666667,1.901118339873915,1.2750025942316499,1.7141862110369157,0.251000000000002,-1.244882693115687,-0.8927025029042136,-1.0430998737200137,26.376897154224054,-0.053814223439511914,-0.18208378434537262,-0.03303947233580183,1.5195299561319304,0.15598636530405569,0.03504251840693566,0.19022139208576705,"{'neg': 0.02, 'neu': 0.921, 'pos': 0.059, 'compound': 0.7992}",0.7992,0.40865003113871945,-0.15821152192605334,0.3416250864252582,0.1509259259259259,-0.053167727592106,-0.1303898531550922,0.22493374072665595,0.7048,0.4522518667790231,0.6496208239393317,0.7715939122568931,0.34998763624960694,-0.12202958770530584,-0.19147859907498074,-0.001792264177547874,33.42965903490247,0.14586286091574305,-0.5890576711394213,0.4735736294499773
3,3,40,45,50,"What art Thou then, my God? what, but the Lord God? For who is Lord but the Lord? or who is God save our God? Most highest, most good, most potent, most omnipotent; most merciful, yet most just; most hidden, yet most present; most beautiful, yet most strong, stable, yet incomprehensible; unchangeable, yet all-changing; never new, never old; all-renewing, and bringing age upon the proud, and they know it not; ever working, ever at rest; still gathering, yet nothing lacking; supporting, filling, and overspreading; creating, nourishing, and maturing; seeking, yet having all things. Thou lovest, without passion; art jealous, without anxiety; repentest, yet grievest not; art angry, yet serene; changest Thy works, Thy purpose unchanged; receivest again what Thou findest, yet didst never lose; never in need, yet rejoicing in gains; never covetous, yet exacting usury. Thou receivest over and above, that Thou mayest owe; and who hath aught that is not Thine? Thou payest debts, owing nothing; remittest debts, losing nothing. And what had I now said, my God, my life, my holy joy? or what saith any man when he speaks of Thee? Yet woe to him that speaketh not, since mute are even the most eloquent.",what art thou then my god what but the lord god for who is lord but the lord or who is god save our god most highest most good most potent most omnipotent most merciful yet most just most hidden yet most present most beautiful yet most strong stable yet incomprehensible unchangeable yet all changing never new never old all renewing and bringing age upon the proud and they know it not ever working ever at rest still gathering yet nothing lacking supporting filling and overspreading creating nourishing and maturing seeking yet having all things thou lovest without passion art jealous without anxiety repentest yet grievest not art angry yet serene changest thy works thy purpose unchanged receivest again what thou findest yet didst never lose never in need yet rejoicing in gains never covetous yet exacting usury thou receivest over and above that thou mayest owe and who hath aught that is not thine thou payest debts owing nothing remittest debts losing nothing and what had i now said my god my life my holy joy or what saith any man when he speaks of thee yet woe to him that speaketh not since mute are even the most eloquent,201,1204,3.8999999999999995,0.1454282331165388,0.06081081081081065,0.11509547957379175,3.8999999999999995,0.13246489042042917,0.03378378378378354,0.09077231378052557,79.32346718000682,0.5683019606358318,0.5276864824031924,0.6004418814714091,0.6636904761904765,-0.14567759431270028,-0.09574362887227215,-0.08941778972327434,4.036000000000006,-0.6220124915107598,-0.4929770831133165,-0.5278217379206948,58.810825858017054,0.5625327454420587,0.3357227659602526,0.46471235373992276,3.7014383493646323,0.8605081422033249,0.718048423611712,0.8786771540357468,"{'neg': 0.039, 'neu': 0.677, 'pos': 0.285, 'compound': 0.9965}",0.9965,0.4848395705486399,0.08414199729762929,0.449794187886746,0.37702020202020203,0.26699393339009525,1.0649726337481806,1.3206526322685272,0.9862,0.5533724216309464,0.7938102070096331,0.8849753393262332,1.7697140415879475,2.1983220175711775,2.1984129333974294,2.6825551002460557,37.56959924605102,0.004807751683920182,-0.3326884909655454,0.24603293506754095
4,4,51,57,63,"Oh! that I might repose on Thee! Oh! that Thou wouldest enter into my heart, and inebriate it, that I may forget my ills, and embrace Thee, my sole good! What art Thou to me? In Thy pity, teach me to utter it. Or what am I to Thee that Thou demandest my love, and, if I give it not, art wroth with me, and threatenest me with grievous woes? Is it then a slight woe to love Thee not? Oh! for Thy mercies' sake, tell me, O Lord my God, what Thou art unto me. Say unto my soul, I am thy salvation. So speak, that I may hear. Behold, Lord, my heart is before Thee; open Thou the ears thereof, and say unto my soul, I am thy salvation. After this voice let me haste, and take hold on Thee. Hide not Thy face from me. Let me die—lest I die—only let me see Thy face.",oh that i might repose on thee oh that thou wouldest enter into my heart and inebriate it that i may forget my ills and embrace thee my sole good what art thou to me in thy pity teach me to utter it or what am i to thee that thou demandest my love and if i give it not art wroth with me and threatenest me with grievous woes is it then a slight woe to love thee not oh for thy mercies sake tell me o lord my god what thou art unto me say unto my soul i am thy salvation so speak that i may hear behold lord my heart is before thee open thou the ears thereof and say unto my soul i am thy salvation after this voice let me haste and take hold on thee hide not thy face from me let me die—lest i die—only let me see thy face,158,759,5.15,0.6368622897870237,0.22972972972972966,0.5352779104036227,5.15,0.6351307911343995,0.2027027027027026,0.528390965775361,-16.49458679909079,-0.41702758611170476,-0.27087968558801584,-0.35573750893617484,-0.591666666666667,-0.6102897446757742,-0.4175809552876546,-0.49882662193772853,6.321999999999999,0.04387628043666134,-0.2515577146477982,0.023044115309505127,59.75066036274739,0.9343304572256266,0.35072719133212243,0.7649701619463363,0.9685051738540815,-0.02884749227637072,-0.1374455573423603,0.009602512120498948,"{'neg': 0.087, 'neu': 0.819, 'pos': 0.094, 'compound': 0.4939}",0.4939,0.1277727329026744,-0.5332268763051222,-0.05714678181847222,0.07037037037037037,-0.1849406463334968,-0.5562878054880898,-0.2260449180409242,0.9393,0.6728330547353111,0.7697786431645829,1.0189205800323775,0.12485391189515177,-0.5345381866470367,-0.5704566750518563,-0.47901147865059124,31.96067073718469,0.5318720953855232,-0.6800259717338987,1.096257981173345
5,5,64,69,74,"Narrow is the mansion of my soul; enlarge Thou it, that Thou mayest enter in. It is ruinous; repair Thou it. It has that within which must offend Thine eyes; I confess and know it. But who shall cleanse it? or to whom should I cry, save Thee? Lord, cleanse me from my secret faults, and spare Thy servant from the power of the enemy. I believe, and therefore do I speak. Lord, Thou knowest. Have I not confessed against myself my transgressions unto Thee, and Thou, my God, hast forgiven the iniquity of my heart? I contend not in judgment with Thee, who art the truth; I fear to deceive myself; lest mine iniquity lie unto itself. Therefore I contend not in judgment with Thee; for if Thou, Lord, shouldest mark iniquities, O Lord, who shall abide it?",narrow is the mansion of my soul enlarge thou it that thou mayest enter in it is ruinous repair thou it it has that within which must offend thine eyes i confess and know it but who shall cleanse it or to whom should i cry save thee lord cleanse me from my secret faults and spare thy servant from the power of the enemy i believe and therefore do i speak lord thou knowest have i not confessed against myself my transgressions unto thee and thou my god hast forgiven the iniquity of my heart i contend not in judgment with thee who art the truth i fear to deceive myself lest mine iniquity lie unto itself therefore i contend not in judgment with thee for if thou lord shouldest mark iniquities o lord who shall abide it,139,752,-5.4,-2.024604771672443,-1.1959459459459458,-1.7403106131801356,-5.4,-2.0871647427425377,-1.2229729729729732,-1.841627171867681,-219.05901258448932,-3.322563715465963,-1.9590907330183138,-3.1753157649051964,-2.59375,-1.593712076193718,-0.9308573172592706,-1.3654027284940167,-0.3730000000000003,-1.3824409331082732,-0.9586017530890274,-1.1568968626987435,-20.087751422865917,-1.3365108173952827,-0.9238902922955632,-1.0689244594902962,-1.7876743666846922,-1.40361871343171,-1.000216381191426,-1.333818230291452,"{'neg': 0.158, 'neu': 0.742, 'pos': 0.101, 'compound': -0.899}",-0.899,-1.742310520555165,-2.2441960447119516,-2.7121730065651604,-0.30000000000000004,-1.007599377060462,-2.51443931046739,-3.0415060503452844,-0.9988,-0.8376439379134969,-0.22330395572863296,-0.6747018217900119,-0.12134759088922899,-1.101690161567846,-0.9848991229586778,-1.1351331223033467,26.417854529896008,0.11259436700767876,-1.0232693942090363,0.41990711395738584
6,6,75,81,87,"Yet suffer me to speak unto Thy mercy, me, dust and ashes. Yet suffer me to speak, since I speak to Thy mercy, and not to scornful man. Thou too, perhaps, despisest me, yet wilt Thou return and have compassion upon me. For what would I say, O Lord my God, but that I know not whence I came into this dying life (shall I call it?) or living death. Then immediately did the comforts of Thy compassion take me up, as I heard (for I remember it not) from the parents of my flesh, out of whose substance Thou didst sometime fashion me. Thus there received me the comforts of woman's milk. For neither my mother nor my nurses stored their own breasts for me; but Thou didst bestow the food of my infancy through them, according to Thine ordinance, whereby Thou distributest Thy riches through the hidden springs of all things. Thou also gavest me to desire no more than Thou gavest; and to my nurses willingly to give me what Thou gavest them. For they, with a heaven-taught affection, willingly gave me what they abounded with from Thee. For this my good from them, was good for them. Nor, indeed, from them was it, but through them; for from Thee, O God, are all good things, and from my God is all my health. This I since learned, Thou, through these Thy gifts, within me and without, proclaiming Thyself unto me. For then I knew but to suck; to repose in what pleased, and cry at what offended my flesh; nothing more.",yet suffer me to speak unto thy mercy me dust and ashes yet suffer me to speak since i speak to thy mercy and not to scornful man thou too perhaps despisest me yet wilt thou return and have compassion upon me for what would i say o lord my god but that i know not whence i came into this dying life shall i call it or living death then immediately did the comforts of thy compassion take me up as i heard for i remember it not from the parents of my flesh out of whose substance thou didst sometime fashion me thus there received me the comforts of woman own milk for neither my mother nor my nurses stored their own breasts for me but thou didst bestow the food of my infancy through them according to thine ordinance whereby thou distributest thy riches through the hidden springs of all things thou also gavest me to desire no more than thou gavest and to my nurses willingly to give me what thou gavest them for they with a heaven taught affection willingly gave me what they abounded with from thee for this my good from them was good for them nor indeed from them was it but through them for from thee o god are all good things and from my god is all my health this i since learned thou through these thy gifts within me and without proclaiming thyself unto me for then i knew but to suck to repose in what pleased and cry at what offended my flesh nothing more,267,1415,7.600000000000001,0.48298992151713194,0.5608108108108107,0.4037150590716931,7.600000000000001,0.47774163272847525,0.5337837837837839,0.3913686787207342,45.54253460850174,0.12588157129967997,0.2461496659627229,0.17111013193064542,1.135416666666667,-0.0830041420233841,0.02519334655882811,-0.03419094106560189,15.736999999999997,0.6761704002062356,0.7427394656246694,0.5461183199708317,51.32400319852892,0.12648371257948124,0.21619590106934677,0.1125662196236925,2.6374791926575107,0.24250674422439827,0.38499576696419885,0.27476874796164075,"{'neg': 0.074, 'neu': 0.737, 'pos': 0.189, 'compound': 0.988}",0.988,0.2397458869282776,0.0737010195307701,0.10182563818254944,0.39848484848484844,0.1458948725510927,1.1784564141503897,0.9062041055392441,-0.971,-0.4293941928621071,-0.20905923344947736,-0.21695177520054293,0.917117256463016,0.36728918425796886,0.7631970849624057,0.5642864080787197,48.88128103725253,-0.12679186993035158,0.36779664632911835,0.033745202665277405
7,7,88,90,92,"Afterwards I began to smile; first in sleep, then waking: for so it was told me of myself, and I believed it; for we see the like in other infants, though of myself I remember it not. Thus, little by little, I became conscious where I was; and to have a wish to express my wishes to those who could content them, and I could not; for the wishes were within me, and they without; nor could they by any sense of theirs enter within my spirit. So I flung about at random limbs and voice, making the few signs I could, and such as I could, like, though in truth very little like, what I wished. And when I was not presently obeyed (my wishes being hurtful or unintelligible), then I was indignant with my elders for not submitting to me, with those owing me no service, for not serving me; and avenged myself on them by tears. Such have I learnt infants to be from observing them; and that I was myself such, they, all unconscious, have shown me better than my nurses who knew it.",afterwards i began to smile first in sleep then waking for so it was told me of myself and i believed it for we see the like in other infants though of myself i remember it not thus little by little i became conscious where i was and to have a wish to express my wishes to those who could content them and i could not for the wishes were within me and they without nor could they by any sense of theirs enter within my spirit so i flung about at random limbs and voice making the few signs i could and such as i could like though in truth very little like what i wished and when i was not presently obeyed my wishes being hurtful or unintelligible then i was indignant with my elders for not submitting to me with those owing me no service for not serving me and avenged myself on them by tears such have i learnt infants to be from observing them and that i was myself such they all unconscious have shown me better than my nurses who knew it,188,976,5.45,0.5025453667632639,0.2702702702702702,0.42043521594309385,5.45,0.4977440223982264,0.24324324324324312,0.408782668393634,32.069568063332824,0.12590431335790075,0.13386336063036516,0.17113220118396066,1.4291666666666671,0.13783735245683865,0.10050236532885716,0.16041106899588256,9.395,0.3766275083861123,0.07297497095786237,0.2983172492320045,6.563212083500526,-0.5569780938379734,-0.4984085814123896,-0.43938646185800856,1.4991262072599305,0.10466411469689554,0.028655503713232635,0.1400695013915606,"{'neg': 0.053, 'neu': 0.82, 'pos': 0.127, 'compound': 0.8779}",0.8779,0.42869353832314094,-0.06154035130819313,0.3700815934348471,-0.020982142857142862,-0.36092862208452386,-1.0392693708903502,-0.8283448596486523,-0.9833,-0.6127162291020768,-0.21536175445788072,-0.4225016172933024,-0.007147701292739062,-0.8169632691192638,-0.7926611339139551,-0.8057408519306835,35.60424742242335,0.08954195964036656,-0.4543945084630476,0.3827205078988679
8,8,93,96,100,"And, lo! my infancy died long since, and I live. But Thou, Lord, who for ever livest, and in whom nothing dies: for before the foundation of the worlds, and before all that can be called ""before,"" Thou art, and art God and Lord of all which Thou hast created: in Thee abide, fixed for ever, the first causes of all things unabiding; and of all things changeable, the springs abide in Thee unchangeable: and in Thee live the eternal reasons of all things unreasoning and temporal. Say, Lord, to me, Thy suppliant; say, all-pitying, to me, Thy pitiable one; say, did my infancy succeed another age of mine that died before it? was it that which I spent within my mother's womb? for of that I have heard somewhat, and have myself seen women with child? and what before that life again, O God my joy, was I any where or any body? For this have I none to tell me, neither father nor mother, nor experience of others, nor mine own memory. Dost Thou mock me for asking this, and bid me praise Thee and acknowledge Thee, for that I do know?",and lo my infancy died long since and i live but thou lord who for ever livest and in whom nothing dies for before the foundation of the worlds and before all that can be called before thou art and art god and lord of all which thou hast created in thee abide fixed for ever the first causes of all things unabiding and of all things changeable the springs abide in thee unchangeable and in thee live the eternal reasons of all things unreasoning and temporal say lord to me thy suppliant say all pitying to me thy pitiable one say did my infancy succeed another age of mine that died before it was it that which i spent within my mother own womb for of that i have heard somewhat and have myself seen women with child and what before that life again o god my joy was i any where or any body for this have i none to tell me neither father nor mother nor experience of others nor mine own memory dost thou mock me for asking this and bid me praise thee and acknowledge thee for that i do know,196,1032,0.2499999999999999,-0.5298667315577053,-0.43243243243243246,-0.4622903892574887,0.2499999999999999,-0.5582641037509969,-0.45945945945945965,-0.5105732139222791,-31.85669756858394,-0.5318182117377444,-0.39891048375186466,-0.4671321492348634,1.8125,0.2463309852663768,0.19877796429116437,0.2560139314620189,13.968999999999992,1.0880806648534052,0.5560249234343638,0.8868768804816811,52.362481748797926,0.45202576524679233,0.23277517521747967,0.37546870695746115,0.5578162962463189,-0.26656556444485935,-0.26600408412470244,-0.2226946032707781,"{'neg': 0.077, 'neu': 0.821, 'pos': 0.102, 'compound': 0.7615}",0.7615,0.2757748580077083,-0.20452032919788735,0.15297729835043464,0.27474747474747474,0.11724341762362402,0.5242557977141238,0.8081475789149236,0.8667,0.49763447964956775,0.7325783972125436,0.8224791691557766,0.46760091867733516,0.00952335983787727,0.006505312982587683,0.15039751913661592,36.81587555225705,0.036449199487938566,-0.3793634465446691,0.29707480830276906
9,9,101,107,114,"I acknowledge Thee, Lord of heaven and earth, and praise Thee for my first rudiments of being, and my infancy, whereof I remember nothing; for Thou hast appointed that man should from others guess much as to himself; and believe much on the strength of weak females. Even then I had being and life, and (at my infancy's close) I could seek for signs whereby to make known to others my sensations. Whence could such a being be, save from Thee, Lord? Shall any be his own artificer? or can there elsewhere be derived any vein, which may stream essence and life into us, save from thee, O Lord, in whom essence and life are one? for Thou Thyself art supremely Essence and Life. For Thou art most high, and art not changed, neither in Thee doth to-day come to a close; yet in Thee doth it come to a close; because all such things also are in Thee. For they had no way to pass away, unless Thou upheldest them. And since Thy years fail not, Thy years are one to-day. How many of ours and our fathers' years have flowed away through Thy ""to-day,"" and from it received the measure and the mould of such being as they had; and still others shall flow away, and so receive the mould of their degree of being. But Thou art still the same, and all things of tomorrow, and all beyond, and all of yesterday, and all behind it, Thou hast done to-day. What is it to me, though any comprehend not this? Let him also rejoice and say, What thing is this? Let him rejoice even thus! and be content rather by not discovering to discover Thee, than by discovering not to discover Thee.",i acknowledge thee lord of heaven and earth and praise thee for my first rudiments of being and my infancy whereof i remember nothing for thou hast appointed that man should from others guess much as to himself and believe much on the strength of weak females even then i had being and life and at my infancy own close i could seek for signs whereby to make known to others my sensations whence could such a being be save from thee lord shall any be his own artificer or can there elsewhere be derived any vein which may stream essence and life into us save from thee o lord in whom essence and life are one for thou thyself art supremely essence and life for thou art most high and art not changed neither in thee doth to day come to a close yet in thee doth it come to a close because all such things also are in thee for they had no way to pass away unless thou upheldest them and since thy years fail not thy years are one to day how many of ours and our fathers years have flowed away through thy to day and from it received the measure and the mould of such being as they had and still others shall flow away and so receive the mould of their degree of being but thou art still the same and all things of tomorrow and all beyond and all of yesterday and all behind it thou hast done to day what is it to me though any comprehend not this let him also rejoice and say what thing is this let him rejoice even thus and be content rather by not discovering to discover thee than by discovering not to discover thee,300,1564,8.949999999999998,0.5339854761525289,0.7432432432432426,0.4473169133131137,8.949999999999998,0.5299027030801748,0.7162162162162158,0.436779869854838,59.66780716889441,0.1818007341305156,0.36387241561118505,0.22537497276910928,3.9648809523809536,0.508009595455713,0.7505862963528159,0.48660095793000385,23.612000000000013,1.3364982172668571,1.5744006758897466,1.0923837950484874,101.88628138362114,0.7668568487694833,1.023420924029768,0.6297211891481044,2.412219972256855,0.1094895726138268,0.31448255100487804,0.14478491887883788,"{'neg': 0.019, 'neu': 0.914, 'pos': 0.068, 'compound': 0.9325}",0.9325,0.12433882543820995,0.0055275764648076995,-0.062022027000551004,0.11566666666666668,-0.2038436164835084,-0.3168058764291214,-0.29073830273938517,0.994,0.37010568295947904,0.7978069276491084,0.6794874996348595,0.30365174167824716,-0.4588513191034182,-0.2694779668892581,-0.39145154034202534,52.55193510988148,-0.3978066181385122,0.5951048989380873,-0.4034377135084077
