,sent_no,sent_raw,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang
0,0,"And how shall I call upon my God, my God and Lord, since, when I call for Him, I shall be calling Him to myself?",-0.9977914094924927,4.948969125747681,4.4639872610569,-0.976248025894165,0.8561592102050781,0.9889419078826904,1,0.5141342878341675
1,1,"and what room is there within me, whither my God can come into me?",-0.9672436118125916,4.567617237567902,0.2573184072971344,0.9613146185874939,0.8516331911087036,0.9635742902755737,1,0.6028632521629333
2,2,"whither can God come into me, God who made heaven and earth?",-0.984071671962738,4.845763564109802,0.2924926280975342,-0.5122137665748596,0.7165861129760742,0.9331911206245422,-1,-0.48277485370635986
3,3,"is there, indeed, O Lord my God, aught in me that can contain Thee?",0.9845013618469238,4.493010997772217,0.2901768982410431,0.9204667210578918,0.8034589886665344,0.9879973530769348,1,1.4175941944122314
4,4,"do then heaven and earth, which Thou hast made, and wherein Thou hast made me, contain Thee?",-0.8159325122833252,4.807887494564056,0.3055790066719055,0.7026840448379517,0.8422099947929382,0.9865543842315674,1,0.5484373569488525
5,5,"or, because nothing which exists could exist without Thee, doth therefore whatever exists contain Thee?",0.9909912943840027,4.371245563030243,0.42371609807014465,-0.9729593396186829,0.7701165676116943,0.9887083172798157,-1,0.5233328342437744
6,6,"Since, then, I too exist, why do I seek that Thou shouldest enter into me, who were not, wert Thou not in me?",-0.9285759925842285,3.2496733963489532,0.45937836170196533,-0.9772875905036926,0.5973119735717773,0.9522037506103516,-1,-1.4876888692378998
7,7,Why?,-0.997939944267273,1.3790555894374847,0.3898598253726959,-0.9967442750930786,0.5593152046203613,0.5042456388473511,0,-0.49251317977905273
8,8,"because I am not gone down in hell, and yet Thou art there also.",-0.9328970909118652,4.646493852138519,4.547304630279541,0.9989246129989624,-1.7512471675872803,0.9610294699668884,1,-0.48480039834976196
9,9,"For if I go down into hell, Thou art there.",-0.9644495844841003,4.294347584247589,2.233563616871834,0.944783627986908,-1.4683194756507874,0.8221789598464966,-1,-0.4410884976387024
10,10,"I could not be then, O my God, could not be at all, wert Thou not in me; or, rather, unless I were in Thee, of whom are all things, by whom are all things, in whom are all things?",-0.948378324508667,0.4548042416572571,0.5614718794822693,-0.996139645576477,-1.510967195034027,0.9497313499450684,-1,-0.48125898838043213
11,11,"Even so, Lord, even so.",0.9807088375091553,0.5404914021492004,4.475429594516754,0.8926911354064941,1.5694597959518433,0.5601359605789185,1,1.6244827508926392
12,12,"Whither do I call Thee, since I am in Thee?",-0.9567915797233582,0.36872389912605286,0.24918688833713531,0.9832171201705933,0.8848020434379578,0.9951403141021729,1,0.6769759654998779
13,13,or whence canst Thou enter into me?,-0.9913787245750427,0.6191440224647522,1.3082895278930664,-0.9719511270523071,0.8284281492233276,0.9249313473701477,1,0.5726100206375122
14,14,"for whither can I go beyond heaven and earth, that thence my God should come into me, who hath said, I fill the heaven and the earth.",0.9857785105705261,4.842147171497345,4.24300841987133,0.9947419166564941,0.5077473521232605,0.9254680275917053,-1,1.505547821521759
15,15,"Do the heaven and earth then contain Thee, since Thou fillest them?",0.9865698218345642,3.359141379594803,0.294866144657135,0.9004217386245728,0.866771399974823,0.9485379457473755,-1,0.6373773813247681
16,16,"or dost Thou fill them and yet overflow, since they do not contain Thee?",-0.995431661605835,2.3467001914978027,1.4273203909397125,-0.981826901435852,0.709935188293457,0.9860593676567078,-1,-1.5133255124092102
17,17,"And whither, when the heaven and the earth are filled, pourest Thou forth the remainder of Thyself?",-0.9171656370162964,4.3553986847400665,0.3623202443122864,0.9936925768852234,0.8286786079406738,0.9672055840492249,-1,0.5127072930335999
18,18,"or hast Thou no need that aught contain Thee, who containest all things, since what Thou fillest Thou fillest by containing it?",-0.9760390520095825,1.3348604142665863,0.3523685038089752,-0.963551938533783,0.8367615342140198,0.9654687643051147,-1,0.5127354860305786
19,19,"for the vessels which Thou fillest uphold Thee not, since, though they were broken, Thou wert not poured out.",-0.9906308650970459,1.4053093194961548,1.3294884264469147,0.9069859981536865,-1.7112239003181458,0.9873912930488586,-1,-1.4836879670619965
20,20,"And when Thou art poured out on us, Thou art not cast down, but Thou upliftest us; Thou art not dissipated, but Thou gatherest us.",0.9975138902664185,2.4034691154956818,4.454380542039871,0.9991230368614197,-1.5780143737792969,0.9942298531532288,1,1.5576369166374207
21,21,"But Thou who fillest all things, fillest Thou them with Thy whole self?",0.9834966063499451,2.376161754131317,0.3322180509567261,0.9563122391700745,0.8283921480178833,0.9109834432601929,0,0.5824633240699768
22,22,"or, since all things cannot contain Thee wholly, do they contain part of Thee?",0.976269543170929,2.358588218688965,1.326004683971405,-0.9943104386329651,0.8147952556610107,0.9944142699241638,-1,0.6391350030899048
23,23,and all at once the same part?,-0.993904709815979,1.4348130822181702,0.3680238723754883,-0.9804139733314514,0.8149592876434326,-0.9972336292266846,1,-1.5342735052108765
24,24,"or each its own part, the greater more, the smaller less?",0.9963626265525818,3.3137521147727966,2.3671856224536896,-0.9860692620277405,0.8810825347900391,0.9913862943649292,1,0.6779736280441284
25,25,"And is, then one part of Thee greater, another less?",0.976203978061676,1.4093050956726074,1.408145546913147,-0.9787225723266602,0.8741245269775391,0.9830001592636108,-1,0.6466448307037354
26,26,"or, art Thou wholly every where, while nothing contains Thee wholly?",-0.9954982399940491,2.353210151195526,0.512980043888092,-0.9920005798339844,0.7835855484008789,0.9910028576850891,-1,-0.48148685693740845
27,27,"What art Thou then, my God?",-0.9898546934127808,4.381501346826553,4.335684806108475,-0.9752601981163025,0.8034082055091858,0.8258007764816284,0,-0.47212329506874084
28,28,"what, but the Lord God?",0.986359179019928,0.26493990421295166,2.2616130709648132,-0.9686420559883118,0.7802786827087402,0.5653525590896606,0,0.6071423292160034
29,29,For who is Lord but the Lord?,0.9922934174537659,2.264596074819565,2.3023715913295746,-0.9813327193260193,0.8512927293777466,0.8654463291168213,0,0.5986750721931458
30,30,or who is God save our God?,0.9867467880249023,4.537411987781525,0.5273674130439758,-0.9981356859207153,0.6401225328445435,0.932397186756134,1,-0.49255144596099854
31,31,"Most highest, most good, most potent, most omnipotent; most merciful, yet most just; most hidden, yet most present; most beautiful, yet most strong, stable, yet incomprehensible; unchangeable, yet all-changing; never new, never old; all-renewing, and bringing age upon the proud, and they know it not; ever working, ever at rest; still gathering, yet nothing lacking; supporting, filling, and overspreading; creating, nourishing, and maturing; seeking, yet having all things.",0.9983935952186584,3.3970123529434204,4.962732553482056,0.9995481371879578,1.9361785650253296,0.9993845820426941,1,1.7113223671913147
32,32,"Thou lovest, without passion; art jealous, without anxiety; repentest, yet grievest not; art angry, yet serene; changest Thy works, Thy purpose unchanged; receivest again what Thou findest, yet didst never lose; never in need, yet rejoicing in gains; never covetous, yet exacting usury.",0.9983885288238525,4.842504620552063,0.42954638600349426,0.9966443777084351,-1.405391901731491,0.990186333656311,1,1.6104621291160583
33,33,"Thou receivest over and above, that Thou mayest owe; and who hath aught that is not Thine?",0.9973048567771912,4.626792788505554,0.2982928156852722,0.7545266151428223,0.7624901533126831,0.9428147673606873,1,1.4251855909824371
34,34,"Thou payest debts, owing nothing; remittest debts, losing nothing.",0.9955989122390747,0.9032622575759888,0.811539888381958,-0.9753220081329346,-0.4649876654148102,0.9607554078102112,-1,-1.5978559255599976
35,35,"And what had I now said, my God, my life, my holy joy?",-0.996486485004425,4.900522530078888,4.810258626937866,0.9949170351028442,0.6680740118026733,0.9792279005050659,1,1.4892596304416656
36,36,or what saith any man when he speaks of Thee?,-0.9882699251174927,0.5090343952178955,0.4746464192867279,-0.9841195940971375,0.5808459520339966,0.97745680809021,-1,0.6479026675224304
37,37,"Yet woe to him that speaketh not, since mute are even the most eloquent.",-0.9756719470024109,0.48942244052886963,2.292294919490814,-0.9916543364524841,1.5897205471992493,0.9655959010124207,-1,-1.8085315823554993
38,38,Oh! that I might repose on Thee!,0.9918580055236816,2.297662913799286,0.2651346027851105,-0.9552358388900757,1.8182641863822937,-0.5246046185493469,1,1.6992170810699463
39,39,"Oh! that Thou wouldest enter into my heart, and inebriate it, that I may forget my ills, and embrace Thee, my sole good!",0.9971662163734436,4.331517517566681,4.75058650970459,0.9992323517799377,1.9705033898353577,0.9383746981620789,1,1.6977383494377136
40,40,What art Thou to me?,-0.9759367108345032,0.3816744387149811,4.242961809039116,-0.9355183243751526,0.7324327230453491,0.9693042039871216,0,0.6039125323295593
41,41,"In Thy pity, teach me to utter it.",-0.9870132803916931,0.5235825181007385,4.60593855381012,-0.997199296951294,0.5603107213973999,0.9558064937591553,-1,-1.577678620815277
42,42,"Or what am I to Thee that Thou demandest my love, and, if I give it not, art wroth with me, and threatenest me with grievous woes?",-0.9930596947669983,4.396770745515823,0.5289301872253418,-0.9909284710884094,0.7383529543876648,0.9760120511054993,-1,-1.810448408126831
43,43,Is it then a slight woe to love Thee not?,-0.983784019947052,4.590032160282135,2.3527023792266846,-0.9974246025085449,0.7268837094306946,0.9731462001800537,-1,-1.8399640917778015
44,44,"Oh! for Thy mercies' sake, tell me, O Lord my God, what Thou art unto me.",-0.9852803349494934,4.639335989952087,4.65969318151474,-0.5875415205955505,0.773979127407074,0.6008300185203552,1,1.6938461065292358
45,45,"Say unto my soul, I am thy salvation.",0.9881400465965271,4.597439110279083,4.779296457767487,0.998162031173706,1.826883316040039,0.9296312928199768,-1,1.6591888666152954
46,46,"So speak, that I may hear.",0.9936352372169495,1.359839916229248,4.485567420721054,0.9934771060943604,0.8802183270454407,0.9799535870552063,1,1.5368826985359192
47,47,"Behold, Lord, my heart is before Thee; open Thou the ears thereof, and say unto my soul, I am thy salvation.",0.9920032024383545,4.742080807685852,4.805733025074005,0.9983764290809631,0.7510404586791992,0.9494338631629944,1,1.698451042175293
48,48,"After this voice let me haste, and take hold on Thee.",0.9975480437278748,0.33882299065589905,4.299173027276993,0.9908484220504761,0.9149602651596069,0.9961177706718445,-1,-0.4202191233634949
49,49,Hide not Thy face from me.,0.8991203308105469,0.4680856168270111,0.6941322088241577,-0.9885873794555664,-1.5623884797096252,0.991661787033081,-1,-1.482871174812317
50,50,Let me die lest I die only let me see Thy face.,-0.9859346151351929,4.404889911413193,0.3536786437034607,0.9933131337165833,1.8550657629966736,0.9935693740844727,-1,-1.4330548346042633
51,51,"Narrow is the mansion of my soul; enlarge Thou it, that Thou mayest enter in.",0.9954768419265747,3.435669928789139,1.282219409942627,-0.979081928730011,1.7484984993934631,0.9979560375213623,1,1.682287335395813
52,52,It is ruinous; repair Thou it.,-0.9957747459411621,0.45526137948036194,0.7347224354743958,-0.9997210502624512,1.7258760333061218,-0.952845573425293,-1,-1.8711482286453247
53,53,It has that within which must offend Thine eyes; I confess and know it.,0.996886134147644,3.4360597729682922,4.347821205854416,0.9732772707939148,0.8500329852104187,0.9982622861862183,1,-1.6287558674812317
54,54,But who shall cleanse it?,-0.9910907745361328,2.4488007724285126,2.365716129541397,-0.9965469837188721,0.6892072558403015,0.8608563542366028,0,-1.5032185316085815
55,55,"or to whom should I cry, save Thee?",0.9900577068328857,0.425340861082077,0.5185202956199646,-0.9884434342384338,0.6036717891693115,0.9621857404708862,-1,-1.4777543544769287
56,56,"Lord, cleanse me from my secret faults, and spare Thy servant from the power of the enemy.",0.9885331988334656,0.5157365202903748,4.802042067050934,0.9914956092834473,0.6520536541938782,0.9674551486968994,1,-1.609580934047699
57,57,"I believe, and therefore do I speak.",0.9910274744033813,2.3683955669403076,4.4298290610313416,0.9988953471183777,0.776038408279419,0.9836985468864441,1,0.5403741598129272
58,58,"Lord, Thou knowest.",0.984407365322113,0.32448720932006836,4.605950057506561,0.9925829172134399,1.933997631072998,0.8319270610809326,0,1.683567225933075
59,59,"Have I not confessed against myself my transgressions unto Thee, and Thou, my God, hast forgiven the iniquity of my heart?",0.9826716780662537,4.340364933013916,0.495182067155838,0.5188310742378235,-1.5816007256507874,0.9796672463417053,-1,-1.3501037955284119
60,60,"I contend not in judgment with Thee, who art the truth; I fear to deceive myself; lest mine iniquity lie unto itself.",-0.9958016872406006,0.853744387626648,0.51132732629776,-0.9709138870239258,-1.6110790967941284,0.9581524729728699,-1,-1.68706613779068
61,61,"Therefore I contend not in judgment with Thee; for if Thou, Lord, shouldest mark iniquities, O Lord, who shall abide it?",-0.9941498637199402,4.483734846115112,0.36604154109954834,-0.9888291954994202,-1.471897840499878,0.9488818049430847,-1,-0.4019606113433838
62,62,"Yet suffer me to speak unto Thy mercy, me, dust and ashes.",0.9804470539093018,0.5516903400421143,0.4253726005554199,-0.9899051785469055,0.6887545585632324,0.9416506886482239,-1,-1.423207312822342
63,63,"Yet suffer me to speak, since I speak to Thy mercy, and not to scornful man.",0.9951836466789246,0.49260571599006653,4.271286576986313,-0.8955880403518677,-1.430425614118576,0.9907923340797424,-1,-1.3810780346393585
64,64,"Thou too, perhaps, despisest me, yet wilt Thou return and have compassion upon me.",0.9942081570625305,0.7676200866699219,0.31301814317703247,0.9895412921905518,-0.4485020935535431,0.9543566703796387,1,-1.6401472091674805
65,65,"For what would I say, O Lord my God, but that I know not whence I came into this dying life (shall I call it?) or living death.",-0.9952455163002014,0.42933616042137146,0.28827452659606934,-0.9935579299926758,0.7010131478309631,0.9591721296310425,-1,-1.4792522192001343
66,66,"Then immediately did the comforts of Thy compassion take me up, as I heard (for I remember it not) from the parents of my flesh, out of whose substance Thou didst sometime fashion me.",0.9984621405601501,4.50549703836441,4.4091911017894745,0.993902325630188,0.7938611507415771,0.9986546039581299,1,1.490782380104065
67,67,Thus there received me the comforts of woman's milk.,0.9970358610153198,2.490119755268097,4.4054001569747925,0.9957242012023926,-0.47988656163215637,0.9914388656616211,1,1.6908438801765442
68,68,"For neither my mother nor my nurses stored their own breasts for me; but Thou didst bestow the food of my infancy through them, according to Thine ordinance, whereby Thou distributest Thy riches through the hidden springs of all things.",0.9941919445991516,2.3845006823539734,2.2320283949375153,-0.6965034604072571,0.545552134513855,0.9109017252922058,1,1.5287453532218933
69,69,Thou also gavest me to desire no more than Thou gavest; and to my nurses willingly to give me what Thou gavest them.,0.9982855916023254,0.4205155670642853,4.580841362476349,0.9341027140617371,0.5349276661872864,0.9661254286766052,1,1.612190306186676
70,70,"For they, with a heaven-taught affection, willingly gave me what they abounded with from Thee.",0.9985650777816772,4.69823294878006,4.6415669322013855,0.9992921948432922,1.5845680832862854,0.9919685125350952,1,1.741157352924347
71,71,"For this my good from them, was good for them.",0.9981255531311035,2.5762486457824707,3.4477670192718506,0.9997730255126953,1.9704468846321106,0.9936729073524475,1,1.725317656993866
72,72,"Nor, indeed, from them was it, but through them; for from Thee, O God, are all good things, and from my God is all my health.",0.9931343793869019,4.410457044839859,4.311372846364975,0.9938369393348694,1.9555179476737976,0.9580512046813965,1,1.646112084388733
73,73,"This I since learned, Thou, through these Thy gifts, within me and without, proclaiming Thyself unto me.",0.9954584836959839,4.73877340555191,4.818272948265076,0.9908874034881592,0.7633579969406128,0.9967011213302612,1,1.6392963528633118
74,74,"For then I knew but to suck; to repose in what pleased, and cry at what offended my flesh; nothing more.",0.987483024597168,0.46369990706443787,0.5567073225975037,-0.9846125245094299,-0.4544173777103424,0.9679262042045593,-1,-1.8102328181266785
