,sent_no,parag_no,sent_raw,char_len,token_len,sent_clean,sentimentr,sentimentr_lnorm_meanstd,sentimentr_medianiqr,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_lnorm_meanstd,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing,bing_lnorm_meanstd,bing_medianiqr,bing_lnorm_medianiqr,sentiword,sentiword_lnorm_meanstd,sentiword_medianiqr,sentiword_lnorm_medianiqr,senticnet,senticnet_lnorm_meanstd,senticnet_medianiqr,senticnet_lnorm_medianiqr,nrc,nrc_lnorm_meanstd,nrc_medianiqr,nrc_lnorm_medianiqr,afinn,afinn_lnorm_meanstd,afinn_medianiqr,afinn_lnorm_medianiqr,scores,vader,vader_lnorm_meanstd,vader_medianiqr,vader_lnorm_medianiqr,textblob,textblob_lnorm_meanstd,textblob_medianiqr,textblob_lnorm_medianiqr,pattern,pattern_lnorm_meanstd,pattern_medianiqr,pattern_lnorm_medianiqr,stanza,stanza_lnorm_meanstd,stanza_medianiqr,stanza_lnorm_medianiqr,sentimentr_roll100,sentimentr_roll100_stdscale,syuzhet_roll100,syuzhet_roll100_stdscale,bing_roll100,bing_roll100_stdscale,sentiword_roll100,sentiword_roll100_stdscale,senticnet_roll100,senticnet_roll100_stdscale,nrc_roll100,nrc_roll100_stdscale,afinn_roll100,afinn_roll100_stdscale,vader_roll100,vader_roll100_stdscale,textblob_roll100,textblob_roll100_stdscale,pattern_roll100,pattern_roll100_stdscale,stanza_roll100,stanza_roll100_stdscale
0,0,0,"I was born in the year 1632, in the city of York, of a good family,
though not of that country, my father being a foreigner of Bremen, who
settled first at Hull.",161,33,i was born in the year  in the city of york of a good family though not of that country my father being a foreigner of bremen who settled first at hull,0.5,0.1691766685237182,0.15384615384615388,0.2779930955530044,0.5,0.17812634584226128,0.14285714285714285,0.29359094317174883,22.392725897047892,0.1872536172517275,0.5067332780877243,0.7321038277943822,1.09375,0.7309446606298247,0.7204782032406949,1.0045664085256005,1.2550000000000003,0.1913509484594004,0.03702346041055728,0.19292669323494557,0.0,-0.13388720543000857,0.0,0.0,0.8413410532295662,0.03239443450811569,0.76435707930891,1.2570237953371735,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4404}",0.4404,0.4696963129958038,0.4444893015744853,0.7660163976017148,0.475,0.40615743049223857,1.8977099236641222,3.332527401676337,0.2733234131036162,0.013927292400887253,0.7917556895786128,1.5046116867052526,9.254751585525227,-0.0358423252769676,-0.334936974220504,0.3937872809521564,,,,,,,,,,,,,,,,,,,,,,
1,1,0,"He got a good estate by merchandise, and leaving
off his trade, lived afterwards at York, from whence he had married my
mother, whose relations were named Robinson, a very good family in that
country, and from whom I was called Robinson Kreutznaer; but, by the
usual corruption of words in England, we are now called—nay we call
ourselves and write our name—Crusoe; and so my companions always called
me.",404,70,he got a good estate by merchandise and leaving off his trade lived afterwards at york from whence he had married my mother whose relations were named robinson a very good family in that country and from whom i was called robinson kreutznaer but by the usual corruption of words in england we are now called—nay we call ourselves and write our name—crusoe and so my companions always called me,1.15,0.19325121434555606,0.4871794871794872,0.30888263611996425,1.15,0.20330750143940166,0.5142857142857141,0.32626464258936483,19.053080052131932,0.06724864667953669,0.43115919682460235,0.29366135984884867,-0.020833333333332926,-0.08086907698740116,-0.14571469279025295,-0.14468876843040762,2.05,0.03636256929158413,0.32844574780058655,0.03906383440663034,7.018284969832156,0.05127230496846399,0.33354048113807305,0.2720246759932077,0.6898938214282511,0.015486362597830304,0.6267674973852442,0.4859253693554973,"{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.4404}",0.4404,0.20408245710955228,0.4444893015744853,0.361122016012237,0.40249999999999997,0.12936881252072635,1.556793893129771,1.1715425531914891,0.37571956972059817,0.01285580610392635,1.2124639609496501,0.8561549851837283,16.557451714278027,-0.11463925524957351,0.5286609944863311,-0.2736997861988739,,,,,,,,,,,,,,,,,,,,,,
2,2,1,"I had two elder brothers, one of whom was lieutenant-colonel to an
English regiment of foot in Flanders, formerly commanded by the famous
Colonel Lockhart, and was killed at the battle near Dunkirk against the
Spaniards.",220,36,i had two elder brothers one of whom was lieutenant colonel to an english regiment of foot in flanders formerly commanded by the famous colonel lockhart and was killed at the battle near dunkirk against the spaniards,-0.09999999999999998,-0.16881907366423157,-0.15384615384615383,-0.15568209263284544,-0.09999999999999998,-0.1754056974283255,-0.19999999999999996,-0.16513302887783154,0.0,-0.013128655756477573,0.0,0.0,-0.625,-0.495095504056385,-0.6152398140032906,-0.7310940528966343,0.14100000000000013,-0.41327636586593763,-0.37133431085044,-0.4073098380926929,22.041129182133044,0.9968050164965829,1.0474936346750954,1.6611417077940083,-0.5389502131495263,-0.011353761397664908,-0.489635456673101,-0.7381277028040502,"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.7964}",-0.7964,-0.8658114410553381,-0.8037949132014535,-1.2697945143714167,0.08,0.016405418040386692,0.04030534351145041,0.28959810874704484,0.11046922621559643,0.012010839063284356,0.12264753440170402,0.344786298880216,9.970578943266236,-0.04209858488804389,-0.25028512748015397,0.3407906428777473,,,,,,,,,,,,,,,,,,,,,,
3,3,1,"What became of my second brother I never knew, any more than
my father or mother knew what became of me.",104,21,what became of my second brother i never knew any more than my father or mother knew what became of me,0.4,0.24262443543779988,0.10256410256410262,0.37223237185898383,0.4,0.2549502103759099,0.08571428571428572,0.39327341597125526,0.0,-0.013128655756477573,0.0,0.0,-0.25,-0.36263937912153554,-0.3238104284227847,-0.5435807351894107,0.625,0.04480253053339591,-0.19391495601173034,0.047442504936885135,7.666052971844354,0.5402768394218218,0.3643253312810509,0.9904392999982913,0.0,0.0048313530539644016,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.03281638732953688,0.0,0.0,0.25,0.326451180168653,0.8396946564885497,2.710233029381965,0.1636917096515607,0.013748037431480004,0.3413192086538284,1.3961277177334994,6.99629289843058,0.058741615987520986,-0.6020163147652381,1.1950057748219995,,,,,,,,,,,,,,,,,,,,,,
4,4,2,"Being the third son of the family and not bred to any trade, my head
began to be filled very early with rambling thoughts.",122,24,being the third son of the family and not bred to any trade my head began to be filled very early with rambling thoughts,-0.1,-0.19500184242526994,-0.15384615384615383,-0.18927664946414366,-0.1,-0.20279198247041322,-0.19999999999999996,-0.20066798445913708,0.0,-0.013128655756477573,0.0,0.0,-0.375,-0.45295037339529653,-0.42095355694962,-0.671430724535245,-0.211,-0.6385178315067891,-0.5003665689149563,-0.6309156078688674,-7.588373919805096,-0.7178034352175523,-0.36063367320462725,-0.8578529013891921,0.0,0.0048313530539644016,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.03281638732953688,0.0,0.0,0.17666666666666667,0.18095839425190505,0.49486005089058527,1.5743203309692668,0.21956969275001287,0.014245679409791072,0.5709013575716236,1.697297482302142,7.016358238863542,-0.014486397670767414,-0.599643440768798,0.5746928757400248,,,,,,,,,,,,,,,,,,,,,,
5,5,2,"My father, who
was very ancient, had given me a competent share of learning, as far as
house-education and a country free school generally go, and designed me
for the law; but I would be satisfied with nothing but going to sea;
and my inclination to this led me so strongly against the will, nay,
the commands of my father, and against all the entreaties and
persuasions of my mother and other friends, that there seemed to be
something fatal in that propensity of nature, tending directly to the
life of misery which was to befall me.",535,97,my father who was very ancient had given me a competent share of learning as far as house education and a country free school generally go and designed me for the law but i would be satisfied with nothing but going to sea and my inclination to this led me so strongly against the will nay the commands of my father and against all the entreaties and persuasions of my mother and other friends that there seemed to be something fatal in that propensity of nature tending directly to the life of misery which was to befall me,3.3,0.5248893357777127,1.5897435897435899,0.7344004955778394,3.3,0.550189689769256,1.7428571428571424,0.7763601241526343,17.905207215961028,0.04138105677052254,0.4051835577811477,0.19915319151686683,0.04583333333333334,-0.0621737701315547,-0.09390502424260777,-0.11822250259469283,3.7250000000000014,0.1979399716219396,0.9424486803519071,0.19946786713532266,6.856374561427206,-0.003349532566426835,0.3258457700009816,0.19177771689504364,0.21344865349711342,0.007210335912455384,0.193917780124009,0.1084943302437624,"{'neg': 0.086, 'neu': 0.765, 'pos': 0.148, 'compound': 0.6202}",0.6202,0.2079377170104403,0.6259588211546225,0.3669988670832339,0.23981481481481481,0.024413754581190602,0.7918009612666101,0.3521219728173007,0.4697167810984786,0.012662842107773988,1.5986640452009337,0.7393744002968465,22.41210861719691,-0.12447695501322546,1.2210172078996435,-0.35703472532702657,,,,,,,,,,,,,,,,,,,,,,
6,6,3,"My father, a wise and grave man, gave me serious and excellent counsel
against what he foresaw was my design.",109,20,my father a wise and grave man gave me serious and excellent counsel against what he foresaw was my design,1.4,1.2031580094141785,0.6153846153846154,1.604672685327181,1.4,1.2596356387770702,0.657142857142857,1.6968986435825777,50.05340355851987,0.7259146593760272,1.1326769854312522,2.700121282146559,1.5,1.747025447113521,1.0361933709529096,2.4429950159292777,1.115,0.5054134153052731,-0.014296187683284518,0.5047084491255397,15.389667607033987,1.2871724495238819,0.7313862518078817,2.087731229003295,0.32302534962171353,0.02229263951108301,0.29346804346681765,0.7963279653730816,"{'neg': 0.152, 'neu': 0.584, 'pos': 0.265, 'compound': 0.5994}",0.5994,1.0956806284487675,0.6049656842955189,1.720249494532407,0.45555555555555555,0.6746173228864603,1.8062765055131467,5.4284869976359325,0.45468675926040286,0.019239250423951113,1.5369111951421346,4.719374944085931,7.429583041299411,0.12750832637759263,-0.5507765704727222,1.777527071677738,,,,,,,,,,,,,,,,,,,,,,
7,7,3,"He called me one morning into
his chamber, where he was confined by the gout, and expostulated very
warmly with me upon this subject.",133,24,he called me one morning into his chamber where he was confined by the gout and expostulated very warmly with me upon this subject,-0.30000000000000004,-0.35209845499150016,-0.25641025641025644,-0.3908439904519331,-0.30000000000000004,-0.36710969272293953,-0.3142857142857143,-0.41387771794697026,0.0,-0.013128655756477573,0.0,0.0,-0.833333333333333,-0.9165468106672693,-0.7771450282146825,-1.327727336510527,-0.883,-1.1347875525253208,-0.7467008797653962,-1.1235814350478481,-22.76512175941529,-1.88563589479264,-1.0819010196138819,-2.5735587041675765,0.0,0.0048313530539644016,0.0,0.0,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.4576}",0.4576,0.6851241009645238,0.46184901090028263,1.0944085317234307,0.3066666666666667,0.35440612593431636,1.1061577608142494,2.9284869976359333,0.19865829344048785,0.013925418276750742,0.48498408346564686,1.503477478681082,7.626476346590806,0.031130822750908425,-0.5274924898581915,0.9611153503393802,,,,,,,,,,,,,,,,,,,,,,
8,8,3,"He asked me what reasons, more than a
mere wandering inclination, I had for leaving father’s house and my
native country, where I might be well introduced, and had a prospect of
raising my fortune by application and industry, with a life of ease and
pleasure.",259,46,he asked me what reasons more than a mere wandering inclination i had for leaving father’s house and my native country where i might be well introduced and had a prospect of raising my fortune by application and industry with a life of ease and pleasure,3.75,1.4203611520057493,1.8205128205128207,1.8833614437363857,3.75,1.4868227338218674,1.9999999999999998,1.9916842751005386,82.8390363158548,0.5186654026998035,1.8745951975188133,1.9429286830088552,1.7306,0.8396459146918451,1.2154030144592154,1.1584508196702792,6.66,2.083420125267538,2.0183284457478017,2.0712557280164687,21.694105111161964,0.7370703156637219,1.0310014893581527,1.279555864937758,2.0363273693418167,0.052689887400905945,1.850000347150788,2.1826048943089527,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.8591}",0.8591,0.6704171260789014,0.8670771094065403,1.0719896278545142,0.0,-0.0547526257267564,-0.33587786259541985,-0.2659574468085106,0.0,0.01088293751286761,-0.33123002054113365,-0.3378125557189897,12.727046058386353,-0.042611094987375746,0.07568737028848647,0.33644918105674443,,,,,,,,,,,,,,,,,,,,,,
9,9,3,"He told me it was men of desperate fortunes on one hand, or
of aspiring, superior fortunes on the other, who went abroad upon
adventures, to rise by enterprise, and make themselves famous in
undertakings of a nature out of the common road; that these things were
all either too far above me or too far below me; that mine was the
middle state, or what might be called the upper station of low life,
which he had found, by long experience, was the best state in the
world, the most suited to human happiness, not exposed to the miseries
and hardships, the labour and sufferings of the mechanic part of
mankind, and not embarrassed with the pride, luxury, ambition, and envy
of the upper part of mankind.",702,128,he told me it was men of desperate fortunes on one hand or of aspiring superior fortunes on the other who went abroad upon adventures to rise by enterprise and make themselves famous in undertakings of a nature out of the common road that these things were all either too far above me or too far below me that mine was the middle state or what might be called the upper station of low life which he had found by long experience was the best state in the world the most suited to human happiness not exposed to the miseries and hardships the labour and sufferings of the mechanic part of mankind and not embarrassed with the pride luxury ambition and envy of the upper part of mankind,2.7500000000000004,0.28856116813015736,1.3076923076923082,0.4311728220138955,2.7500000000000004,0.30299846940064423,1.4285714285714286,0.4556182264330994,68.35234644396473,0.14456337016506277,1.5467705333321786,0.5761334775610784,3.014833333333333,0.4981282539508213,2.213438564526784,0.6749766907641374,6.464999999999999,0.41250131072842167,1.9468475073313787,0.4124710690928676,40.39851719516045,0.44897852358438417,1.9199193136867996,0.8563095719008389,2.019373765313952,0.02188732086608338,1.834598023433485,0.7778432693747096,"{'neg': 0.069, 'neu': 0.778, 'pos': 0.153, 'compound': 0.9087}",0.9087,0.23449916734955495,0.9171376665320953,0.4074884039460288,0.14852941176470588,-0.017595765786307713,0.36255051638976205,0.02413906054443053,0.5193303749541912,0.012374241357273632,1.8025081151069706,0.5647150591023733,26.45379632561277,-0.1682293955940259,1.6989764878367521,-0.727660690756532,,,,,,,,,,,,,,,,,,,,,,
