"","jockers_rinker","jockers","huliu","lmcd","nrc","senticnet","sentiword","sent_raw"
"1",0,0,0,0,0,0.0742462120245875,0,"CHAPTER I."
"2",0.0845154254728517,0.0845154254728517,0.169030850945703,0.169030850945703,0,0.176975300940151,0.195441921405969,"START IN LIFE   I was born in the year 1632, in the city of York, of a good family, though not of that country, my father being a foreigner of Bremen, who settled first at Hull."
"3",0.206239477846076,0.206239477846076,0.212132034355964,0.212132034355964,0.0942809041582063,0.212792000685072,0.0319180144285594,"He got a good estate by merchandise, and leaving off his trade, lived afterwards at York, from whence he had married my mother, whose relations were named Robinson, a very good family in that country, and from whom I was called Robinson Kreutznaer; but, by the usual corruption of words in England, we are now called�""nay we call ourselves and write our name�""Crusoe; and so my companions always called me."
"4",-0.0164398987305357,-0.0164398987305357,0,-0.164398987305357,0.493196961916072,0.0231802572100554,-0.102749367065848,"I had two elder brothers, one of whom was lieutenant-colonel to an English regiment of foot in Flanders, formerly commanded by the famous Colonel Lockhart, and was killed at the battle near Dunkirk against the Spaniards."
"5",-0.087287156094397,-0.087287156094397,0,0,-0.218217890235992,-0.0655090106488449,0.0545544725589981,"What became of my second brother I never knew, any more than my father or mother knew what became of me."
"6",-0.0367423461417477,-0.0367423461417477,0,0,-0.367423461417477,-0.233068949025819,-0.0663403472003777,"Being the third son of the family and not bred to any trade, my head began to be filled very early with rambling thoughts."
"7",0.24117392001184,0.4798224586623,-0.0113642161262124,0.0252538136138053,0.297995000642902,0.187474210743445,-0.0521912148018642,"My father, who was very ancient, had given me a competent share of learning, as far as house-education and a country free school generally go, and designed me for the law; but I would be satisfied with nothing but going to sea; and my inclination to this led me so strongly against the will, nay, the commands of my father, and against all the entreaties and persuasions of my mother and other friends, that there seemed to be something fatal in that propensity of nature, tending directly to the life of misery which was to befall me."
"8",0.563489130329947,0.563489130329947,0.626099033699941,0,0.804984471899924,0.397438722320813,0.581377674149945,"My father, a wise and grave man, gave me serious and excellent counsel against what he foresaw was my design."
"9",0.102062072615966,0.102062072615966,0.163299316185545,-0.204124145231932,-0.77567175188134,-0.192325769637526,-0.142886901662352,"He called me one morning into his chamber, where he was confined by the gout, and expostulated very warmly with me upon this subject."
"10",0.546993718117105,0.546993718117105,0.583459965991578,0.145864991497895,0.437594974493684,1.01434515087636,0.379248977894526,"He asked me what reasons, more than a mere wandering inclination, I had for leaving father’s house and my native country, where I might be well introduced, and had a prospect of raising my fortune by application and industry, with a life of ease and pleasure."
