,sent_no,jockers_rinker,jockers,huliu,lmcd,nrc,senticnet,sentiword,sent_raw,jockers_rinker_roll100,jockers_roll100,huliu_roll100,senticnet_roll100,sentiword_roll100,nrc_roll100,lmcd_roll100,mean_roll100,jockers_rinker_roll100_stand,jockers_roll100_stand,huliu_roll100_stand,senticnet_roll100_stand,sentiword_roll100_stand,nrc_roll100_stand,lmcd_roll100_stand,jockers_rinker_roll100_stdscale,jockers_roll100_stdscale,huliu_roll100_stdscale,senticnet_roll100_stdscale,sentiword_roll100_stdscale,nrc_roll100_stdscale,lmcd_roll100_stdscale
0,1,0.0,0.0,0.0,0.0,0.0,0.0742462120245875,0.0,CHAPTER I.,,,,,,,,,,,,,,,,,,,,,,
1,2,0.0845154254728517,0.0845154254728517,0.16903085094570303,0.16903085094570303,0.0,0.176975300940151,0.195441921405969,"START IN LIFE   I was born in the year 1632, in the city of York, of a good family, though not of that country, my father being a foreigner of Bremen, who settled first at Hull.",,,,,,,,,,,,,,,,,,,,,,
2,3,0.206239477846076,0.206239477846076,0.21213203435596398,0.21213203435596398,0.0942809041582063,0.21279200068507198,0.0319180144285594,"He got a good estate by merchandise, and leaving off his trade, lived afterwards at York, from whence he had married my mother, whose relations were named Robinson, a very good family in that country, and from whom I was called Robinson Kreutznaer; but, by the usual corruption of words in England, we are now calledâ""nay we call ourselves and write our nameâ""Crusoe; and so my companions always called me.",,,,,,,,,,,,,,,,,,,,,,
3,4,-0.0164398987305357,-0.0164398987305357,0.0,-0.16439898730535699,0.493196961916072,0.0231802572100554,-0.102749367065848,"I had two elder brothers, one of whom was lieutenant-colonel to an English regiment of foot in Flanders, formerly commanded by the famous Colonel Lockhart, and was killed at the battle near Dunkirk against the Spaniards.",,,,,,,,,,,,,,,,,,,,,,
4,5,-0.08728715609439701,-0.08728715609439701,0.0,0.0,-0.218217890235992,-0.0655090106488449,0.0545544725589981,"What became of my second brother I never knew, any more than my father or mother knew what became of me.",,,,,,,,,,,,,,,,,,,,,,
5,6,-0.0367423461417477,-0.0367423461417477,0.0,0.0,-0.36742346141747706,-0.23306894902581896,-0.0663403472003777,"Being the third son of the family and not bred to any trade, my head began to be filled very early with rambling thoughts.",,,,,,,,,,,,,,,,,,,,,,
6,7,0.24117392001184,0.47982245866229994,-0.0113642161262124,0.0252538136138053,0.297995000642902,0.187474210743445,-0.0521912148018642,"My father, who was very ancient, had given me a competent share of learning, as far as house-education and a country free school generally go, and designed me for the law; but I would be satisfied with nothing but going to sea; and my inclination to this led me so strongly against the will, nay, the commands of my father, and against all the entreaties and persuasions of my mother and other friends, that there seemed to be something fatal in that propensity of nature, tending directly to the life of misery which was to befall me.",,,,,,,,,,,,,,,,,,,,,,
7,8,0.5634891303299471,0.5634891303299471,0.626099033699941,0.0,0.8049844718999242,0.397438722320813,0.5813776741499449,"My father, a wise and grave man, gave me serious and excellent counsel against what he foresaw was my design.",,,,,,,,,,,,,,,,,,,,,,
8,9,0.10206207261596599,0.10206207261596599,0.163299316185545,-0.20412414523193198,-0.77567175188134,-0.192325769637526,-0.142886901662352,"He called me one morning into his chamber, where he was confined by the gout, and expostulated very warmly with me upon this subject.",,,,,,,,,,,,,,,,,,,,,,
9,10,0.546993718117105,0.546993718117105,0.583459965991578,0.145864991497895,0.43759497449368395,1.01434515087636,0.379248977894526,"He asked me what reasons, more than a mere wandering inclination, I had for leaving fatherâs house and my native country, where I might be well introduced, and had a prospect of raising my fortune by application and industry, with a life of ease and pleasure.",,,,,,,,,,,,,,,,,,,,,,
10,11,0.640815520450309,0.640815520450309,0.601040764008565,0.601040764008565,0.601040764008565,0.6628595743537989,0.297412058445317,"He told me it was men of desperate fortunes on one hand, or of aspiring, superior fortunes on the other, who went abroad upon adventures, to rise by enterprise, and make themselves famous in undertakings of a nature out of the common road; that these things were all either too far above me or too far below me; that mine was the middle state, or what might be called the upper station of low life, which he had found, by long experience, was the best state in the world, the most suited to human happiness, not exposed to the miseries and hardships, the labour and sufferings of the mechanic part of mankind, and not embarrassed with the pride, luxury, ambition, and envy of the upper part of mankind.",,,,,,,,,,,,,,,,,,,,,,
11,12,0.18190171877725,0.18190171877725,0.24253562503633302,0.24253562503633302,0.24253562503633302,-0.0984694637647512,-0.0606339062590832,"He told me I might judge of the happiness of this state by this one thingâ""viz.",,,,,,,,,,,,,,,,,,,,,,
12,13,0.0303169531295416,0.0303169531295416,0.24253562503633302,0.24253562503633302,0.0,0.475127289446176,-0.0530546679766978,"that this was the state of life which all other people envied; that kings have frequently lamented the miserable consequence of being born to great things, and wished they had been placed in the middle of the two extremes, between the mean and the great; that the wise man gave his testimony to this, as the standard of felicity, when he prayed to have neither poverty nor riches.",,,,,,,,,,,,,,,,,,,,,,
13,14,0.7803179277397521,0.7803179277397521,0.599811459140999,0.290695279147,0.8446074836858409,0.40239974428121605,0.225732534133412,"He bade me observe it, and I should always find that the calamities of life were shared among the upper and lower part of mankind, but that the middle station had the fewest disasters, and was not exposed to so many vicissitudes as the higher or lower part of mankind; nay, they were not subjected to so many distempers and uneasinesses, either of body or mind, as those were who, by vicious living, luxury, and extravagances on the one hand, or by hard labour, want of necessaries, and mean or insufficient diet on the other hand, bring distemper upon themselves by the natural consequences of their way of living; that the middle station of life was calculated for all kind of virtue and all kind of enjoyments; that peace and plenty were the handmaids of a middle fortune; that temperance, moderation, quietness, health, society, all agreeable diversions, and all desirable pleasures, were the blessings attending the middle station of life; that this way men went silently and smoothly through the world, and comfortably out of it, not embarrassed with the labours of the hands or of the head, not sold to a life of slavery for daily bread, nor harassed with perplexed circumstances, which rob the soul of peace and the body of rest, nor enraged with the passion of envy, or the secret burning lust of ambition for great things; but, in easy circumstances, sliding gently through the world, and sensibly tasting the sweets of living, without the bitter; feeling that they are happy, and learning by every dayâs experience to know it more sensibly.",,,,,,,,,,,,,,,,,,,,,,
14,15,-0.321815303063285,-0.13356679709311803,-0.295819080810262,-0.39442544108035,-0.17032007683015102,0.481907211069058,-0.10802442970369501,"After this he pressed me earnestly, and in the most affectionate manner, not to play the young man, nor to precipitate myself into miseries which nature, and the station of life I was born in, seemed to have provided against; that I was under no necessity of seeking my bread; that he would do well for me, and endeavour to enter me fairly into the station of life which he had just been recommending to me; and that if I was not very easy and happy in the world, it must be my mere fate or fault that must hinder it; and that he should have nothing to answer for, having thus discharged his duty in warning me against measures which he knew would be to my hurt; in a word, that as he would do very kind things for me if I would stay and settle at home as he directed, so he would not have so much hand in my misfortunes as to give me any encouragement to go away; and to close all, he told me I had my elder brother for an example, to whom he had used the same earnest persuasions to keep him from going into the Low Country wars, but could not prevail, his young desires prompting him to run into the army, where he was killed; and though he said he would not cease to pray for me, yet he would venture to say to me, that if I did take this foolish step, God would not bless me, and I should have leisure hereafter to reflect upon having neglected his counsel when there might be none to assist in my recovery.",,,,,,,,,,,,,,,,,,,,,,
15,16,-0.484419031162907,-0.29361941276176196,-0.48759902480292605,0.0,0.0,0.00703838592324222,-0.189474621051137,"I observed in this last part of his discourse, which was truly prophetic, though I suppose my father did not know it to be so himselfâ""I say, I observed the tears run down his face very plentifully, especially when he spoke of my brother who was killed: and that when he spoke of my having leisure to repent, and none to assist me, he was so moved that he broke off the discourse, and told me his heart was so full he could say no more to me.",,,,,,,,,,,,,,,,,,,,,,
16,17,0.138675049056307,0.138675049056307,0.27735009811261496,0.0,0.0,-0.0346687622640768,0.156009430188346,"I was sincerely affected with this discourse, and, indeed, who could be otherwise?",,,,,,,,,,,,,,,,,,,,,,
17,18,0.262236881117401,0.262236881117401,0.0,0.0,0.0,0.042789383772571,0.245180823808952,"and I resolved not to think of going abroad any more, but to settle at home according to my fatherâs desire.",,,,,,,,,,,,,,,,,,,,,,
18,19,-0.636396103067893,-0.636396103067893,0.0,0.0,0.0,0.0,-1.3921164754610198,But alas!,,,,,,,,,,,,,,,,,,,,,,
19,20,-0.0229809703885628,-0.0229809703885628,0.0,0.0,0.0,-0.00664680374315355,-0.055979286843935,"a few days wore it all off; and, in short, to prevent any of my fatherâs further importunities, in a few weeks after I resolved to run quite away from him.",,,,,,,,,,,,,,,,,,,,,,
20,21,0.562818624842208,0.334850921552867,0.560576319563952,0.0186858773187984,0.48583281028875797,0.407198901355791,0.291421828351093,"However, I did not act quite so hastily as the first heat of my resolution prompted; but I took my mother at a time when I thought her a little more pleasant than ordinary, and told her that my thoughts were so entirely bent upon seeing the world that I should never settle to anything with resolution enough to go through with it, and my father had better give me his consent than force me to go without it; that I was now eighteen years old, which was too late to go apprentice to a trade or clerk to an attorney; that I was sure if I did I should never serve out my time, but I should certainly run away from my master before my time was out, and go to sea; and if she would speak to my father to let me go one voyage abroad, if I came home again, and did not like it, I would go no more; and I would promise, by a double diligence, to recover the time that I had lost.",,,,,,,,,,,,,,,,,,,,,,
21,22,0.141324899691198,0.12376381748104902,0.117910123411,-0.0501745206004255,0.200698082401702,0.0924298293660838,0.0466446037025172,"This put my mother into a great passion; she told me she knew it would be to no purpose to speak to my father upon any such subject; that he knew too well what was my interest to give his consent to anything so much for my hurt; and that she wondered how I could think of any such thing after the discourse I had had with my father, and such kind and tender expressions as she knew my father had used to me; and that, in short, if I would ruin myself, there was no help for me; but I might depend I should never have their consent to it; that for her part she would not have so much hand in my destruction; and I should never have it to say that my mother was willing when my father was not.",,,,,,,,,,,,,,,,,,,,,,
22,23,-0.273000059080698,-0.273000059080698,-0.449013255066937,0.0,-0.43105272486426005,-0.21651419159327698,-0.0574362788773124,"Though my mother refused to move it to my father, yet I heard afterwards that she reported all the discourse to him, and that my father, after showing a great concern at it, said to her, with a sigh, âThat boy might be happy if he would stay at home; but if he goes abroad, he will be the most miserable wretch that ever was born: I can give no consent to it.â  It was not till almost a year after this that I broke loose, though, in the meantime, I continued obstinately deaf to all proposals of settling to business, and frequently expostulated with my father and mother about their being so positively determined against what they knew my inclinations prompted me to.",,,,,,,,,,,,,,,,,,,,,,
23,24,-0.0704360725060499,-0.0704360725060499,0.0880450906325624,-0.0880450906325624,0.0704360725060499,0.385910436751584,0.0513816474749862,"But being one day at Hull, where I went casually, and without any purpose of making an elopement at that time; but, I say, being there, and one of my companions being about to sail to London in his fatherâs ship, and prompting me to go with them with the common allurement of seafaring men, that it should cost me nothing for my passage, I consulted neither father nor mother any more, nor so much as sent them word of it; but leaving them to hear of it as they might, without asking Godâs blessing or my fatherâs, without any consideration of circumstances or consequences, and in an ill hour, God knows, on the 1st of September 1651, I went on board a ship bound for London.",,,,,,,,,,,,,,,,,,,,,,
24,25,0.154919333848297,0.154919333848297,0.0,0.0,-0.258198889747161,-0.266719453108817,0.0753080095095886,"Never any young adventurerâs misfortunes, I believe, began sooner, or continued longer than mine.",,,,,,,,,,,,,,,,,,,,,,
25,26,-0.7110696168449331,-0.7110696168449331,-0.8049844718999242,0.0,-0.417399355799961,-0.22658822171997897,-0.188202388106232,"The ship was no sooner out of the Humber than the wind began to blow and the sea to rise in a most frightful manner; and, as I had never been at sea before, I was most inexpressibly sick in body and terrified in mind.",,,,,,,,,,,,,,,,,,,,,,
26,27,0.0428746462856272,0.0428746462856272,0.342997170285018,-0.171498585142509,-0.171498585142509,0.29120459757198,7.14006292184442e-18,"I began now seriously to reflect upon what I had done, and how justly I was overtaken by the judgment of Heaven for my wicked leaving my fatherâs house, and abandoning my duty.",,,,,,,,,,,,,,,,,,,,,,
27,28,-0.13787175450270903,-0.13787175450270903,0.0,-0.13130643285972302,0.26261286571944503,0.404949038939384,-0.0681152120459811,"All the good counsels of my parents, my fatherâs tears and my motherâs entreaties, came now fresh into my mind; and my conscience, which was not yet come to the pitch of hardness to which it has since, reproached me with the contempt of advice, and the breach of my duty to God and my father.",,,,,,,,,,,,,,,,,,,,,,
28,29,0.149379613294199,0.149379613294199,0.446421832833239,0.0,0.5288381712024529,0.385921372442039,0.188155355825548,"All this while the storm increased, and the sea went very high, though nothing like what I have seen many times since; no, nor what I saw a few days after; but it was enough to affect me then, who was but a young sailor, and had never known anything of the matter.",,,,,,,,,,,,,,,,,,,,,,
