,sent_no,sent_raw,jockers_rinker,jockers,huliu,lmcd,nrc,senticnet,sentiword,sent_clean,char_len,token_len,jockers_rinker_stdscaler,jockers_rinker_medianiqr,jockers_rinker_lnorm_stdscaler,jockers_rinker_lnorm_medianiqr,jockers_stdscaler,jockers_medianiqr,jockers_lnorm_stdscaler,jockers_lnorm_medianiqr,huliu_stdscaler,huliu_medianiqr,huliu_lnorm_stdscaler,huliu_lnorm_medianiqr,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,lmcd_stdscaler,lmcd_medianiqr,lmcd_lnorm_stdscaler,lmcd_lnorm_medianiqr,jockers_rinker_stdscaler_roll10,jockers_stdscaler_roll10,huliu_stdscaler_roll10,senticnet_stdscaler_roll10,sentiword_stdscaler_roll10,nrc_stdscaler_roll10,lmcd_stdscaler_roll10,lmcd_stdscaler_roll10_mean,mean_stdscaler_roll10,jockers_rinker_roll100,jockers_roll100,huliu_roll100,senticnet_roll100,sentiword_roll100,nrc_roll100,lmcd_roll100
0,0,START IN LIFE,0.0,0.0,0.0,0.0,0.0,0.6004442799572111,-0.0360843918243516,start in life,13,3,-0.08707165841158647,0.0,-0.057363549328365106,0.0,-0.13297704396250196,-0.022982431724610706,-0.0322674238132433,-0.01802872862942277,-0.0122091677741863,0.0,-0.043434825707816475,0.0,1.2046968180094726,1.0462611621692004,2.481130180812812,20.40694046003074,-0.28893191329525436,-0.2044550751450289,-0.3896036133021081,-2.677666263649445,-0.17008763183684145,0.0,-0.0631430859132208,0.0,0.022997648610955122,0.0,-0.015208681993866829,0.0,,,,,,,,,,,,,,,,
1,1,"I was born in the year , in the city of York, of a good family, though not of that country, my father being a foreigner of Bremen, who settled first at Hull.",0.0883883476483184,0.0883883476483184,0.176776695296637,0.176776695296637,0.0,0.0012374368670764698,0.21544659739277602,i was born in the year   in the city of york  of a good family  though not of that country  my father being a foreigner of bremen  who settled first at hull ,157,32,0.20399830496044002,0.2675714692291257,-0.011833353356477904,0.4481999849729544,0.17818346449264535,0.27008030320220267,0.0830640288742803,0.47001886144593347,0.4946445850617277,0.4834490700452611,0.044286454087830926,0.8644215869471168,-0.4080414015851744,-0.2956791270780995,-0.0023435862164332857,-0.2766528978399907,1.022873630309604,0.9050462379942016,0.08311761401345297,1.429572960523505,-0.17008763183684145,0.0,-0.0631430859132208,0.0,0.9494650809228778,1.7172692394738744,0.3074194443852519,5.809468494338313,,,,,,,,,,,,,,,,
2,2,"He got a good estate by merchandise, and leaving off his trade, lived afterwards at York, from whence he had married my mother, whose relations were named Robinson, a very good family in that country, and from whom I was called Robinson Kreutznaer; but, by the usual corruption of words in England, we are now called nay we call ourselves and write our name Crusoe; and so my companions always called me.",0.206239477846076,0.206239477846076,0.21213203435596398,0.21213203435596398,0.0942809041582063,0.21279200068507198,0.0319180144285594,he got a good estate by merchandise  and leaving off his trade  lived afterwards at york  from whence he had married my mother  whose relations were named robinson  a very good family in that country  and from whom i was called robinson kreutznaer  but  by the usual corruption of words in england  we are now called nay we call ourselves and write our name crusoe  and so my companions always called me ,404,72,0.5920915894564744,0.6243334282012925,-0.010147049801963633,0.4647999844163964,0.5930641424328408,0.6608306164379529,0.08733556415900322,0.48809469811539036,0.5960153356289093,0.5801388840543121,0.0033498568498620406,0.46102484637179464,0.16134817487471012,0.17810316669120427,0.033855274188040185,0.024829049972200607,0.06571994800694726,0.09550303049062692,-0.07535789097104789,0.05265825364816282,0.0859796597897422,0.23478228722195824,-0.04183002892798966,0.1813443888191201,1.13475856738526,2.060723087368645,0.15685965207499614,3.098383196980427,,,,,,,,,,,,,,,,
3,3,"I had two elder brothers, one of whom was lieutenant-colonel to an English regiment of foot in Flanders, formerly commanded by the famous Colonel Lockhart, and was killed at the battle near Dunkirk against the Spaniards.",-0.0164398987305357,-0.0164398987305357,0.0,-0.16439898730535699,0.493196961916072,0.0231802572100554,-0.102749367065848,i had two elder brothers  one of whom was lieutenant colonel to an english regiment of foot in flanders  formerly commanded by the famous colonel lockhart  and was killed at the battle near dunkirk against the spaniards ,220,37,-0.14120957193358327,-0.04976728238896051,-0.0646876093821946,-0.07209816553599468,-0.19085172296768121,-0.07749099322708723,-0.050819825522657854,-0.09653684357462877,-0.0122091677741863,0.0,-0.043434825707816475,0.0,-0.34898328931408695,-0.2465375743446483,0.004951644095084278,-0.21589462480377508,-0.6366086920423271,-0.49851378258718143,-0.15650094429718178,-0.6523533094729076,1.1694371786633488,1.2281798928791627,0.15381366702147373,1.8459993697002883,-0.8385995624235245,-1.597027953409854,-0.2747010608663596,-4.6726019101297345,,,,,,,,,,,,,,,,
4,4,"What became of my second brother I never knew, any more than my father or mother knew what became of me.",-0.08728715609439701,-0.08728715609439701,0.0,0.0,-0.218217890235992,-0.0655090106488449,0.0545544725589981,what became of my second brother i never knew  any more than my father or mother knew what became of me ,104,21,-0.3745153091101281,-0.26423791396053076,-0.125878528806481,-0.6744625652715148,-0.4402609404779395,-0.3123940269134741,-0.20582108299244067,-0.7524549682837336,-0.0122091677741863,0.0,-0.043434825707816475,0.0,-0.5876864576662552,-0.44515964139237263,-0.0415380134391114,-0.6030834022935481,0.18377550591458794,0.1953522780871643,-0.021069784577984817,0.5243405625850076,-0.7627682455423674,-0.5434154014516523,-0.23227499915200434,-1.4390766869975136,0.022997648610955122,0.0,-0.015208681993866829,0.0,,,,,,,,,,,,,,,,
5,5,"Being the third son of the family and not bred to any trade, my head began to be filled very early with rambling thoughts.",-0.0367423461417477,-0.0367423461417477,0.0,0.0,-0.36742346141747706,-0.23306894902581896,-0.0663403472003777,being the third son of the family and not bred to any trade  my head began to be filled very early with rambling thoughts ,122,24,-0.2080671700398015,-0.1112273710465677,-0.0825989453929656,-0.24841764669592487,-0.2623240383512894,-0.14480632293221027,-0.09619060325820881,-0.2885321598364839,-0.0122091677741863,0.0,-0.043434825707816475,0.0,-1.038666482026259,-0.8204147553230939,-0.12334519194418495,-1.284413898479038,-0.44672531327695975,-0.3379138681329789,-0.1561776943178212,-0.6495447514523964,-1.1680111401578916,-0.9149734129177381,-0.3123213444636811,-2.120159441940133,0.022997648610955122,0.0,-0.015208681993866829,0.0,,,,,,,,,,,,,,,,
6,6,"My father, who was very ancient, had given me a competent share of learning, as far as house-education and a country free school generally go, and designed me for the law; but I would be satisfied with nothing but going to sea; and my inclination to this led me so strongly against the will, nay, the commands of my father, and against all the entreaties and persuasions of my mother and other friends, that there seemed to be something fatal in that propensity of nature, tending directly to the life of misery which was to befall me.",0.24117392001184,0.47982245866229994,-0.0113642161262124,0.0252538136138053,0.297995000642902,0.187474210743445,-0.0521912148018642,my father  who was very ancient  had given me a competent share of learning  as far as house education and a country free school generally go  and designed me for the law  but i would be satisfied with nothing but going to sea  and my inclination to this led me so strongly against the will  nay  the commands of my father  and against all the entreaties and persuasions of my mother and other friends  that there seemed to be something fatal in that propensity of nature  tending directly to the life of misery which was to befall me ,535,98,0.7071335273606565,0.7300878660394708,-0.01679787035166331,0.3993291994394598,1.5561800019368695,1.5679295578780907,0.1721685039827169,0.8470818683554653,-0.04479262331363797,-0.031078868788623988,-0.04527620534201083,-0.01814529278722814,0.09320648399554099,0.12140327624576311,0.020917961840539984,-0.08291926260995641,-0.3729335694630519,-0.2755021508937156,-0.09994709657633248,-0.16098510298041666,0.6392679149114676,0.7420797292551179,-0.013650812185125752,0.42111022068346693,0.15535013894122987,0.2453241770676965,-0.0001589734747242534,0.270995614896248,,,,,,,,,,,,,,,,
7,7,"My father, a wise and grave man, gave me serious and excellent counsel against what he foresaw was my design.",0.5634891303299471,0.5634891303299471,0.626099033699941,0.0,0.8049844718999242,0.397438722320813,0.5813776741499449,my father  a wise and grave man  gave me serious and excellent counsel against what he foresaw was my design ,109,20,1.7685435317066684,1.7058087237576585,0.4070555052561699,4.571748678930943,1.8507184200600215,1.8453369794841996,1.1441413984565505,4.960175198166959,1.7829406077391903,1.7122562173173026,0.45366426009930994,4.898505603479332,0.6583165064930782,0.5916246040676454,0.24379872690294258,1.773341581794433,2.931308120077285,2.5191654820848832,0.645927545439753,6.319548050567646,2.0162532328516902,2.0046063110901335,0.5919635687168983,5.5740439289192345,0.022997648610955122,0.0,-0.015208681993866829,0.0,,,,,,,,,,,,,,,,
8,8,"He called me one morning into his chamber, where he was confined by the gout, and expostulated very warmly with me upon this subject.",0.10206207261596599,0.10206207261596599,0.163299316185545,-0.20412414523193198,-0.77567175188134,-0.192325769637526,-0.142886901662352,he called me one morning into his chamber  where he was confined by the gout  and expostulated very warmly with me upon this subject ,133,24,0.24902698500012246,0.3089649195737996,0.012734773073303054,0.6900490185997923,0.22632016267301927,0.31541726607427756,0.14529696353388338,0.7333696913901926,0.45600227324915193,0.4465911211681683,0.06460977056669107,1.0646912766234462,-0.9290080504762428,-0.7291692788007971,-0.10227659035352948,-1.1089442020781848,-0.845937334028761,-0.6755601476477935,-0.2365427601258466,-1.3477967686388832,-2.27681503829239,-1.9316105383818905,-0.5891860761864145,-4.475892155206944,-1.0467947942704665,-1.9829317153626138,-0.511927176962211,-8.944261864146346,,,,,,,,,,,,,,,,
9,9,"He asked me what reasons, more than a mere wandering inclination, I had for leaving father's house and my native country, where I might be well introduced, and had a prospect of raising my fortune by application and industry, with a life of ease and pleasure.",0.552907335580864,0.552907335580864,0.589767824619589,0.147441956154897,0.442325868464691,1.0167597296441702,0.383349086002733,he asked me what reasons  more than a mere wandering inclination  i had for leaving father own house and my native country  where i might be well introduced  and had a prospect of raising my fortune by application and industry  with a life of ease and pleasure ,261,47,1.733696827452383,1.6737752437410527,0.13655036662020023,1.9088917224924313,1.813466488984293,1.8102517019322386,0.4589312882784719,2.0605746540401326,1.678771844789174,1.6128975930708052,0.1558219709633788,1.9635130357167905,2.3251910928335273,1.9786111201402257,0.26565685410368745,1.9553868365448515,1.8985327927417257,1.6456628601126142,0.11898984424170546,1.7412488966533803,1.0312710967988896,1.1014985486489948,0.09003582758136713,1.3033389094254166,0.7957249037768864,1.432301556988531,0.16800184322900621,3.299017311536988,,,,,,,,,,,,,,,,
10,10,"He told me it was men of desperate fortunes on one hand, or of aspiring, superior fortunes on the other, who went abroad upon adventures, to rise by enterprise, and make themselves famous in undertakings of a nature out of the common road; that these things were all either too far above me or too far below me; that mine was the middle state, or what might be called the upper station of low life, which he had found, by long experience, was the best state in the world, the most suited to human happiness, not exposed to the miseries and hardships, the labour and sufferings of the mechanic part of mankind, and not embarrassed with the pride, luxury, ambition, and envy of the upper part of mankind.",0.640815520450309,0.640815520450309,0.601040764008565,0.601040764008565,0.601040764008565,0.6628595743537989,0.297412058445317,he told me it was men of desperate fortunes on one hand  or of aspiring  superior fortunes on the other  who went abroad upon adventures  to rise by enterprise  and make themselves famous in undertakings of a nature out of the common road  that these things were all either too far above me or too far below me  that mine was the middle state  or what might be called the upper station of low life  which he had found  by long experience  was the best state in the world  the most suited to human happiness  not exposed to the miseries and hardships  the labour and sufferings of the mechanic part of mankind  and not embarrassed with the pride  luxury  ambition  and envy of the upper part of mankind ,702,128,2.0231855760356074,1.939893151911163,0.025159930870680518,0.8123624727634805,2.122936642337318,2.101722396494788,0.17677083418289338,0.866557528382161,1.7110935918679189,1.6437268381538856,0.03112826211848371,0.7347583489050482,1.3726847706194987,1.1860419393446933,0.06144580243095714,0.2546165654602278,1.4503467879014704,1.2665952739714519,-0.027981394410439005,0.4642890282647911,1.4623413522826292,1.4967370810399834,0.01328420436975648,0.6502896442810634,3.172986918471488,5.838715414211165,0.25902522542838374,4.938048220187559,,,,,,,,,,,,,,,,
