,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10
0,1,"0,""Then wear the gold hat, if that will move her; If you can bounce high, bounce for her too, Till she cry """"Lover, gold-hatted, high-bouncing lover, I must have you!""""""",0.25,1,1,0,169,30,   then wear the gold hat  if that will move her  if you can bounce high  bounce for her too  till she cry   lover  gold hatted  high bouncing lover  i must have you    ,0.22154134385109311,0.2816901408450704,0.0171952862275024,0.18140442132639792,1.0630217345978232,1.0,0.42238023897577365,1.5748691099476442,0.4685771730177169,1.0,0.13020294622475284,1.2333333333333332,-0.13007214399484573,0.0,-0.0823021519580546,0.0,,,,,,,,,,,,,,,,,
1,2,"1,THOMAS PARKE D'INVILLIERS",0.0,0,0,0,27,3,  thomas parke d invilliers,-0.06946718957161804,0.0,-0.07881234751021816,0.0,0.09990314827608537,0.0,0.04655799854472146,0.0,-0.037019996112592116,0.0,-0.039198334997178806,0.0,-0.13007214399484573,0.0,-0.0823021519580546,0.0,,,,,,,,,,,,,,,,,
2,3,"2,In my younger and more vulnerable years my father gave me some advice that I've been turning over in my mind ever since.",-0.25,-1,-2,1,122,23,  in my younger and more vulnerable years my father gave me some advice that I have been turning over in my mind ever since ,-0.3604757229943292,-0.2816901408450704,-0.20403969586376672,-0.23661446259964947,-0.8632154380456526,-1.0,-0.443644923756651,-2.0541770999317097,-1.0482143343732102,-2.0,-0.48111472079352224,-3.2173913043478257,0.7923144540455266,1.0,0.44319088036879756,1.4782608695652173,,,,,,,,,,,,,,,,,
3,4,"3,""""""Whenever you feel like criticizing any one,"""" he told me, """"just remember that all the people in this world haven't had the advantages that you've had.""""""",0.75,1,2,0,159,26,     whenever you feel like criticizing any one    he told me    just remember that all the people in this world have not had the advantages that you have had    ,0.8035584106965155,0.8450704225352113,0.25352176927419917,0.6279383815144544,1.0630217345978232,1.0,0.48019904519593554,1.8171566653242048,0.9741743421480259,2.0,0.35172769859189423,2.8461538461538463,-0.13007214399484573,0.0,-0.0823021519580546,0.0,,,,,,,,,,,,,,,,,
4,5,"4,""He didn't say any more but we've always been unusually communicative in a reserved way, and I understood that he meant a great deal more than that.""",0.75,0,3,2,151,27,   he did not say any more but we have always been unusually communicative in a reserved way  and i understood that he meant a great deal more than that  ,0.8035584106965155,0.8450704225352113,0.2412130982821837,0.6046814044213263,0.09990314827608537,0.0,0.04655799854472146,0.0,1.4797715112783347,3.0,0.52547260240926,4.111111111111111,1.714701052085899,2.0,0.8129822734876935,2.5185185185185186,,,,,,,,,,,,,,,,,
5,6,"5,""In consequence I' inclined to reserve all judgments, a habit that has opened up many curious natures to me and also made me the victim of not a few veteran bores.""",0.55,-1,-2,1,166,31,   in consequence i  inclined to reserve all judgments  a habit that has opened up many curious natures to me and also made me the victim of not a few veteran bores  ,0.5707515839583466,0.6197183098591549,0.12559100173783208,0.3862158647594278,-0.8632154380456526,-1.0,-0.3171409438079097,-1.5240668805944944,-1.0482143343732102,-2.0,-0.36707178252349815,-2.387096774193548,0.7923144540455266,1.0,0.30757977525219055,1.096774193548387,,,,,,,,,,,,,,,,,
6,7,"6,""The abnormal mind is quick to detect and attach itself to this quality when it appears in a normal person, and so it came about that in college I was unjustly accused of being a politician, because I was privy to the secret griefs of wild, unknown men.""",-3.9,-4,0,-4,256,48,   the abnormal mind is quick to detect and attach itself to this quality when it appears in a normal person  and so it came about that in college i was unjustly accused of being a politician  because i was privy to the secret griefs of wild  unknown men  ,-4.609200310965912,-4.394366197183098,-1.0148867764529936,-1.7686931079323798,-3.752571197010867,-4.0,-0.892997602532909,-3.93717277486911,-0.037019996112592116,0.0,-0.039198334997178806,0.0,-3.8196185361563346,-4.0,-1.0894971305845211,-2.833333333333333,,,,,,,,,,,,,,,,,
7,8,"7,""Most of the confidences were unsought frequently I have feigned sleep, preoccupation, or a hostile levity when I realized by some unmistakable sign that an intimate revelation was quivering on the horizon for the intimate revelations of young men or at least the terms in which they express them are usually plagiaristic and marred by obvious suppressions.""",1.05,2,-2,1,360,57,   most of the confidences were unsought frequently i have feigned sleep  preoccupation  or a hostile levity when i realized by some unmistakable sign that an intimate revelation was quivering on the horizon for the intimate revelations of young men or at least the terms in which they express them are usually plagiaristic and marred by obvious suppressions  ,1.152768650803769,1.1830985915492958,0.13341505338369047,0.40099924714256385,2.0261403209195614,2.0,0.44216035689319744,1.6577569578396254,-1.0482143343732102,-2.0,-0.2175154731255279,-1.2982456140350875,0.7923144540455266,1.0,0.1297388961738331,0.5964912280701754,,,,,,,,,,,,,,,,,
8,9,"8,Reserving judgments is a matter of infinite hope.",1.1,0,3,2,51,8,  reserving judgments is a matter of infinite hope ,1.2109703574883113,1.2394366197183098,1.505313609162171,2.993172951885566,0.09990314827608537,0.0,0.04655799854472146,0.0,1.4797715112783347,3.0,1.8665660787495524,13.875,1.714701052085899,2.0,2.9392827839213456,8.5,,,,,,,,,,,,,,,,,
9,10,"9,""I am still a little afraid of missing something if I forget that, as my father snobbishly suggested, and I snobbishly repeat, a sense of the fundamental decencies is parcelled out unequally at birth.""",-1.05,-1,-5,0,203,34,   i am still a little afraid of missing something if i forget that  as my father snobbishly suggested  and i snobbishly repeat  a sense of the fundamental decencies is parcelled out unequally at birth  ,-1.291703029947005,-1.1830985915492958,-0.4346053431264767,-0.672263443739004,-0.8632154380456526,-1.0,-0.2850498606591481,-1.3895903911302743,-2.565005841764137,-5.0,-0.7865569286233478,-5.4411764705882355,-0.13007214399484573,0.0,-0.0823021519580546,0.0,,,,,,,,,,,,,,,,,
