"","sent_raw","syuzhet","bing","afinn","nrc"
"1","0,""It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.""",2.25,2,6,2
"2","1,""However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters.""",2.55,2,2,2
"3","2,""My dear Mr. Bennet, said his lady to him one day, have you heard that Netherfield Park is let at last?""",0.5,0,2,1
"4","3,Mr. Bennet replied that he had not.",0,0,0,0
"5","4,""But it is, returned she; for Mrs. Long has just been here, and she told me all about it.""",0,0,0,0
"6","5,Mr. Bennet made no answer.",0,0,-1,0
"7","6,Do not you want to know who has taken it?",0,0,1,0
"8","7,cried his wife impatiently.",-1.8,-1,-2,0
"9","8,""_You_ want to tell me, and I have no objection to hearing it.""",-0.25,-1,0,-2
"10","9,This was invitation enough.",0,1,0,1
"11","10,""Why, my dear, you must know, Mrs. Long says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Mr. Morris immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.""",2.65,2,8,4
"12","11,What is his name?",0,0,0,0
"13","12,Bingley.",0,0,0,0
"14","13,Is he married or single?",0,0,0,0
"15","14,""Oh! single, my dear, to be sure!""",0.5,0,2,1
"16","15,A single man of large fortune; four or five thousand a year.",0.5,1,2,1
"17","16,What a fine thing for our girls!",0.25,1,2,0
"18","17,How so?",0,0,0,0
"19","18,how can it affect them?",0,0,0,0
"20","19,""My dear Mr. Bennet, replied his wife, how can you be so tiresome!""",0,-1,2,0
"21","20,You must know that I am thinking of his marrying one of them.",0.6,0,0,0
"22","21,Is that his design in settling here?",0,0,0,0
"23","22,""Design! nonsense, how can you talk so!""",-0.35,-1,-2,0
"24","23,""But it is very likely that he _may_ fall in love with one of them, and therefore you must visit him as soon as he comes.""",0.9,0,3,1
"25","24,I see no occasion for that.",0,0,-1,0
"26","25,""You and the girls may go, or you may send them by themselves, which perhaps will be still better, for as you are as handsome as any of them, Mr. Bingley might like you the best of the party.""",2.8,4,10,0
"27","26,""My dear, you flatter me. I certainly _have_ had my share of beauty, but I do not pretend to be anything extraordinary now.""",1.75,2,5,3
"28","27,""When a woman has five grown-up daughters, she ought to give over thinking of her own beauty.""",0.5,1,3,1
"29","28,""In such cases, a woman has not often much beauty to think of.""",0.5,1,3,1
