,sent_no,sent_raw,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k
0,0,"It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.",0.9815540313720704,0.5296125411987305,4.520702660083772,0.9956627488136292,1.9486346244812012,0.9454728960990906,1
1,1,"However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters.",0.993793487548828,0.2926815450191498,2.4234630465507507,0.9972865581512452,1.7801402807235718,0.998223602771759,1
2,2,"My dear Mr. Bennet, said his lady to him one day, have you heard that Netherfield Park is let at last?",0.9932228326797484,0.27986955642700195,4.41939377784729,-0.9419890046119691,0.9170297980308533,0.8791002035140991,1
3,3,Mr. Bennet replied that he had not.,-0.9945743680000304,0.7186471223831177,0.5089040398597717,-0.9487429857254028,0.5560208559036255,0.8695334196090698,-1
4,4,"But it is, returned she; for Mrs. Long has just been here, and she told me all about it.",0.9977165460586548,3.3179810643196106,1.3330091834068298,0.9714420437812804,0.8780022263526917,0.9956990480422974,-1
5,5,Mr. Bennet made no answer.,-0.9994751811027528,0.7734413743019104,0.7843934297561646,-0.999308943748474,1.940211534500122,0.5794488191604614,-1
6,6,Do not you want to know who has taken it?,-0.9989612102508544,0.621564507484436,0.4598255157470703,-0.99956613779068,0.7290232181549072,0.9843456149101257,-1
7,7,cried his wife impatiently.,-0.9968254566192628,0.3254439830780029,4.292024910449982,-0.9982282519340516,0.535466730594635,-0.8122059106826782,-1
8,8,"_You_ want to tell me, and I have no objection to hearing it.",0.9965046644210817,3.430386006832123,4.397506415843964,-0.8634889721870422,0.8373010754585266,0.9902050495147705,-1
9,9,This was invitation enough.,0.9976834058761596,2.358957409858704,4.42890477180481,0.9874644279479979,1.6742802858352661,-0.948025107383728,1
10,10,"Why, my dear, you must know, Mrs. Long says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Mr. Morris immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.",0.9977362155914308,4.702805995941162,3.259707987308502,0.9995843768119812,0.6696528792381287,0.9897975921630859,1
11,11,What is his name?,-0.9559159874916076,0.2651330232620239,0.3643898963928223,-0.9942890405654908,0.7649792432785034,0.9600986838340759,0
12,12,Bingley.,-0.8648791313171387,2.4516344666481023,4.295828312635422,0.9936535358428956,0.7758926749229431,0.7744556665420532,0
13,13,Is he married or single?,0.7442264556884766,2.33079081773758,0.3480069935321808,-0.9928760528564452,0.8745181560516357,0.8993969559669495,1
14,14,"Oh! single, my dear, to be sure!",-0.986089825630188,4.347558945417403,4.641538143157959,0.9993684887886048,1.722537636756897,-0.7245394587516785,1
15,15,A single man of large fortune; four or five thousand a year.,0.9935583472251892,0.376393586397171,0.27169352769851685,0.9256365299224854,1.8365660905838013,0.8707656264305115,-1
16,16,What a fine thing for our girls!,0.9986869692802428,3.4385803937911987,4.640141546726227,0.999853014945984,1.9656242728233337,0.9894790053367615,1
17,17,How so?,0.987972617149353,1.4245958626270294,1.3265254199504852,-0.99672532081604,0.6271683573722839,0.5982160568237305,-1
18,18,how can it affect them?,-0.991159975528717,3.402384608983993,1.2520086467266085,-0.9984543323516846,1.8639114499092102,0.9908587336540222,-1
19,19,"My dear Mr. Bennet, replied his wife, how can you be so tiresome!",-0.99946528673172,0.6190033555030823,4.5543091893196115,-0.9995051622390748,1.9703466296195984,0.9276395440101624,-1
20,20,You must know that I am thinking of his marrying one of them.,0.9953362345695496,4.673669159412384,4.349659562110902,0.9656630754470824,0.8726980090141296,0.7779326438903809,1
21,21,Is that his design in settling here?,-0.9902976155281068,2.555976986885071,2.3536784946918488,-0.9962965846061708,0.8382971286773682,0.9899485111236572,1
22,22,"Design! nonsense, how can you talk so!",-0.9993374943733216,0.5776376128196716,0.3371175527572632,-0.9996773004531859,0.5855924487113953,0.9413101673126221,-1
23,23,"But it is very likely that he _may_ fall in love with one of them, and therefore you must visit him as soon as he comes.",0.9965554475784302,4.468081474304199,2.486404687166214,0.9921433925628662,0.5516806244850159,0.9932383298873901,1
24,24,I see no occasion for that.,-0.9969850182533264,2.441958397626877,2.384257286787033,-0.9978387951850892,1.9641512036323547,-0.9912390112876892,-1
25,25,"You and the girls may go, or you may send them by themselves, which perhaps will be still better, for as you are as handsome as any of them, Mr. Bingley might like you the best of the party.",-0.9879462122917176,2.483856588602066,2.4897595942020416,0.9996119141578674,1.9702412486076355,0.877041757106781,1
26,26,"My dear, you flatter me. I certainly _have_ had my share of beauty, but I do not pretend to be anything extraordinary now.",-0.9679341316223145,2.6770607233047485,2.4532138705253597,0.989453673362732,1.8715254664421082,0.9516392946243286,1
27,27,"When a woman has five grown-up daughters, she ought to give over thinking of her own beauty.",-0.9966399669647216,0.4066095650196075,2.307943075895309,-0.978798806667328,0.7529737949371338,-0.9976770281791687,-1
28,28,"In such cases, a woman has not often much beauty to think of.",-0.998752236366272,2.537760972976685,2.460521936416626,-0.99947851896286,-1.6605937480926514,0.7854805588722229,-1
29,29,"But, my dear, you must indeed go and see Mr. Bingley when he comes into the neighbourhood.",0.9860439300537108,3.425914943218231,2.3441721200942998,0.9985200762748718,0.7760142087936401,0.9625617265701294,1
30,30,"It is more than I engage for, I assure you.",0.9930445551872252,4.383318841457367,4.632522344589233,0.998903512954712,1.9688164591789246,0.9984669089317322,1
31,31,But consider your daughters.,0.9917633533477784,2.4189338088035583,2.4196767508983608,0.9786946177482604,0.6879540681838989,0.8660038113594055,0
32,32,Only think what an establishment it would be for one of them.,-0.9953097701072692,0.4704941809177399,1.307284593582153,-0.9956086277961732,0.6215948462486267,0.8452966213226318,-1
33,33,"Sir William and Lady Lucas are determined to go, merely on that account, for in general, you know, they visit no newcomers.",0.9812626242637634,0.5195474624633789,2.4428805708885197,-0.976988971233368,0.8002960681915283,0.908399224281311,1
34,34,"Indeed you must go, for it will be impossible for _us_ to visit him, if you do not.",0.9970878958702089,4.468020886182785,2.233798012137413,-0.900852918624878,-1.3738347589969635,0.989492654800415,1
35,35,"You are over scrupulous, surely.",-0.9884712696075441,0.4752189815044403,0.4414998888969421,-0.9949117302894592,-1.5781797766685486,-0.6041450500488281,-1
36,36,I dare say Mr. Bingley will be very glad to see you; and I will send a few lines by you to assure him of my hearty consent to his marrying whichever he chooses of the girls; though I must throw in a good word for my little Lizzy.,0.9972156286239624,4.678718984127045,3.3631106615066533,0.9988256096839904,1.9650205373764038,0.9697063565254211,1
37,37,I desire you will do no such thing.,-0.9971280694007874,0.477654755115509,0.4350252151489258,-0.8915466666221619,1.9667211771011353,0.8935472965240479,-1
38,38,"Lizzy is not a bit better than the others; and I am sure she is not half so handsome as Jane, nor half so good-humoured as Lydia.",-0.997493863105774,2.5459952354431152,2.7576573491096497,-0.9950031638145448,1.669859528541565,0.8905735611915588,-1
39,39,But you are always giving _her_ the preference.,-0.994440257549286,2.4762502014637,2.3784488141536717,0.9976576566696168,1.866006314754486,-0.9268279075622559,-1
40,40,"They have none of them much to recommend them, replied he; they are all silly and ignorant like other girls; but Lizzy has something more of quickness than her sisters.",-0.9992827773094176,0.3415321707725525,2.411057084798813,0.9656149744987488,1.7992382645606995,-0.9272705912590027,-1
41,41,"Mr. Bennet, how can you abuse your own children in such a way?",-0.9994874000549316,0.8812693953514099,4.357822656631471,-0.9934116005897522,-1.5495319366455078,-0.9985111355781555,-1
42,42,You take delight in vexing me.,0.9945634007453918,4.714631676673888,4.469235002994537,0.9996544122695924,0.7747940421104431,0.9582210183143616,1
43,43,You have no compassion on my poor nerves.,-0.9994656443595886,0.7837797403335571,0.3285902440547943,-0.9994505047798156,-1.371002584695816,-0.9973879456520081,-1
44,44,"You mistake me, my dear.",-0.9971905350685121,0.6962254643440247,0.29522407054901123,-0.999715268611908,1.4791909754276276,-0.7201796174049377,0
45,45,I have a high respect for your nerves.,0.9985659718513488,0.2863645851612091,4.722058773040772,0.9997256398200988,1.9704866409301758,0.9951304197311401,1
46,46,They are my old friends.,0.9986030459403992,3.433506697416305,4.585273265838623,0.9996073842048644,1.5980877876281738,0.9490184783935547,1
