,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10
0,1,"0,CANTO ONE",0.0,0,0,0,11,2,one,0.03103286050035342,0.0,0.01994837348224206,0.0,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
1,2,"1,""I was the shadow of the waxwing slain by the false azure in the windowpane; i was the smudge of ashen fluffand i lived on, flew on, in the reflected sky.""",-1.35,-2,-1,0,157,31,was the shadow of the waxwing slain by the false azure in the windowpane i was the smudge of ashen fluffand i lived on flew on in the reflected sky,-1.4992750729233244,-1.8,-0.4748143815514284,-0.9535499947506244,-1.599946366377961,-2.0,-0.44764391692041466,-2.095050353785375,-0.46840310527740914,-1.0,-0.15317941436922938,-0.032247662044501774,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
2,3,"2,""and from the inside, too, id duplicate myself, my lamp, an apple on a plate: uncurtaining the night, id let dark glass hang all the furniture above the grass, and how delightful when a fall of snow""",-0.35,-2,3,0,201,37,from the inside too id duplicate myself my lamp an apple on a plate uncurtaining the night id let dark glass hang all the furniture above the grass and how delightful when a fall of snow,-0.36571364075763707,-0.4666666666666666,-0.08752823567760348,-0.2071383083255957,-1.599946366377961,-2.0,-0.35458492257889057,-1.7554042548198994,1.4869939850076481,3.0,0.41104017739498044,0.0810591731964334,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
3,4,"3,""Covered my glimpse of lawn and reached up so as to make chair and bed exactly stand upon that snow, out in that crystal land! retake the falling snow: each drifting flake shapeless and slow, unsteady and opaque, a dull dark white against the days pale white and abstract larches in the neutral light.""",-2.75,-7,-2,-1,304,54,my glimpse of lawn and reached up so as to make chair and bed exactly stand upon that snow out in that crystal land retake the falling snow each drifting flake shapeless and slow unsteady and opaque a dull dark white against the days pale white and abstract larches in the neutral light,-3.086261077955286,-3.6666666666666665,-0.5587116941648169,-1.1152442233241633,-6.04800021793614,-7.0,-1.027136239564721,-4.210077580968259,-0.9572523778486735,-2.0,-0.17699430686872425,-0.037030179596371046,-0.9023407599588914,-1.0,-0.1473516325652956,-0.6983339626074415,,,,,,,,,,,,,,,,,
4,5,"4,""and then the gradual and dual blue as night unites the viewer and the view, and in the morning, diamonds of frost""",-0.25,-1,0,0,117,22,then the gradual and dual blue as night unites the viewer and the view and in the morning diamonds of frost,-0.2523574975410684,-0.3333333333333333,-0.10913935628363979,-0.24878914750211908,-0.7103355960663251,-1.0,-0.2779940794172218,-1.4758635045634818,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
5,6,"5,Express amazement: whose spurred feet have crossed from left to right the blank page of the road?",1.6,2,0,0,99,17,amazement whose spurred feet have crossed from left to right the blank page of the road,1.844731151965453,2.1333333333333333,1.088955661297714,2.0602842136236625,1.9584967148685826,2.0,1.1728374130368875,3.8193716326210736,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
6,7,"6,""reading from left to right in winters code: a dot, an arrow pointing back; repeat: dot, arrow pointing back a pheasants feet! torquated beauty, sublimated grouse, finding your china right behind my house.""",1.4,1,3,2,208,33,from left to right in winters code a dot an arrow pointing back repeat dot arrow pointing back a pheasants feet torquated beauty sublimated grouse finding your china right behind my house,1.6180188655323153,1.8666666666666665,0.501948895143058,0.9289535039236955,1.0688859445569465,1.0,0.39599518566884756,0.9840580350027942,1.4869939850076481,3.0,0.4599514192292917,0.09088155104513784,1.7199312827945716,2.0,0.5025658218851892,2.285187356584545,,,,,,,,,,,,,,,,,
7,8,"7,""was he in sherlock holmes, the fellow whose tracks pointed back when he reversed his shoes?""",0.4,0,0,1,95,16,he in sherlock holmes the fellow whose tracks pointed back when he reversed his shoes,0.48445743336662833,0.5333333333333333,0.3038930013045591,0.5472428868478841,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,0.8458406018767507,1.0,0.517956747342339,2.3558411817881266,,,,,,,,,,,,,,,,,
8,9,"8,all colors made me happy: even gray.",0.75,1,2,1,38,7,colors made me happy even gray,0.8812039346246189,1.0,1.235877445727774,2.3434447089250963,1.0688859445569465,1.0,1.3960130674769777,4.633916652702173,0.9981447124363837,2.0,1.42810555216261,0.28530670470756064,0.8458406018767507,1.0,1.1768264780394215,5.3804589615446385,,,,,,,,,,,,,,,,,
9,10,"9,My eyes were such that literally they took photographs.",0.0,0,0,0,57,9,eyes were such that literally they took photographs,0.03103286050035342,0.0,0.01994837348224206,0.0,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
10,11,"10,""whenever id permit, or, with a silent shiver, order it, whatever in my field of vision dwelt an indoor scene, hickory leaves, the svelte stilettos of a frozen stillicide was printed on my eyelids nether side where it would tarry for an hour or two, and while this lasted all i had to do was close my eyes to reproduce the leaves,""",-0.25,-1,1,-2,334,62,id permit or with a silent shiver order it whatever in my field of vision dwelt an indoor scene hickory leaves the svelte stilettos of a frozen stillicide was printed on my eyelids nether side where it would tarry for an hour or two and while this lasted all i had to do was close my eyes to reproduce the leaves,-0.2523574975410684,-0.3333333333333333,-0.02587038046304192,-0.08830590447543366,-0.7103355960663251,-1.0,-0.017152886538584104,-0.5238470526599296,0.5092954398651195,1.0,0.08770288629744186,0.016126431220770843,-1.7764314408767123,-2.0,-0.2602227230834007,-1.2164817713410068,,,,,,,,,,,,,,,,,
11,12,"11,""Or indoor scene, or trophies of the eaves.""",0.0,0,0,0,47,8,indoor scene or trophies of the eaves,0.03103286050035342,0.0,0.01994837348224206,0.0,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
12,13,"12,""i cannot understand why from the lake i could make out our front porch when id take lake road to school, whilst now, although no tree has intervened, i look but fail to see even the roof.""",-0.75,-1,-3,1,192,37,cannot understand why from the lake i could make out our front porch when id take lake road to school whilst now although no tree has intervened i look but fail to see even the roof,-0.8191382136239119,-1.0,-0.21035864614599836,-0.44386780355484795,-0.7103355960663251,-1.0,-0.11410497136800211,-0.8777021274099497,-1.446101650419938,-3.0,-0.3962398690803262,-0.0810591731964334,0.8458406018767507,1.0,0.22676754005326547,1.0191034131431482,,,,,,,,,,,,,,,,,
13,14,"13,""maybe some quirk in space has caused a fold or furrow to displace the fragile vista, the frame house between goldsworth and wordsmith on its square of green.""",-1.0,-2,0,-1,162,28,some quirk in space has caused a fold or furrow to displace the fragile vista the frame house between goldsworth and wordsmith on its square of green,-1.1025285716653337,-1.3333333333333333,-0.38579542261159006,-0.7819848820452182,-1.599946366377961,-2.0,-0.509123984406666,-2.3194398954260786,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.9023407599588914,-1.0,-0.2885574074137078,-1.346555420222346,,,,,,,,,,,,,,,,,
14,15,"14,i had a favorite young shagbark there",1.15,1,2,2,40,7,had a favorite young shagbark there,1.3346285074908937,1.5333333333333332,1.884372950925391,3.5932818870184806,1.0688859445569465,1.0,1.3960130674769777,4.633916652702173,0.9981447124363837,2.0,1.42810555216261,0.28530670470756064,1.7199312827945716,2.0,2.348882521201676,10.760917923089277,,,,,,,,,,,,,,,,,
15,16,"15,""With ample dark jade leaves and a black, spare, vermiculated trunk.""",0.15,0,0,-1,72,11,ample dark jade leaves and a black spare vermiculated trunk,0.20106707532520648,0.19999999999999998,0.17478330166464312,0.298411397085648,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.9023407599588914,-1.0,-0.7414705154014346,-3.4257054786946335,,,,,,,,,,,,,,,,,
16,17,"16,""the setting sun bronzed the black bark, around which, like undone garlands, the shadows of the foliage fell.""",-0.15,-1,2,-2,113,18,setting sun bronzed the black bark around which like undone garlands the shadows of the foliage fell,-0.13900135432449964,-0.19999999999999998,-0.07470640493465054,-0.1824269562416982,-0.7103355960663251,-1.0,-0.36780397597693487,-1.8036510680423228,0.9981447124363837,2.0,0.5603787682615488,0.11104941699056078,-1.7764314408767123,-2.0,-0.9076241084395906,-4.188452784056403,,,,,,,,,,,,,,,,,
17,18,"17,it is now stout and rough; it has done well.",0.55,0,2,0,47,10,is now stout and rough it has done well,0.6544916481914814,0.7333333333333334,0.6443925343936838,1.2034833267080531,0.17927517424531064,0.0,0.12637497984288631,0.0,0.9981447124363837,2.0,1.0023197185945931,0.1998001998001998,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
18,19,"18,white butterflies turn lavender as they pass through its shade where gently seems to sway the phantom of my little daughters swing.",-0.1,0,0,0,134,22,butterflies turn lavender as they pass through its shade where gently seems to sway the phantom of my little daughters swing,-0.0823232827162153,-0.13333333333333333,-0.03168671842411069,-0.09951565900084763,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
19,20,"19,the house itself is much the same.",0.0,0,0,0,37,7,house itself is much the same,0.03103286050035342,0.0,0.01994837348224206,0.0,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
20,21,"20,one wing weve had revamped.",0.0,0,0,0,30,5,wing we have had revamped,0.03103286050035342,0.0,0.01994837348224206,0.0,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
21,22,"21,theres a solarium.",0.0,0,0,0,21,3,is a solarium,0.03103286050035342,0.0,0.01994837348224206,0.0,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
22,23,"22,theres",0.0,0,0,0,9,1,is,0.03103286050035342,0.0,0.01994837348224206,0.0,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
23,24,"23,A picture window flanked with fancy chairs.",0.5,1,0,1,46,7,picture window flanked with fancy chairs,0.5978135765831971,0.6666666666666666,0.8305677549792634,1.5622964726167308,1.0688859445569465,1.0,1.3960130674769777,4.633916652702173,0.02044616729385516,0.0,0.007400154157327102,0.0,0.8458406018767507,1.0,1.1768264780394215,5.3804589615446385,,,,,,,,,,,,,,,,,
24,25,"24,""tvs huge paperclip now shines instead of the stiff vane so often visited by the naive, the gauzy mockingbird retelling all the programs she had heard; switching from chippo-chippo to a clear to-wee, to-wee; then rasping out: come here, come here, come herrr; flirting her tail aloft, or gracefully indulging in a soft upward hop-flop, and instantly (to-wee!)""",0.6,2,-2,-3,363,58,huge paperclip now shines instead of the stiff vane so often visited by the naive the gauzy mockingbird retelling all the programs she had heard switching from chippo chippo to a clear to wee to wee then rasping out come here come here come herrr flirting her tail aloft or gracefully indulging in a soft upward hop flop and instantly to wee,0.7111697197997657,0.7999999999999999,0.13749586938213765,0.22654780085592036,1.9584967148685826,2.0,0.43322424701458023,1.1199364156332439,-0.9572523778486735,-2.0,-0.16427963967161677,-0.03447681434235477,-2.650522121794533,-3.0,-0.420127661790687,-1.9505439055556586,,,,,,,,,,,,,,,,,
25,26,"25,Returning to her perchthe new tv.",0.8,0,0,0,36,6,to her perchthe new tv,0.9378820062329033,1.0666666666666667,1.5327448764557183,2.9155935502278294,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,,,,,,,,,,,,,,,,,
26,27,"26,i was an infant when my parents died.",0.1,-1,-3,1,40,8,was an infant when my parents died,0.14438900371692215,0.13333333333333333,0.1618320654746046,0.27345064352167997,-0.7103355960663251,-1.0,-0.9847564801215307,-4.055400216659455,-1.446101650419938,-3.0,-1.8576082428496081,-0.37453183520599254,0.8458406018767507,1.0,1.030502377769477,4.7087412385053575,0.0038461538461538438,-0.3076923076923077,0.15384615384615385,0.057692307692307696,-0.02307692307692308,0.4040718592352931,-0.6857454399700763,0.817027819922118,0.22121402774188578,0.0038461538461538438,0.4040718592352931,-0.3076923076923077,-0.6857454399700763,0.15384615384615385,0.817027819922118,0.057692307692307696,0.22121402774188578
27,28,"27,they both were ornithologists.",0.0,0,0,0,33,4,both were ornithologists,0.03103286050035342,0.0,0.01994837348224206,0.0,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,-0.025961538461538463,-0.34615384615384615,0.11538461538461539,0.038461538461538464,-0.054567307692307686,0.1300948768141624,-0.9208440209775004,0.66666431180007,0.12490177918331957,-0.025961538461538463,0.1300948768141624,-0.34615384615384615,-0.9208440209775004,0.11538461538461539,0.66666431180007,0.038461538461538464,0.12490177918331957
28,29,"28,ive tried so often to evoke them that today i have a thousand parents.",0.0,0,0,0,73,14,have tried so often to evoke them that today i have a thousand parents,0.03103286050035342,0.0,0.01994837348224206,0.0,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,-0.019230769230769232,-0.34615384615384615,0.09615384615384616,0.019230769230769232,-0.0625,0.1919606470382887,-0.9208440209775004,0.5914825577390459,0.028589530624753372,-0.019230769230769232,0.1919606470382887,-0.34615384615384615,-0.9208440209775004,0.09615384615384616,0.5914825577390459,0.019230769230769232,0.028589530624753372
29,30,"29,""sadly they dissolve in their own virtues and recede, but certain words, chance words i hear or read, such as bad heart always to him refer, and cancer of the pancreas to her.""",-1.45,-3,-3,-4,179,33,they dissolve in their own virtues and recede but certain words chance words i hear or read such as bad heart always to him refer and cancer of the pancreas to her,-1.6126312161398928,-1.9333333333333333,-0.479266452523603,-0.9621304147781132,-2.489557136689597,-3.0,-0.6824856376349975,-2.9521741050083827,-1.446101650419938,-3.0,-0.4451511109146375,-0.09088155104513784,-3.524612802712354,-4.0,-0.9908203391388771,-4.57037471316909,-0.0125,-0.3076923076923077,0.038461538461538464,0.019230769230769232,-0.065625,0.25382641726241495,-0.6857454399700763,0.3659372955559738,0.028589530624753372,-0.0125,0.25382641726241495,-0.3076923076923077,-0.6857454399700763,0.038461538461538464,0.3659372955559738,0.019230769230769232,0.028589530624753372
30,31,"30,a preterist: one who collects cold nests.",-0.5,-1,0,-1,44,7,preterist one who collects cold nests,-0.5357478555824902,-0.6666666666666666,-0.7906710080147793,-1.5622964726167308,-0.7103355960663251,-1.0,-1.1432631077912052,-4.633916652702173,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.9023407599588914,-1.0,-1.1672856082850878,-5.3804589615446385,0.028846153846153848,-0.17307692307692307,0.07692307692307693,0.019230769230769232,-0.012019230769230765,0.6338590057820478,0.13709959355590842,0.5163008036780219,0.028589530624753372,0.028846153846153848,0.6338590057820478,-0.17307692307692307,0.13709959355590842,0.07692307692307693,0.5163008036780219,0.019230769230769232,0.028589530624753372
31,32,"31,""Here was my bedroom, now reserved for guests.""",0.0,0,0,0,50,8,was my bedroom now reserved for guests,0.03103286050035342,0.0,0.01994837348224206,0.0,0.17927517424531064,0.0,0.12637497984288631,0.0,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.02825007904107026,0.0,0.004770434877167017,0.0,0.02980769230769231,-0.17307692307692307,0.038461538461538464,0.038461538461538464,-0.016586538461538458,0.642696972956923,0.13709959355590842,0.3659372955559738,0.12490177918331957,0.02980769230769231,0.642696972956923,-0.17307692307692307,0.13709959355590842,0.038461538461538464,0.3659372955559738,0.038461538461538464,0.12490177918331957
32,33,"32,""here, tucked away by the canadian maid, i listened to the buzz downstairs and prayed for everybody to be always well, uncles and aunts, the maid, her niece adele whod seen the pope, people in books, and god.""",1.05,1,1,3,212,38,tucked away by the canadian maid i listened to the buzz downstairs and prayed for everybody to be always well uncles and aunts the maid her niece adele who would seen the pope people in books and god,1.221272364274325,1.4000000000000001,0.33389543780788405,0.6050662029305681,1.0688859445569465,1.0,0.36052817622054956,0.8546107796748813,0.5092954398651195,1.0,0.13840705813018994,0.026308866087871613,2.5940219637123927,3.0,0.6532402740695431,2.9768758737512164,0.018269230769230763,-0.17307692307692307,0.17307692307692307,0.057692307692307696,0.018990384615384614,0.5366413668584208,0.13709959355590842,0.892209573983142,0.22121402774188578,0.018269230769230763,0.5366413668584208,-0.17307692307692307,0.13709959355590842,0.17307692307692307,0.892209573983142,0.057692307692307696,0.22121402774188578
33,34,"33,""i was brought up by dear bizarre aunt maud, a poet and a painter with a taste for realistic objects interlaced with grotesque growths and images of doom.""",-0.9,-2,0,-1,158,28,was brought up by dear bizarre aunt maud a poet and a painter with a taste for realistic objects interlaced with grotesque growths and images of doom,-0.989172428448765,-1.2,-0.34522104300220685,-0.7037863938406964,-1.599946366377961,-2.0,-0.509123984406666,-2.3194398954260786,0.02044616729385516,0.0,0.007400154157327102,0.0,-0.9023407599588914,-1.0,-0.2885574074137078,-1.346555420222346,-0.02307692307692308,-0.21153846153846154,0.07692307692307693,0.0,-0.03942307692307692,0.15660877833878792,-0.09799898745151576,0.5163008036780219,-0.06772271793381283,-0.02307692307692308,0.15660877833878792,-0.21153846153846154,-0.09799898745151576,0.07692307692307693,0.5163008036780219,0.0,-0.06772271793381283
34,35,"34,She lived to hear the next babe cry.",-0.75,-1,-1,-1,39,8,lived to hear the next babe cry,-0.8191382136239119,-1.0,-1.0441793164604771,-2.0508798264126,-0.7103355960663251,-1.0,-0.9847564801215307,-4.055400216659455,-0.46840310527740914,-1.0,-0.6142693115116512,-0.12484394506866417,-0.9023407599588914,-1.0,-1.020961508015143,-4.7087412385053575,-0.025961538461538463,-0.21153846153846154,0.07692307692307693,-0.038461538461538464,-0.04975961538461538,0.1300948768141624,-0.09799898745151576,0.5163008036780219,-0.26034721505094527,-0.025961538461538463,0.1300948768141624,-0.21153846153846154,-0.09799898745151576,0.07692307692307693,0.5163008036780219,-0.038461538461538464,-0.26034721505094527
35,36,"35,her room weve kept intact.",0.5,0,2,1,29,5,room we have kept intact,0.5978135765831971,0.6666666666666666,1.1541683064750803,2.185967719170316,0.17927517424531064,0.0,0.12637497984288631,0.0,0.9981447124363837,2.0,1.9952534156377728,0.3992015968063872,0.8458406018767507,1.0,1.6447131220163693,7.528346770544494,-0.04519230769230769,-0.23076923076923078,0.038461538461538464,-0.07692307692307693,-0.07860576923076923,-0.04666446668334121,-0.21554827795522796,0.3659372955559738,-0.45297171216807763,-0.04519230769230769,-0.04666446668334121,-0.23076923076923078,-0.21554827795522796,0.038461538461538464,0.3659372955559738,-0.07692307692307693,-0.45297171216807763
36,37,"36,""its trivia create a still life in her style: the paperweight of convex glass enclosing a lagoon, the verse book open at the index (moon, moonrise, moor, moral), the forlorn guitar, the human skull; and from the local star a curio: red sox beat yanks""",0.4,-1,0,2,254,45,trivia create a still life in her style the paperweight of convex glass enclosing a lagoon the verse book open at the index moon moonrise moor moral the forlorn guitar the human skull and from the local star a curio red sox beat yanks,0.48445743336662833,0.5333333333333333,0.12094711801535239,0.19465360183147362,-0.7103355960663251,-1.0,-0.07136247837339856,-0.7217008605963617,0.02044616729385516,0.0,0.007400154157327102,0.0,1.7199312827945716,2.0,0.36984987778173956,1.6759394499190365,-0.04038461538461539,-0.21153846153846154,0.038461538461538464,-0.09615384615384616,-0.07740384615384616,-0.002474630808965328,-0.09799898745151576,0.3659372955559738,-0.5492839607266439,-0.04038461538461539,-0.002474630808965328,-0.21153846153846154,-0.09799898745151576,0.038461538461538464,0.3659372955559738,-0.09615384615384616,-0.5492839607266439
