,sent_no,sent_raw,jockers_rinker,jockers,huliu,lmcd,nrc,senticnet,sentiword,sent_clean,char_len,token_len,jockers_rinker_stdscaler,jockers_rinker_medianiqr,jockers_rinker_lnorm_stdscaler,jockers_rinker_lnorm_medianiqr,jockers_stdscaler,jockers_medianiqr,jockers_lnorm_stdscaler,jockers_lnorm_medianiqr,huliu_stdscaler,huliu_medianiqr,huliu_lnorm_stdscaler,huliu_lnorm_medianiqr,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,lmcd_stdscaler,lmcd_medianiqr,lmcd_lnorm_stdscaler,lmcd_lnorm_medianiqr,jockers_rinker_stdscaler_roll10,jockers_stdscaler_roll10,huliu_stdscaler_roll10,senticnet_stdscaler_roll10,sentiword_stdscaler_roll10,nrc_stdscaler_roll10,lmcd_stdscaler_roll10,lmcd_stdscaler_roll10_mean,mean_stdscaler_roll10,jockers_rinker_roll100,jockers_roll100,huliu_roll100,senticnet_roll100,sentiword_roll100,nrc_roll100,lmcd_roll100
0,1,"0,CANTO ONE",0.0,0.0,0.0,0.0,0.0,-0.537401153701776,0.0,one,3,1,-0.019734612942321653,0.0,-0.045807899243214906,0.0,-0.04391467236293038,0.0,-0.05364803379498949,0.0,0.06924345183469464,0.0,-0.013259930388323595,0.0,-1.9591087601319774,-1.5020095361961638,-7.749479597226706,-17.951542973420693,-0.0006386870152262282,0.0,-0.05601692037370775,0.0,-0.06546380919520303,0.0,-0.08922023964801297,0.0,0.13317343755798572,0.0,0.08019191201070598,0.0,,,,,,,,,,,,,,,,
1,2,"1,""I was the shadow of the waxwing slain by the false azure in the windowpane; i was the smudge of ashen fluffand i lived on, flew on, in the reflected sky.""",-0.24246715773614605,-0.24246715773614605,-0.35921060405355,0.0,0.0,-0.135961213634269,-0.22076485040791102,was the shadow of the waxwing slain by the false azure in the windowpane i was the smudge of ashen fluffand i lived on flew on in the reflected sky,147,30,-0.9902675891888866,-1.247359144134914,-0.19009260056283195,-0.8525130461208551,-1.0772052329868744,-1.347796536180308,-0.20087497066984675,-0.8819500551704608,-1.1036733917045145,-0.35921060405355,-0.18381459702264114,-0.011969696902817394,-0.6843708772636876,-0.42399552109416677,-0.24439107361337084,-0.23277963686035869,-1.4327827850404962,-1.4772366633667784,-0.2801556734963201,-0.6566191567366279,-0.06546380919520303,0.0,-0.08922023964801297,0.0,0.13317343755798572,0.0,0.08019191201070598,0.0,,,,,,,,,,,,,,,,
2,3,"2,""and from the inside, too, id duplicate myself, my lamp, an apple on a plate: uncurtaining the night, id let dark glass hang all the furniture above the grass, and how delightful when a fall of snow""",-0.0575396455568751,-0.0575396455568751,-0.328797974610715,0.16439898730535699,0.0,0.14910988148595902,-0.0707828973120288,from the inside too id duplicate myself my lamp an apple on a plate uncurtaining the night id let dark glass hang all the furniture above the grass and how delightful when a fall of snow,186,36,-0.2500508503077808,-0.29600958622921353,-0.07434286919509116,-0.16860023226408172,-0.28912385108504796,-0.3198442861238596,-0.08276488527964267,-0.17442194559211424,-1.0043681793102284,-0.328797974610715,-0.1433626772119769,-0.009130740755643295,0.22084778184480994,0.34152530821943444,-0.12103014950129909,0.05846316626500958,-0.4598209727787672,-0.47364012366756625,-0.1159074610376257,-0.17545058924161197,-0.06546380919520303,0.0,-0.08922023964801297,0.0,1.3242500751007704,0.16439898730535699,0.17248674429923636,0.0045653703778216325,,,,,,,,,,,,,,,,
3,4,"3,""Covered my glimpse of lawn and reached up so as to make chair and bed exactly stand upon that snow, out in that crystal land! retake the falling snow: each drifting flake shapeless and slow, unsteady and opaque, a dull dark white against the days pale white and abstract larches in the neutral light.""",-0.45587725768464704,-0.319794494196693,-0.95257934441568,-0.272165526975909,0.0,-0.583658972599836,-0.0324816596182558,my glimpse of lawn and reached up so as to make chair and bed exactly stand upon that snow out in that crystal land retake the falling snow each drifting flake shapeless and slow unsteady and opaque a dull dark white against the days pale white and abstract larches in the neutral light,286,53,-1.844492719709393,-2.3452358302269243,-0.1993839450845218,-0.9074113988103597,-1.4067410249221446,-1.7776341983472754,-0.163577350489265,-0.6585219320685629,-3.041177970206971,-0.95257934441568,-0.26930935805454437,-0.017969804648475383,-2.1059964716992465,-1.6262288081295273,-0.33657509865526836,-0.45041689963078324,-0.21135346806120298,-0.21734935786393722,-0.07468645216284753,-0.05469278315002767,-0.06546380919520303,0.0,-0.08922023964801297,0.0,-1.8386756963019928,-0.272165526975909,-0.023603146942902622,-0.005134229899564404,,,,,,,,,,,,,,,,
4,5,"4,""and then the gradual and dual blue as night unites the viewer and the view, and in the morning, diamonds of frost""",-0.0533001790889026,-0.0533001790889026,-0.21320071635560997,0.0,0.0,-0.0140712472794703,-0.24873416908154602,then the gradual and dual blue as night unites the viewer and the view and in the morning diamonds of frost,107,21,-0.23308136855497227,-0.2741998808882806,-0.09111183935024693,-0.26768049300228575,-0.2710570715494677,-0.2962784627185973,-0.0998758061736087,-0.276923416768398,-0.6269128098296773,-0.21320071635560997,-0.15785152946341208,-0.010147582882227984,-0.29731980898215465,-0.09667609191956218,-0.18946627185615983,-0.10310767355419277,-1.6142251414220576,-1.6643919234443678,-0.41673043704682283,-1.0567177779017882,-0.06546380919520303,0.0,-0.08922023964801297,0.0,0.13317343755798572,0.0,0.08019191201070598,0.0,,,,,,,,,,,,,,,,
5,6,"5,Express amazement: whose spurred feet have crossed from left to right the blank page of the road?",0.388057000058133,0.388057000058133,0.48507125007266605,0.0,0.0,0.7237263051084181,-0.28801105473064503,amazement whose spurred feet have crossed from left to right the blank page of the road,87,16,1.5335566399273772,1.9963381927164618,0.3870422271446626,2.5575156366945717,1.6098170696507974,2.157083398024685,0.3880287181484795,2.6458258523381377,1.6531283180009304,0.48507125007266605,0.418452602412458,0.030298016868998502,2.045492642011602,1.8845819305092593,0.46315701065368275,1.4376706203111151,-1.8690218623096275,-1.9272111874554032,-0.6041308577490888,-1.6057112228073098,-0.06546380919520303,0.0,-0.08922023964801297,0.0,0.13317343755798572,0.0,0.08019191201070598,0.0,,,,,,,,,,,,,,,,
6,7,"6,""reading from left to right in winters code: a dot, an arrow pointing back; repeat: dot, arrow pointing back a pheasants feet! torquated beauty, sublimated grouse, finding your china right behind my house.""",0.208893187146837,0.382970843102535,0.34815531191139604,0.0,0.34815531191139604,1.1250638904416799,0.152317948961236,from left to right in winters code a dot an arrow pointing back repeat dot arrow pointing back a pheasants feet torquated beauty sublimated grouse finding your china right behind my house,187,32,0.8164104903044883,1.0746396731331382,0.07073128146094505,0.6885773129505334,1.5881420600489187,2.1288110959478646,0.16436396018244367,1.3059817326747312,1.2060618667154726,0.34815531191139604,0.14171726781549357,0.010876454605167013,3.31990550625516,2.962321085471506,0.3200776081116142,1.099874461877691,0.9874771802756267,1.0192277361120363,0.08896652919866559,0.42473204241883955,1.0786289125797193,2.256357701864931,0.07267342877628759,2.6727560209507137,0.13317343755798572,0.0,0.08019191201070598,0.0,,,,,,,,,,,,,,,,
7,8,"7,""was he in sherlock holmes, the fellow whose tracks pointed back when he reversed his shoes?""",0.1,0.1,0.0,0.0,0.25,0.35025,0.0625,he in sherlock holmes the fellow whose tracks pointed back when he reversed his shoes,85,15,0.38053938099078816,0.5144445770640396,0.07316626600686148,0.7029645353899937,0.3822422431845254,0.555867668332627,0.06775223772936453,0.7272376811019404,0.06924345183469464,0.0,-0.013259930388323595,0.0,0.8595508685166259,0.8816605691029179,0.1520247501534534,0.7031184730809555,0.4048108488198129,0.4182155415131934,0.0708511530346756,0.37166266974208984,0.7560752300153266,1.6202235214202074,0.15869420350757818,4.09290139060985,0.13317343755798572,0.0,0.08019191201070598,0.0,,,,,,,,,,,,,,,,
8,9,"8,all colors made me happy: even gray.",0.28347335475692,0.28347335475692,0.3779644730092271,0.3779644730092271,0.3779644730092271,-0.11036562611869401,0.32284465402871504,colors made me happy even gray,30,6,1.1149355058793748,1.4583133009684814,0.7965004973461001,4.976819374348317,1.1641266326680566,1.575736727431567,0.8058366101043756,5.1486673919564545,1.3033965966729644,0.3779644730092271,0.8828410686968831,0.06288926339587805,-0.6030942981697207,-0.3552619464978784,-0.4411855678313167,-0.6973917540945301,2.0937167549490345,2.1602984289481384,1.5806946291636108,4.794780654866918,1.1765864708516554,2.449547717722971,0.8468728095358615,15.454269198589401,2.8715397803279776,0.3779644730092271,1.3515792338519026,0.06288926339587805,,,,,,,,,,,,,,,,
9,10,"9,My eyes were such that literally they took photographs.",0.0,0.0,0.0,0.0,0.0,0.180333333333333,0.0,eyes were such that literally they took photographs,51,8,-0.019734612942321653,0.0,-0.045807899243214906,0.0,-0.04391467236293038,0.0,-0.05364803379498949,0.0,0.06924345183469464,0.0,-0.013259930388323595,0.0,0.31999515840397436,0.4253717702472817,0.14034610084133767,0.6755463501671496,-0.0006386870152262282,0.0,-0.05601692037370775,0.0,-0.06546380919520303,0.0,-0.08922023964801297,0.0,0.13317343755798572,0.0,0.08019191201070598,0.0,,,,,,,,,,,,,,,,
