,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10
0,1,"0,""Lines - : I was the shadow of the waxwing slain, etc.""",0.0,0,0,0,57,12,i was the shadow of the waxwing slain etc,-0.14030718561721822,0.0,-0.0904533211492107,0.0,0.09990235145363482,0.0,0.06468621557933688,0.0,-0.05169310427132342,0.0,-0.037396432240053346,0.0,-0.21287779704202836,0.0,-0.15600850244645176,0.0,,,,,,,,,,,,,,,,,
1,2,"1,""The image in these opening lines evidently refers to a bird knocking itself out, in full flight, against the outer surface of a glass pane in which a mirrored sky, with its slightly darker tint and slightly slower cloud, presents the illusion of continued space.""",-1.35,-4,0,1,266,45,image in these opening lines evidently refers to a bird knocking itself out in full flight against the outer surface of a glass pane in which a mirrored sky with its slightly darker tint and slightly slower cloud presents the illusion of continued space,-1.2620191668516483,-1.173913043478261,-0.49752844221587816,-0.5736907851233397,-2.62946328380333,-2.0,-0.9567321404240264,-1.6432655935443565,-0.05169310427132342,0.0,-0.037396432240053346,0.0,0.3976208676913676,1.0,0.076452690534199,0.4277382803821374,,,,,,,,,,,,,,,,,
2,3,"2,""We can visualize John Shade in his early boyhood, a physically unattractive but otherwise beautifully developed lad, experiencing his first eschatological shock, as with incredulous fingers he picks up from the turf that compact ovoid body and gazes at the wax-red streaks ornamenting those gray-brown wings and at the graceful tail feathers tipped with yellow as bright as fresh paint.""",1.4,2,2,-3,390,60,can visualize john shade in his early boyhood a physically unattractive but otherwise beautifully developed lad experiencing his first eschatological shock as with incredulous fingers he picks up from the turf that compact ovoid body and gazes at the wax red streaks ornamenting those gray brown wings and at the graceful tail feathers tipped with yellow as bright as fresh paint,1.0229496838110796,1.2173913043478262,0.22617824863724437,0.4462287289619894,1.4645851690821174,1.0,0.44773937508368095,0.6162588265741666,0.6809744776551797,1.0,0.14776139653735823,0.39905589656994545,-2.0443737912422164,-3.0,-0.679075239459904,-0.9624645892351277,,,,,,,,,,,,,,,,,
3,4,"3,""When in the last year of Shades life I had the fortune of being his neighbor in the idyllic hills of New Wye (see Foreword), I often saw those particular birds most convivially feeding on the chalk-blue berries of junipers growing at the corner of his house.""",3.5,2,3,2,262,47,in the last year of shades life i had the fortune of being his neighbor in the idyllic hills of new wye see foreword i often saw those particular birds most convivially feeding on the chalk blue berries of junipers growing at the corner of his house,2.7678349879535267,3.0434782608695654,0.9200263907676779,1.424068603754998,1.4645851690821174,1.0,0.5536677110453163,0.7866771364117366,1.0473082686184312,1.5,0.31714477085287807,0.7641143699158401,1.0081195324247636,2.0,0.28913416064902114,0.8190810465858329,,,,,,,,,,,,,,,,,
4,5,"4,(See also lines - .)",0.0,0,0,0,22,5,also lines,-0.14030718561721822,0.0,-0.0904533211492107,0.0,0.09990235145363482,0.0,0.06468621557933688,0.0,-0.05169310427132342,0.0,-0.037396432240053346,0.0,-0.21287779704202836,0.0,-0.15600850244645176,0.0,,,,,,,,,,,,,,,,,
5,6,"5,""My knowledge of garden Aves had been limited to those of northern Europe but a young New Wye gardener, in whom I was interested (see note to line ), helped me to identify the profiles of quite a number of tropical-looking little strangers and their comical calls; and, naturally, every tree top plotted its dotted line toward the ornithological work on my desk to which I would gallop from the lawn in nomenclatorial agitation.""",2.7,1,3,3,431,74,knowledge of garden aves had been limited to those of northern europe but a young new wye gardener in whom i was interested see note to line helped me to identify the profiles of quite a number of tropical looking little strangers and their comical calls and naturally every tree top plotted its dotted line toward the ornithological work on my desk to which i would gallop from the lawn in nomenclatorial agitation,2.103116776851642,2.347826086956522,0.4046811525492274,0.6977927912012301,0.7822437602678761,0.5,0.2199829329273688,0.24984253602699455,1.0473082686184312,1.5,0.18780262136619852,0.48535355397572816,1.6186181971581597,3.0,0.2681130336726844,0.7804012971220107,,,,,,,,,,,,,,,,,
6,7,"6,""How hard I found to fit the name robin to the suburban impostor, the gross fowl, with its untidy dull-red livery and the revolting gusto it showed when consuming long, sad, passive worms!""",-2.0,-5,-9,-4,191,33,hard i found to fit the name robin to the suburban impostor the gross fowl with its untidy dull red livery and the revolting gusto it showed when consuming long sad passive worms,-1.8021027133719294,-1.7391304347826089,-0.9127608687705018,-1.1588776572038335,-3.3118046926175717,-2.5,-1.6762271517226695,-2.800794621532546,-3.3486972229405874,-4.5,-1.552117603769775,-3.2645576973411368,-2.654872455975612,-4.0,-1.4238762147832091,-2.332929415328689,,,,,,,,,,,,,,,,,
7,8,"7,""Incidentally, it is curious to note that a crested bird called in Zemblan sampel (silktail), closely resembling a waxwing in shape and shade, is the model of one of the three heraldic creatures (the other two being respectively a reindeer proper and a merman azure, crined or) in the armorial bearings of the Zemblan King, Charles the Beloved (born ), whose glorious misfortunes I discussed so often with my friend.""",2.2,3,7,5,419,70,it is curious to note that a crested bird called in zemblan sampel silktail closely resembling a waxwing in shape and shade is the model of one of the three heraldic creatures the other two being respectively a reindeer proper and a merman azure crined or in the armorial bearings of the zemblan king charles the beloved born whose glorious misfortunes i discussed so often with my friend,1.6876678949129644,1.9130434782608698,0.3360401706616262,0.6010570862837937,2.1469265778963584,1.5,0.5571948593842724,0.7923516393954235,2.5126434324714375,3.5,0.518090277762284,1.197196189631031,2.839615526624952,5.0,0.5912474821314005,1.3749821454077988,,,,,,,,,,,,,,,,,
8,9,"8,""The poem was begun at the dead center of the year, a few minutes after midnight July , while I played chess with a young Iranian enrolled in our summer school; and I do not doubt that our poet would have understood his annotators temptation to synchronize a certain fateful fact, the departure from Zembla of the would-be regicide Gradus, with that date.""",-0.8,-4,-3,0,358,63,poem was begun at the dead center of the year a few minutes after midnight july while i played chess with a young iranian enrolled in our summer school and i do not doubt that our poet would have understood his annotators temptation to synchronize a certain fateful fact the departure from zembla of the would be regicide gradus with that date,-0.8050253967191028,-0.6956521739130436,-0.2627711890874987,-0.24284749382192383,-2.62946328380333,-2.0,-0.6649446398993393,-1.1738356509352719,-1.150694477161078,-1.5,-0.3019097151697265,-0.5700843759679994,-0.21287779704202836,0.0,-0.15600850244645176,0.0,,,,,,,,,,,,,,,,,
9,10,"9,""Actually, Gradus left Onhava on the Copenhagen plane on July .""",0.0,0,0,0,66,11,gradus left onhava on the copenhagen plane on july,-0.14030718561721822,0.0,-0.0904533211492107,0.0,0.09990235145363482,0.0,0.06468621557933688,0.0,-0.05169310427132342,0.0,-0.037396432240053346,0.0,-0.21287779704202836,0.0,-0.15600850244645176,0.0,,,,,,,,,,,,,,,,,
