,sent_no,sent_raw,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang,sent_clean,char_len,token_len,roberta15lg_stdscaler,roberta15lg_medianiqr,roberta15lg_lnorm_stdscaler,roberta15lg_lnorm_medianiqr,nlptown_stdscaler,nlptown_medianiqr,nlptown_lnorm_stdscaler,nlptown_lnorm_medianiqr,yelp_stdscaler,yelp_medianiqr,yelp_lnorm_stdscaler,yelp_lnorm_medianiqr,hinglish_stdscaler,hinglish_medianiqr,hinglish_lnorm_stdscaler,hinglish_lnorm_medianiqr,imdb2way_stdscaler,imdb2way_medianiqr,imdb2way_lnorm_stdscaler,imdb2way_lnorm_medianiqr,huggingface_stdscaler,huggingface_medianiqr,huggingface_lnorm_stdscaler,huggingface_lnorm_medianiqr,t5imdb50k_stdscaler,t5imdb50k_medianiqr,t5imdb50k_lnorm_stdscaler,t5imdb50k_lnorm_medianiqr,robertaxml8lang_stdscaler,robertaxml8lang_medianiqr,robertaxml8lang_lnorm_stdscaler,robertaxml8lang_lnorm_medianiqr,roberta15lg_roll10,roberta15lg_roll10_stdscale,nlptown_roll10,nlptown_roll10_stdscale,yelp_roll10,yelp_roll10_stdscale,hinglish_roll10,hinglish_roll10_stdscale,imdb2way_roll10,imdb2way_roll10_stdscale,huggingface_roll10,huggingface_roll10_stdscale,t5imdb50k_roll10,t5imdb50k_roll10_stdscale,robertaxml8lang_roll10,robertaxml8lang_roll10_stdscale,mean_lnorm_medianiqr_roll10,roberta15lg_roll100,roberta15lg_stdscaler_roll10,nlptown_roll100,nlptown_stdscaler_roll10,yelp_roll100,yelp_stdscaler_roll10,hinglish_roll100,hinglish_stdscaler_roll10,imdb2way_roll100,imdb2way_stdscaler_roll10,huggingface_roll100,huggingface_stdscaler_roll10,t5imdb50k_roll100,t5imdb50k_stdscaler_roll10,robertaxml8lang_roll100,robertaxml8lang_stdscaler_roll10
0,0,CANTO ONE,-0.9876901507377625,0.27884918451309204,4.408440560102463,0.9981473088264464,1.7045936584472656,0.9373725652694702,1,-1.3854566514492035,canto one,9,2,-1.0418776043437759,-0.9685549595397536,-2.091398212681007,-2.4384968081388516,1.2402231655545872,0.567585417932488,2.966141160059259,4.7626294839395324,-1.3110593875991603,-0.7747968592557115,-0.4178890221823186,-0.08375868076888898,0.9756075522189828,1.0289895846607875,2.7353593971819032,4.971426075894902,0.600355318182814,-0.014661707169291346,1.9748987228624981,2.8217470708641006,1.235820252289436,0.9600004828090191,2.1611959778060377,2.74183782433057,1.351155000253762,1.0,2.702302976008999,3.238307026382975,-0.9176733729331937,-0.4549896550693868,-2.721814985746293,-3.2606085057685954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,"I was the shadow of the waxwing slain by the false azure in the windowpane; i was the smudge of ashen fluffand i lived on, flew on, in the reflected sky.",-0.988539218902588,0.4085513949394226,0.3268199563026428,-0.7159974575042725,0.6838027834892273,0.991158962249756,1,-0.3772174417972565,i was the shadow of the waxwing slain by the false azure in the windowpane i was the smudge of ashen fluffand i lived on flew on in the reflected sky,153,31,-1.0427384875239971,-0.9689809824007922,-0.1736956451701531,-0.2551150076206515,-1.2853207205717758,-0.5463824007504446,-0.6316776256413746,-0.3731886711626574,-1.2154126493756496,-0.7249175983753015,-0.7107597596467989,-0.4888232801897335,-0.03271062250803475,-0.19128755943238754,-0.3289383319622227,-0.39291449042557125,0.6662165690510725,0.019330249374271292,-0.04917080453883258,-0.15911163345358334,-0.5889798624821977,0.09543632666332123,-0.06887431792290974,0.04718231575955397,1.351155000253762,1.0,0.3196562259840065,0.39424573731252444,-0.01593289722228437,0.02383243917120928,0.17052474931437875,0.054478356125860314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,"and from the inside, too, id duplicate myself, my lamp, an apple on a plate: uncurtaining the night, id let dark glass hang all the furniture above the grass, and how delightful when a fall of snow",-0.9977447390556335,4.465284794569016,4.304756939411163,0.9966382384300232,1.815148651599884,0.9945715069770812,-1,-0.385816365480423,and from the inside too id duplicate myself my lamp an apple on a plate uncurtaining the night id let dark glass hang all the furniture above the grass and how delightful when a fall of snow,197,37,-1.052072105004017,-0.9735998836803569,-0.15316565581826883,-0.23174078584343474,1.1760678802533082,0.5392877812861251,-0.4573276471921079,-0.12430738002585404,1.7761579355939283,0.8351704132112715,-0.46006262572839185,-0.14208828370026927,1.0848117111092046,1.1611495937469416,-0.2287973963000865,-0.21760839062575651,0.670395217873151,0.021486911255094422,-0.07288561918352365,-0.1940365758520128,1.2342137649689477,0.9592393521277167,0.14576539873338734,0.3065374114055219,-0.8090502585106114,0.0,0.01614464925006975,0.03195723350277151,-0.0236235300189766,0.019748731052368945,0.17795608321253228,0.06299586085515965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,"Covered my glimpse of lawn and reached up so as to make chair and bed exactly stand upon that snow, out in that crystal land! retake the falling snow: each drifting flake shapeless and slow, unsteady and opaque, a dull dark white against the days pale white and abstract larches in the neutral light.",0.9787662029266356,1.506742298603058,4.357044219970703,-0.9910609126091005,0.9282811284065248,-0.9990369081497192,-1,-0.3863968849182129,covered my glimpse of lawn and reached up so as to make chair and bed exactly stand upon that snow out in that crystal land retake the falling snow each drifting flake shapeless and slow unsteady and opaque a dull dark white against the days pale white and abstract larches in the neutral light,300,54,0.95194252652477,0.01812125398670251,0.03497263273480267,-0.017537748226083817,1.2084211620885632,0.5535581786414178,-0.5160776344943611,-0.2081718738681076,-0.4055700296015076,-0.30258901661651594,-0.6764178952126012,-0.44132562412195936,0.20878052377344525,0.10096753791119858,-0.3469820751869869,-0.42450175521002403,-1.7707711612368566,-1.2384348239135468,-0.28429067355303217,-0.5053740017274796,-0.8817998356278793,-0.043297582292501295,-0.04853529949380959,0.0717585132695017,-0.8090502585106114,0.0,0.05969735525054016,0.08394419513227237,-0.02414273009469357,0.01947303702034861,0.1919260890240552,0.07900773600418921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,"and then the gradual and dual blue as night unites the viewer and the view, and in the morning, diamonds of frost",0.9987688064575196,4.7791748046875,4.440354377031326,0.9996381402015686,0.92472642660141,0.9992022514343262,1,-0.4934516251087189,and then the gradual and dual blue as night unites the viewer and the view and in the morning diamonds of frost,113,22,0.9722234717465347,0.028157628847373224,0.14872188107948162,0.11197036365007729,1.259970161429856,0.5762954300774178,-0.31651267241237485,0.07670332870087113,2.0076309037884856,0.9558823243729334,-0.23500106321174097,0.1691905844280054,0.20526925567362073,0.09671816473079413,-0.25488045852302255,-0.26326923730054647,0.6760655479106361,0.024413451666654425,0.013430621278358854,-0.06691815762498705,1.2374073231820837,0.9607524142649293,0.22510421938281577,0.4024046988699414,1.351155000253762,1.0,0.3871836503646988,0.4748502724286699,-0.11988944518209793,-0.03136824588720314,0.12671982398381565,0.004270861242285972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,Express amazement: whose spurred feet have crossed from left to right the blank page of the road?,-0.9966149330139159,1.3746216893196106,0.379277229309082,-0.9897830486297609,0.9113455414772034,0.9877446293830872,1,-1.4403135478496552,express amazement whose spurred feet have crossed from left to right the blank page of the road,97,17,-1.0509265774026768,-0.9730329996276375,-0.2851739696732848,-0.38203758101446444,-1.252862254196695,-0.5320656085599512,-0.612296431502478,-0.34552238371046107,-0.5030001758459487,-0.35339831521263276,-0.552988756984884,-0.27061285552679043,0.19205186708242022,0.08072234356372408,-0.2119838289811501,-0.18817466413902828,0.6620357306587586,0.017172457424169056,0.07247089012411996,0.020030782078726946,-0.8804394800838415,-0.04265306532131709,-0.2194927350528335,-0.13481407609800872,1.351155000253762,1.0,0.45557562338858243,0.5564867814740571,-0.9667358209937523,-0.4810417008205843,-0.13920574808395855,-0.30052264538398626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,"reading from left to right in winters code: a dot, an arrow pointing back; repeat: dot, arrow pointing back a pheasants feet! torquated beauty, sublimated grouse, finding your china right behind my house.",0.9939786195755004,4.555999040603638,0.6180270910263062,0.9870079159736632,0.92620187997818,-0.6167024970054626,-1,-0.3964698612689972,reading from left to right in winters code a dot an arrow pointing back repeat dot arrow pointing back a pheasants feet torquated beauty sublimated grouse finding your china right behind my house,204,33,0.9673666281058431,0.025754136165713894,0.08500915714328586,0.03943085504197673,-1.1051333709653366,-0.46690529884856097,-0.6181890027894499,-0.35393391758652604,1.8430536478188542,0.8700561682701692,-0.4195502554212102,-0.08605630456798166,0.20672668098203242,0.09848195599991334,-0.30665302254376603,-0.35390196621506625,-1.302604041264694,-0.9968069139145243,-0.2851528531622861,-0.5066437385414265,1.2239617641643301,0.9543821009950038,0.15851629548082927,0.32194467198628457,-0.8090502585106114,0.0,-0.0006223315299819943,0.011943221366632053,-0.03315171367659234,0.014689287702383147,0.17118163616054255,0.05523125417828191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,"was he in sherlock holmes, the fellow whose tracks pointed back when he reversed his shoes?",-0.997691571712494,0.4949950277805328,0.32957231998443604,-0.9919285178184508,0.8591594099998474,0.9736409187316896,-1,0.6799842119216919,was he in sherlock holmes the fellow whose tracks pointed back when he reversed his shoes,91,16,-1.0520181978227776,-0.9735732067837584,-0.3007273952933808,-0.39974578405384886,-1.283617667803354,-0.5456312176140269,-0.615118203786325,-0.3495504101865425,-1.1516662298330225,-0.691674182555637,-0.6693725528514358,-0.43158132939994304,0.140503380386284,0.018337828730481058,-0.21166153148951267,-0.187610452152585,0.6447657873731824,0.008259186662771765,0.08526638241004222,0.03887477633888976,-0.8827234484502596,-0.0437351768180181,-0.23566428882454554,-0.15435461100247108,-0.8090502585106114,0.0,-0.16535189582394116,-0.1846872598278534,0.9295981960149837,0.5259072494169614,0.4039086445918601,0.32197386352893526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,all colors made me happy: even gray.,0.998693346977234,3.509481132030487,4.686935365200043,0.99984872341156,1.9697771072387693,0.9954696297645568,1,1.7990314960479736,all colors made me happy even gray,36,7,0.9721469622269727,0.028119766794577505,0.5539095773710166,0.5732929153662866,1.412544633080833,0.643593033696742,0.4530306858994456,1.1752118935191251,1.071316418989083,0.46759934347002385,0.42629413785676584,1.0838168732774633,1.2375508136771693,1.345996044544529,0.6316876240660482,1.288751339879415,0.6714949660164987,0.022054507384908495,0.4635867647147035,0.5960293549474143,1.2376315004355511,0.9608586262365322,0.642273994361538,0.9064824556602487,1.351155000253762,1.0,0.8850498962147391,1.0691314502583582,1.9304422622553565,1.0573531196133497,1.3187263549102803,1.3705022005506393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,My eyes were such that literally they took photographs.,-0.9930045604705809,4.710977435112,0.5024426579475403,0.7850736975669861,0.6186136603355408,0.994299590587616,1,0.5369824171066284,my eyes were such that literally they took photographs,55,9,-1.0472659655394019,-0.9712214828330544,-0.5006090104437113,-0.6273190731400068,-1.176652403876357,-0.49845093997713336,-0.5571308696966435,-0.26677458935659853,1.9573398876687198,0.929655829255904,0.47812829431154746,1.1555078247274009,-0.09710322170038349,-0.2692161528195383,-0.15603473107460922,-0.09023052095261506,0.6700622572260877,0.021315065386750202,0.31610296254131315,0.37882912071492236,1.0089918315409556,0.8525324261233621,0.4041181138055946,0.6187121299141338,1.351155000253762,1.0,0.7228888000821547,0.8755668372501237,0.8017014575727602,0.4579943789215261,0.47706327225711737,0.40582084115751177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
