,sent_no,sent_raw,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang
0,0,CANTO ONE,-0.9876901507377625,0.27884918451309204,4.408440560102463,0.9981473088264465,1.7045936584472656,0.9373725652694702,1,-1.3854566514492035
1,1,"I was the shadow of the waxwing slain By the false azure in the windowpane; I was the smudge of ashen fluff and I Lived on, flew on, in the reflected sky.",-0.9910544753074646,0.38012051582336426,4.282854348421097,0.9175324440002441,0.5824664235115051,0.9920156002044678,-1,-0.38604074716567993
2,2,"And from the inside, too, I d duplicate Myself, my lamp, an apple on a plate: Uncurtaining the night, I d let dark glass Hang all the furniture above the grass, And how delightful when a fall of snow Covered my glimpse of lawn and reached up so As to make chair and bed exactly stand Upon that snow, out in that crystal land!",-0.9944391846656799,4.5076993107795715,4.548620223999023,0.9988512992858887,1.542653203010559,0.9906358122825623,-1,1.4063004553318024
3,3,"Retake the falling snow: each drifting flake Shapeless and slow, unsteady and opaque, A dull dark white against the day s pale white And abstract larches in the neutral light.",-0.998916745185852,1.5881744027137756,0.5920547246932983,-0.9989042282104492,0.9246160387992859,-0.9979628324508667,-1,-0.41547033190727234
4,4,"And then the gradual and dual blue As night unites the viewer and the view, And in the morning, diamonds of frost",0.9986941814422607,4.758649408817291,4.440354377031326,0.9996381402015686,0.9247264266014099,0.9992093443870544,1,-0.49149149656295776
5,5,Express amazement: Whose spurred feet have crossed From left to right the blank page of the road?,-0.9948856830596924,0.3564240336418152,0.37927722930908203,-0.9897830486297607,0.9113455414772034,0.9288029074668884,1,-1.3940949738025665
6,6,"Reading from left to right in winter s code: A dot, an arrow pointing back; repeat: Dot, arrow pointing back A pheasant s feet!",-0.9968965649604797,0.3360801041126251,0.49649834632873535,-0.9863532185554504,0.9426554441452026,0.9796813130378723,-1,0.6050642728805542
7,7,"Torquated beauty, sublimated grouse, Finding your China right behind my house.",0.9986284971237183,4.5419198870658875,4.3613846600055695,0.998940646648407,1.833000361919403,0.99692702293396,-1,1.452009916305542
8,8,"Was he in Sherlock Holmes, the fellow whose Tracks pointed back when he reversed his shoes?",-0.9895069003105164,0.5212584733963013,0.32957231998443604,-0.9919285178184509,0.8591594099998474,0.9964045882225037,1,0.6934080719947815
9,9,All colors made me happy: even gray.,0.9987019300460815,3.5048118829727173,4.686935365200043,0.9998487234115601,1.9697771072387695,0.9959847927093506,1,1.8471478819847107
10,10,My eyes were such that literally they Took photographs.,-0.9924070239067078,0.4096446931362152,0.5024426579475403,0.7850736975669861,0.6186136603355408,0.9918767809867859,-1,0.5778927206993103
11,11,"Whenever I d permit, Or, with a silent shiver, order it, Whatever in my field of vision dwelt An indoor scene, hickory leaves, the svelte Stilettos of a frozen stillicide Was printed on my eyelids nether side Where it would tarry for an hour or two, And while this lasted all I had to do Was close my eyes to reproduce the leaves, Or indoor scene, or trophies of the eaves.",0.9710713028907776,0.4134157598018646,0.36473608016967773,-0.9977778792381287,0.9280420541763306,-0.9000294804573059,-1,-0.39032700657844543
12,12,"I cannot understand why from the lake I could make out our front porch when I d take Lake Road to school, whilst now, although no tree Has intervened, I look but fail to see Even the roof.",-0.9994886517524719,1.4348627924919128,2.402986764907837,-0.9994091391563416,-1.6468886137008667,0.9293999671936035,-1,-1.664141297340393
13,13,"Maybe some quirk in space Has caused a fold or furrow to displace The fragile vista, the frame house between Goldsworth and Wordsmith on its square of green.",-0.985718309879303,2.3262531757354736,2.4309381246566772,-0.9951056241989136,0.8689867854118347,0.9953173398971558,-1,-1.6422343254089355
14,14,I had a favorite young shagbark there,0.998741626739502,3.619727313518524,4.4302703738212585,0.9980472326278687,1.9697572588920593,0.9909403920173645,1,1.4448626935482025
15,15,"With ample dark jade leaves and a black, spare, Vermiculated trunk.",0.9971124529838562,3.49828764796257,2.2933075726032257,0.9814033508300781,0.8759360313415527,0.8273743987083435,-1,0.7477670311927795
16,16,"The setting sun Bronzed the black bark, around which, like undone Garlands, the shadows of the foliage fell.",-0.9837281107902527,4.451176047325134,1.4259037375450134,-0.9978349804878235,-1.6043666005134583,0.9891337752342224,-1,1.3972523510456085
17,17,It is now stout and rough; it has done well.,0.9982626438140869,2.616716742515564,3.421598970890045,0.9991987347602844,1.9602228999137878,0.995625913143158,-1,1.4865882098674774
18,18,White butterflies turn lavender as they Pass through its shade where gently seems to sway The phantom of my little daughter s swing.,0.9919247031211853,4.459066599607468,2.28860405087471,0.9990878105163574,-1.4896802008152008,0.9926746487617493,1,1.3582933843135834
19,19,The house itself is much the same.,0.991002082824707,2.6240748167037964,1.4059444963932037,-0.9745070338249207,1.4833414256572723,-0.6898884177207947,1,0.5343635678291321
