,sent_no,sent_raw,jockers_rinker,jockers,huliu,lmcd,nrc,senticnet,sentiword,sent_clean,char_len,token_len,jockers_rinker_stdscaler,jockers_rinker_medianiqr,jockers_rinker_lnorm_stdscaler,jockers_rinker_lnorm_medianiqr,jockers_stdscaler,jockers_medianiqr,jockers_lnorm_stdscaler,jockers_lnorm_medianiqr,huliu_stdscaler,huliu_medianiqr,huliu_lnorm_stdscaler,huliu_lnorm_medianiqr,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,lmcd_stdscaler,lmcd_medianiqr,lmcd_lnorm_stdscaler,lmcd_lnorm_medianiqr,jockers_rinker_stdscaler_roll10,jockers_stdscaler_roll10,huliu_stdscaler_roll10,senticnet_stdscaler_roll10,sentiword_stdscaler_roll10,nrc_stdscaler_roll10,lmcd_stdscaler_roll10,lmcd_stdscaler_roll10_mean,mean_stdscaler_roll10,jockers_rinker_roll100,jockers_roll100,huliu_roll100,senticnet_roll100,sentiword_roll100,nrc_roll100,lmcd_roll100
0,1,"0,""Lines - : I was the shadow of the waxwing slain, etc.""",0.0,0.0,0.0,0.0,0.0,-0.164438438328756,-0.0988211768802618,i was the shadow of the waxwing slain etc,41,9,-0.08296238920099665,0.0,-0.03353148045833331,0.0,-0.11144503177772537,0.0,-0.03514119670023895,0.0,0.06267744610841489,0.0,0.02376652546217719,0.0,-0.7543238569847462,-0.5580356972412249,-0.16244044456827647,-1.1336761580518102,-0.558263934876309,-0.5110522123758688,-0.004886605086145991,-1.3170817385788705,-0.1845324457684505,0.0,-0.09154700586010794,0.0,0.1538057658345585,0.0,0.07838487812139548,0.0,,,,,,,,,,,,,,,,
1,2,"1,""The image in these opening lines evidently refers to a bird knocking itself out, in full flight, against the outer surface of a glass pane in which a mirrored sky, with its slightly darker tint and slightly slower cloud, presents the illusion of continued space.""",-0.0374317779433465,-0.0374317779433465,-0.149518412095486,-0.14922026969848598,0.14907119849998599,-0.07986176410119901,0.14902927222540802,image in these opening lines evidently refers to a bird knocking itself out in full flight against the outer surface of a glass pane in which a mirrored sky with its slightly darker tint and slightly slower cloud presents the illusion of continued space,253,44,-0.22051419067479827,-0.1255912354090605,-0.05245099657723083,-0.07763585884669631,-0.25620178788548836,-0.1353327037954075,-0.05551308850560063,-0.08468330940740573,-0.3994248860320294,-0.4159778864567627,-0.0434642648662165,-0.38232989146801094,-0.5020795019051099,-0.35357190619173406,-0.06681808671249274,-0.2591426791477687,0.9373898074740137,0.770702613386632,0.027762402352012685,0.40663776493222814,0.24650848072018092,0.4520640931752575,-0.02810076743457383,0.3010527873811307,-0.7678878563236672,-0.14922026969848598,-0.11042703387203402,-0.003390599175153056,,,,,,,,,,,,,,,,
2,3,"2,""We can visualize John Shade in his early boyhood, a physically unattractive but otherwise beautifully developed lad, experiencing his first eschatological shock, as with incredulous fingers he picks up from the turf that compact ovoid body and gazes at the wax-red streaks ornamenting those gray-brown wings and at the graceful tail feathers tipped with yellow as bright as fresh paint.""",0.39998689998709996,0.39998689998709996,0.5396235396238089,0.285623285623428,-0.254127254127381,0.32623995824012103,0.00253735670402464,can visualize john shade in his early boyhood a physically unattractive but otherwise beautifully developed lad experiencing his first eschatological shock as with incredulous fingers he picks up from the turf that compact ovoid body and gazes at the wax red streaks ornamenting those gray brown wings and at the graceful tail feathers tipped with yellow as bright as fresh paint,379,61,1.38688279801984,1.3420374793003778,0.11230483402701348,0.5984364216798246,1.4353905530926077,1.4461324476738975,0.1218903891668371,0.6527599154643708,1.7304405840609203,1.5012964380044138,0.19879744338753907,0.995370596226469,0.7090921123050359,0.6281774763653303,-0.025150955994630887,0.12193243340695849,0.053384220781646445,0.0131219015813759,0.0201548635755018,0.004994223773222389,-0.919344053693428,-0.7706505873985008,-0.1695684030449811,-0.37021200437981105,1.9180242679919894,0.285623285623428,0.33908757498120334,0.004681581472273857,,,,,,,,,,,,,,,,
3,4,"3,""When in the last year of Shades life I had the fortune of being his neighbor in the idyllic hills of New Wye (see Foreword), I often saw those particular birds most convivially feeding on the chalk-blue berries of junipers growing at the corner of his house.""",0.6899335716816031,0.6899335716816031,0.288675134594813,0.0,0.288675134594813,-0.19745379206285196,0.11366583424670801,in the last year of shades life i had the fortune of being his neighbor in the idyllic hills of new wye see foreword i often saw those particular birds most convivially feeding on the chalk blue berries of junipers growing at the corner of his house,249,47,2.452359492268102,2.3148675905489577,0.29293452417560534,1.3396467697548224,2.5566768489843925,2.494420004206361,0.3163862991794419,1.4612541625100703,0.9548582220922379,0.8031283283337994,0.1452854828874882,0.6910573202662967,-0.8527899729256079,-0.6378501904092927,-0.08069728335456745,-0.386077659585011,0.7239891114249773,0.5878211320404894,0.02555986121812161,0.29035358333912265,0.6501747191436922,0.8754183521430653,0.023475448442363475,0.5457822455435228,0.1538057658345585,0.0,0.07838487812139548,0.0,,,,,,,,,,,,,,,,
4,5,"4,(See also lines - .)",0.0,0.0,0.0,0.0,0.0,0.0219393102292058,0.11547005383792501,also lines,10,2,-0.08296238920099665,0.0,-0.03353148045833331,0.0,-0.11144503177772537,0.0,-0.03514119670023895,0.0,0.06267744610841489,0.0,0.02376652546217719,0.0,-0.19846450905498467,-0.10746819283806204,0.007241435679617209,0.41818355726678563,0.7348766760566435,0.5971516261998592,0.15072674902363356,6.898597528053492,-0.1845324457684505,0.0,-0.09154700586010794,0.0,0.1538057658345585,0.0,0.07838487812139548,0.0,,,,,,,,,,,,,,,,
5,6,"5,""My knowledge of garden Aves had been limited to those of northern Europe but a young New Wye gardener, in whom I was interested (see note to line ), helped me to identify the profiles of quite a number of tropical-looking little strangers and their comical calls; and, naturally, every tree top plotted its dotted line toward the ornithological work on my desk to which I would gallop from the lawn in nomenclatorial agitation.""",0.552228595470576,0.43598095672675696,0.232379029848895,0.0,0.377921073556156,0.43124781786766403,-0.145793913591207,knowledge of garden aves had been limited to those of northern europe but a young new wye gardener in whom i was interested see note to line helped me to identify the profiles of quite a number of tropical looking little strangers and their comical calls and naturally every tree top plotted its dotted line toward the ornithological work on my desk to which i would gallop from the lawn in nomenclatorial agitation,415,73,1.9463304284495972,1.8528393612061334,0.1347194523085909,0.6904143628742595,1.5745873313134418,1.5762671430259505,0.10788890431226575,0.5945575606987369,0.780869206766835,0.6465059141457712,0.08675186789839959,0.3581867626438741,1.0222711308932637,0.8820335810836774,-0.021896591802247223,0.15169587474646612,-0.8417209538313511,-0.7539710054455405,0.01551825950589928,-0.2397974404135386,0.9082302832119502,1.1460600647750174,0.005410685391573293,0.4600648349486762,0.1538057658345585,0.0,0.07838487812139548,0.0,,,,,,,,,,,,,,,,
6,7,"6,""How hard I found to fit the name robin to the suburban impostor, the gross fowl, with its untidy dull-red livery and the revolting gusto it showed when consuming long, sad, passive worms!""",-0.471621109141899,-0.471621109141899,-0.857492925712544,0.0,-0.6859943405700349,-0.6059045013084841,-0.174918348596243,hard i found to fit the name robin to the suburban impostor the gross fowl with its untidy dull red livery and the revolting gusto it showed when consuming long sad passive worms,178,33,-1.8160441913458418,-1.5823848343984646,-0.35134227825111203,-1.3041303002856017,-1.9353055487602375,-1.7051223151559436,-0.37734906007911706,-1.4225136601468549,-2.5874943635857988,-2.3856466229840243,-0.4902888803178765,-2.923344297165398,-2.0709672857184915,-1.6252782399506962,-0.16304853321955776,-1.1392375549427878,-1.0174723812195225,-0.9045875778585103,0.008007668280265324,-0.6363225906205154,-2.1680922420311295,-2.0803039930827465,-0.4808058716242669,-1.8470356865783084,0.1538057658345585,0.0,0.07838487812139548,0.0,,,,,,,,,,,,,,,,
7,8,"7,""Incidentally, it is curious to note that a crested bird called in Zemblan sampel (silktail), closely resembling a waxwing in shape and shade, is the model of one of the three heraldic creatures (the other two being respectively a reindeer proper and a merman azure, crined or) in the armorial bearings of the Zemblan King, Charles the Beloved (born ), whose glorious misfortunes I discussed so often with my friend.""",0.264848876788692,0.264848876788692,0.36115755925730797,0.0,0.6019292654288461,0.17648566062373802,0.28842443968465503,it is curious to note that a crested bird called in zemblan sampel silktail closely resembling a waxwing in shape and shade is the model of one of the three heraldic creatures the other two being respectively a reindeer proper and a merman azure crined or in the armorial bearings of the zemblan king charles the beloved born whose glorious misfortunes i discussed so often with my friend,388,68,0.8902866019566094,0.8886218998984612,0.05309412800476319,0.35546646483377575,0.9127826797870777,0.9575477458548419,0.0581343137353133,0.3877341871739504,1.1788727565319344,1.0047829967709616,0.1288534890393466,0.5976114096370159,0.2624597923699418,0.2661470265250249,-0.041163561079932416,-0.024514062429143592,1.7785700620519886,1.4915826005868429,0.029706332510829263,0.5092684600479184,1.555952308240524,1.8253734475192116,0.07423454134237512,0.7866344502084461,0.1538057658345585,0.0,0.07838487812139548,0.0,,,,,,,,,,,,,,,,
8,9,"8,""The poem was begun at the dead center of the year, a few minutes after midnight July , while I played chess with a young Iranian enrolled in our summer school; and I do not doubt that our poet would have understood his annotators temptation to synchronize a certain fateful fact, the departure from Zembla of the would-be regicide Gradus, with that date.""",-0.131027683976532,-0.050395263067896996,-0.156225315510481,0.0251976315339485,0.15118578920369102,0.184900220196114,-0.0724431906601019,poem was begun at the dead center of the year a few minutes after midnight july while i played chess with a young iranian enrolled in our summer school and i do not doubt that our poet would have understood his annotators temptation to synchronize a certain fateful fact the departure from zembla of the would be regicide gradus with that date,343,62,-0.564454184786826,-0.43962455452441734,-0.08053412252469662,-0.19287440872978373,-0.30633437996597557,-0.18220152993485103,-0.05460690714857649,-0.0809164311533252,-0.4201532743694512,-0.4346372841064485,-0.026089148108849432,-0.28352060376456706,0.2875556615560772,0.2864891925642188,-0.038913304500160034,-0.003933888929311604,-0.39908595497671595,-0.3746388580584355,0.017403052706163814,-0.1402889084762411,0.2526228418123362,0.45847667010846926,-0.045878926787725496,0.21669531307547926,0.30944478408094467,0.0251976315339485,0.10101312600817496,0.00040634787185854705,,,,,,,,,,,,,,,,
9,10,"9,""Actually, Gradus left Onhava on the Copenhagen plane on July .""",0.0,0.0,0.0,0.0,0.0,-0.025298221281347,0.15811388300841903,gradus left onhava on the copenhagen plane on july,50,9,-0.08296238920099665,0.0,-0.03353148045833331,0.0,-0.11144503177772537,0.0,-0.03514119670023895,0.0,0.06267744610841489,0.0,0.02376652546217719,0.0,-0.3393473326024621,-0.22166474715611414,-0.07259617723311228,-0.31198736649631675,0.9922108988395313,0.8176835398013909,0.05997526462004887,2.1073307817261946,-0.1845324457684505,0.0,-0.09154700586010794,0.0,0.1538057658345585,0.0,0.07838487812139548,0.0,,,,,,,,,,,,,,,,
