,sent_no,sent_no,parag_no,sect_no,sent_raw,sent_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang
0,0,0,0,0,"""Yes, of course, if it's fine tomorrow,"" said Mrs. Ramsay.", yes  of course  if it is fine tomorrow   said mrs  ramsay ,58,10,1.05,0.923507942033997,1.0769230769230769,0.923507942033997,2.3167940937729505,1.05,0.9379380352392388,1.3125,0.9379380352392388,2.433944005676001,29.429982966380248,0.9852866495102868,1.5360562061307843,0.9852866495102868,10.913232445792127,0.25,0.22811862624119025,0.3773584905660379,0.22811862624119025,0.6109058684291842,-0.7019999999999998,-0.782224922510472,-0.6234522942461763,-0.782224922510472,-0.9701253808007878,0.0,-0.13845285763131185,0.0,-0.13845285763131185,0.0,1.20101112030975,1.2541043403192906,3.2896383120338535,1.2541043403192906,10.181997808538167,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.5423}",0.5423,1.2135532517449463,1.3582968065122103,1.2135532517449463,4.016551946222276,0.4166666666666667,1.4281866747481613,3.1205673758865253,1.4281866747481613,10.10188281011135,0.17304185583720652,0.6456401534486893,1.6079192033964416,0.6456401534486893,4.363389966773894,0.9970451593399048,4.530779778957367,2.391533136367798,0.9985311031341553,-0.4947965741157532,0.7859854698181152,1,1.626460313796997
1,1,1,0,0,"""But you'll have to be up with the lark,"" she added.", but you will have to be up with the lark   she added ,52,11,0.0,-0.07098661903371535,0.0,-0.07098661903371535,0.0,0.0,-0.08146617774746459,0.0,-0.08146617774746459,0.0,0.0,0.027721627526289358,0.0,0.027721627526289358,0.0,-0.34375,-0.5917556273577315,-0.5188679245283022,-0.5917556273577315,-0.7636323355364801,0.713,0.2354605758792,0.4071376547705754,0.2354605758792,0.6042083337592321,0.0,-0.13845285763131185,0.0,-0.13845285763131185,0.0,0.0,-0.09714191091649124,0.0,-0.09714191091649124,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.15366325863644595,0.0,-0.15366325863644595,0.0,0.0,-0.2284188409795207,0.0,-0.2284188409795207,0.0,0.0,-0.27238351099745245,0.0,-0.27238351099745245,0.0,0.8618898391723633,2.399060159921646,2.4403727054595947,-0.9741430878639221,0.846855640411377,-0.5374225378036499,-1,0.680817723274231
2,2,2,1,0,"To her son these words conveyed an extraordinary joy, as if it were settled, the expedition were bound to take place, and the wonder to which he had looked forward, for years and years it seemed, was, after a night's darkness and a day's sail, within touch.",to her son these words conveyed an extraordinary joy  as if it were settled  the expedition were bound to take place  and the wonder to which he had looked forward  for years and years it seemed  was  after a night own darkness and a day own sail  within touch ,257,47,2.7,2.486285109426116,2.7692307692307696,2.486285109426116,1.2675469206052616,1.7000000000000002,1.5689977861357691,2.125,1.5689977861357691,0.8384406909116923,40.88457625421077,1.3579853998292808,2.1339124511913368,1.3579853998292808,3.2257078994055837,-0.229166666666667,-0.4335342801719751,-0.3459119496855353,-0.4335342801719751,-0.11914830767235875,3.015000000000001,1.8910874432240945,2.0837581937363447,1.8910874432240945,0.5964048218711884,7.19848067812975,0.6033364547528072,0.9570982477949735,0.6033364547528072,0.6260713643586566,0.5010245578806798,0.4665560800219508,1.3723349875803204,0.4665560800219508,0.9037475358456558,"{'neg': 0.039, 'neu': 0.886, 'pos': 0.075, 'compound': 0.4215}",0.4215,0.9089990299967032,1.0557294927989982,0.9089990299967032,0.6642223803785646,0.5833333333333334,2.090828881039234,4.368794326241135,2.090828881039234,3.009071475352317,0.3284716129024282,2.900193944925065,5.556772023647243,2.900193944925065,3.208370601147935,0.998680830001831,4.715060710906982,4.658196032047272,0.9997966885566711,1.9596862196922302,0.9989745020866394,1,1.5568016171455383
3,3,3,1,0,"Since he belonged, even at the age of six, to that great clan which cannot keep this feeling separate from that, but must let future prospects, with their joys and sorrows, cloud what is actually at hand, since to such people even in earliest childhood any turn in the wheel of sensation has the power to crystallise and transfix the moment upon which its gloom or radiance rests, James Ramsay, sitting on the floor cutting out pictures from the illustrated catalogue of the Army and Navy stores, endowed the picture of a refrigerator, as his mother spoke, with heavenly bliss.",since he belonged  even at the age of six  to that great clan which cannot keep this feeling separate from that  but must let future prospects  with their joys and sorrows  cloud what is actually at hand  since to such people even in earliest childhood any turn in the wheel of sensation has the power to crystallise and transfix the moment upon which its gloom or radiance rests  james ramsay  sitting on the floor cutting out pictures from the illustrated catalogue of the army and navy stores  endowed the picture of a refrigerator  as his mother spoke  with heavenly bliss ,577,100,4.4,4.096419160678604,4.512820512820514,4.096419160678604,0.9708470488191412,4.4,4.190322905244434,5.5,4.190322905244434,1.0199384404737526,53.52201450545525,1.7691704436907836,2.793505610915351,1.7691704436907836,1.98470446256236,0.28125000000000044,0.27126990274639723,0.42452830188679336,0.27126990274639723,0.06872691019828332,2.4859999999999998,1.510624101423291,1.6984705025491629,1.510624101423291,0.13828950740742008,13.693780863428485,1.2726643968030735,1.8207027643895703,1.2726643968030735,0.5597630517211599,2.125321636564776,2.2940373592119827,5.821377806422645,2.2940373592119827,1.8018168091865936,"{'neg': 0.079, 'neu': 0.693, 'pos': 0.228, 'compound': 0.9631}",0.9631,2.2744507394242564,2.4122730118973075,2.2744507394242564,0.7133212574970818,0.011111111111111129,-0.18424269389344908,0.08321513002364077,-0.18424269389344908,0.026938354160296968,0.014445115560217131,-0.19574911606577716,0.13422520575833893,-0.19574911606577716,0.03642452399703666,0.9967601299285889,4.855800449848175,4.5267608761787415,0.9981042146682739,0.752391517162323,0.9990336298942566,1,-1.3738091588020325
4,4,4,1,0,It was fringed with joy.,it was fringed with joy ,24,5,0.75,0.6393666388717935,0.7692307692307693,0.6393666388717935,3.309705848247072,0.75,0.6466796886716092,0.9375,0.6466796886716092,3.4770628652514293,38.32242933372549,1.2746206804190312,2.0001848278105765,1.2746206804190312,28.421462539353172,0.125,0.05551352022036462,0.18867924528301894,0.05551352022036462,0.6109058684291842,0.889,0.36204195235735015,0.5353241077931538,0.36204195235735015,1.9215945042784839,8.613681450752807,0.7491701181255451,1.1452610338493685,0.7491701181255451,7.042058966058494,1.754962832038892,1.8773501714208356,4.806943808298478,1.8773501714208356,29.75663989735145,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.5859}",0.5859,1.3234751397269282,1.4675015654351908,1.3234751397269282,8.678951817413356,0.8,2.9522637492176287,5.991489361702127,2.9522637492176287,38.791229990827595,0.3284716129024282,2.3483834007390043,4.5902754016144005,2.3483834007390043,24.913144379176842,0.9987564086914062,3.411103516817093,4.53439462184906,0.9996926784515381,1.967228889465332,0.9988803863525391,1,1.8791057467460632
5,5,5,1,0,"The wheelbarrow, the lawnmower, the sound of poplar trees, leaves whitening before rain, rooks cawing, brooms knocking, dresses rustling - all these were so coloured and distinguished in his mind that he had already his private code, his secret language, though he appeared the image of stark and uncompromising severity, with his high forehead and his fierce blue eyes, impeccably candid and pure, frowning slightly at the sight of human frailty, so that his mother, watching him guide his scissors neatly round the refrigerator, imagined him all red and ermine on the Bench or directing a stern and momentous enterprise in some crisis of public affairs.",the wheelbarrow  the lawnmower  the sound of poplar trees  leaves whitening before rain  rooks cawing  brooms knocking  dresses rustling   all these were so coloured and distinguished in his mind that he had already his private code  his secret language  though he appeared the image of stark and uncompromising severity  with his high forehead and his fierce blue eyes  impeccably candid and pure  frowning slightly at the sight of human frailty  so that his mother  watching him guide his scissors neatly round the refrigerator  imagined him all red and ermine on the bench or directing a stern and momentous enterprise in some crisis of public affairs ,655,106,-0.25,-0.30777103833555164,-0.25641025641025644,-0.30777103833555164,-0.05203940012967093,-0.25,-0.3241814665538225,-0.3125,-0.3241814665538225,-0.05467079976810423,-17.686717593839145,-0.547752104175038,-0.9231331311722016,-0.547752104175038,-0.6187351246681141,0.5625,0.6596313912932542,0.8490566037735854,0.6596313912932542,0.1296734154684589,7.1720000000000015,4.880853250154036,5.111434814275311,4.880853250154036,0.6373487908608227,-13.64818760396401,-1.5448718161196848,-1.81464075898928,-1.5448718161196848,-0.5263201209043364,-0.2103509340305846,-0.33380575710924426,-0.5761632676478885,-0.33380575710924426,-0.16823817559272547,"{'neg': 0.059, 'neu': 0.919, 'pos': 0.022, 'compound': -0.6249}",-0.6249,-1.7291262815708588,-1.5651847213525358,-1.7291262815708588,-0.4366348973439997,0.031355311355311354,-0.1037547248069584,0.2348312680227574,-0.1037547248069584,0.07171645602699826,0.2482051648616501,1.0443974139315668,2.306342873129404,1.0443974139315668,0.5904427763144823,0.9984399080276489,4.386464536190033,3.246570870280266,0.9971488118171692,0.6749027371406555,0.998991847038269,1,-1.3551150858402252
6,6,6,2,0,"""But,"" said his father, stopping in front of the drawing-room window, ""it won't be fine.""", but   said his father  stopping in front of the drawing room window   it will not be fine  ,89,15,-0.15000000000000002,-0.21305727061481716,-0.15384615384615388,-0.21305727061481716,-0.2206470565498048,-0.15000000000000002,-0.2270953510312793,-0.18750000000000006,-0.2270953510312793,-0.231804191016762,26.08777310948791,0.8765409781741451,1.3616143045253488,0.8765409781741451,6.449248991233647,0.25,0.22811862624119025,0.3773584905660379,0.22811862624119025,0.4072705789527894,-0.6210000000000001,-0.7239687208358692,-0.5644573925710126,-0.7239687208358692,-0.6343127489851307,0.0,-0.13845285763131185,0.0,-0.13845285763131185,0.0,0.3409230365143309,0.2864273727143702,0.9338077419992684,0.2864273727143702,1.926863985391368,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.4191}",-0.4191,-1.2102748011421467,-1.049718221665623,-1.2102748011421467,-2.06937970454454,0.4166666666666667,1.4281866747481613,3.1205673758865253,1.4281866747481613,6.734588540074233,0.14654780216817534,0.5050835920456584,1.3617342704844388,0.5050835920456584,2.4635473559836534,-0.9855540990829468,1.3773160874843597,1.414583832025528,-0.999419093132019,-1.4226191937923431,0.9341199994087219,-1,-1.7178977727890015
7,7,7,3,0,"Had there been an axe handy, a poker, or any weapon that would have gashed a hole in his father's breast and killed him, there and then, James would have seized it.",had there been an axe handy  a poker  or any weapon that would have gashed a hole in his father own breast and killed him  there and then  james would have seized it ,164,32,-2.0,-1.9652619734484056,-2.0512820512820515,-1.9652619734484056,-1.37904410343628,-2.0,-2.023188488198328,-2.5,-2.023188488198328,-1.448776193854762,0.0,0.027721627526289358,0.0,0.027721627526289358,0.0,-0.4583333333333333,-0.7499769745434882,-0.6918238993710695,-0.7499769745434882,-0.3499981537875534,1.0529999999999995,0.4799927804392625,0.6547705753823743,0.4799927804392625,0.232110076461126,7.409324193282959,0.6250634653706624,0.9851316576122936,0.6250634653706624,0.9464757129046412,-1.112190070961229,-1.3484564396782428,-3.046352365791668,-1.3484564396782428,-2.94655807971529,"{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.7964}",-0.7964,-2.1615025152614518,-1.9947401377582967,-2.1615025152614518,-1.8432958982409533,0.3333333333333333,1.0968655716026248,2.4964539007092204,1.0968655716026248,2.5254707025278376,0.2851840420905248,1.2405781831247291,2.6499536517394326,1.2405781831247291,2.2472330139457912,-0.9835186004638672,0.7057610750198364,0.3567521274089813,-0.9978726506233215,-1.5392958521842957,0.8971973061561584,-1,-1.6985286474227905
8,8,8,3,0,"Such were the extremes of emotion that Mr. Ramsay excited in his children's breasts by his mere presence; standing, as now, lean as a knife, narrow as the blade of one, grinning sarcastically, not only with the pleasure of disillusioning his son and casting ridicule upon his wife, who was ten thousand times better in every way than he was (James thought), but also with some secret conceit at his own accuracy of judgement.",such were the extremes of emotion that mr  ramsay excited in his children own breasts by his mere presence  standing  as now  lean as a knife  narrow as the blade of one  grinning sarcastically  not only with the pleasure of disillusioning his son and casting ridicule upon his wife  who was ten thousand times better in every way than he was  james thought   but also with some secret conceit at his own accuracy of judgement ,425,74,1.05,0.923507942033997,1.0769230769230769,0.923507942033997,0.31308028294229057,1.05,0.9379380352392388,1.3125,0.9379380352392388,0.3289113521183785,0.0,0.027721627526289358,0.0,0.027721627526289358,0.0,2.3541666666666665,3.133637910925088,3.553459119496857,3.133637910925088,0.7773914767173177,3.5360000000000005,2.2657970860940733,2.4632192279679543,2.2657970860940733,0.4055845130881674,6.98446537598003,0.5812825977071611,0.9286431223528608,0.5812825977071611,0.3858178387585594,1.8109839334906102,1.9403789827670703,4.960388816842927,1.9403789827670703,2.0747646903601398,"{'neg': 0.065, 'neu': 0.838, 'pos': 0.097, 'compound': 0.3716}",0.3716,0.7831939334301692,0.930745147150908,0.7831939334301692,0.37192705324573466,0.0975,0.15922684970075687,0.7302127659574468,0.15922684970075687,0.3194379158873048,0.22530391174275355,0.9229014197577824,2.093542539397668,0.9229014197577824,0.7677324134976191,-0.9811696410179138,0.9679913520812988,1.2452330142259598,-0.9004977345466614,1.6529597640037537,0.9981263875961304,-1,-1.4575644731521606
9,9,9,3,0,What he said was true.,what he said was true ,22,5,0.0,-0.07098661903371535,0.0,-0.07098661903371535,0.0,0.5,0.4039643998652512,0.625,0.4039643998652512,2.3180419101676195,0.0,0.027721627526289358,0.0,0.027721627526289358,0.0,0.0,-0.117091585800461,0.0,-0.117091585800461,0.0,0.0,-0.27733784133057826,-0.11216314639475602,-0.27733784133057826,-0.15158209075012313,0.0,-0.13845285763131185,0.0,-0.13845285763131185,0.0,1.1699752213592611,1.2191861439750598,3.204629205532319,1.2191861439750598,19.83775993156763,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,0.9089990299967032,1.0557294927989982,0.9089990299967032,6.243690375558509,0.35,1.1631297922317319,2.6212765957446806,1.1631297922317319,16.971163120987068,0.21612437087750505,0.8742020128872475,2.0082454882063003,0.8742020128872475,10.899500665889866,0.9983009099960327,0.36924511194229126,4.533515274524689,0.9997031092643738,1.8173828721046448,0.9973168969154358,1,0.633533775806427
