,parag_no,sent_no_start,sent_no_mid,sent_no_end,parag_raw,parag_clean,token_len,char_len,sentimentr,sentimentr_lnorm_meanstd,sentimentr_medianiqr,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_lnorm_meanstd,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing,bing_lnorm_meanstd,bing_medianiqr,bing_lnorm_medianiqr,sentiword,sentiword_lnorm_meanstd,sentiword_medianiqr,sentiword_lnorm_medianiqr,senticnet,senticnet_lnorm_meanstd,senticnet_medianiqr,senticnet_lnorm_medianiqr,nrc,nrc_lnorm_meanstd,nrc_medianiqr,nrc_lnorm_medianiqr,afinn,afinn_lnorm_meanstd,afinn_medianiqr,afinn_lnorm_medianiqr,scores,vader,vader_lnorm_meanstd,vader_medianiqr,vader_lnorm_medianiqr,textblob,textblob_lnorm_meanstd,textblob_medianiqr,textblob_lnorm_medianiqr,flair,flair_lnorm_meanstd,flair_medianiqr,flair_lnorm_medianiqr,pattern,pattern_lnorm_meanstd,pattern_medianiqr,pattern_lnorm_medianiqr,stanza,stanza_lnorm_meanstd,stanza_medianiqr,stanza_lnorm_medianiqr
0,0,0,5,11,"I was born in Tuckahoe, near Hillsborough, and about twelve miles from
Easton, in Talbot county, Maryland. I have no accurate knowledge of my
age, never having seen any authentic record containing it. By far the
larger part of the slaves know as little of their ages as horses know
of theirs, and it is the wish of most masters within my knowledge to
keep their slaves thus ignorant. I do not remember to have ever met a
slave who could tell of his birthday. They seldom come nearer to it
than planting-time, harvest-time, cherry-time, spring-time, or
fall-time. A want of information concerning my own was a source of
unhappiness to me even during childhood. The white children could tell
their ages. I could not tell why I ought to be deprived of the same
privilege. I was not allowed to make any inquiries of my master
concerning it. He deemed all such inquiries on the part of a slave
improper and impertinent, and evidence of a restless spirit. The
nearest estimate I can give makes me now between twenty-seven and
twenty-eight years of age. I come to this, from hearing my master say,
some time during 1835, I was about seventeen years old.",i was born in tuckahoe near hillsborough and about twelve miles from easton in talbot county maryland i have no accurate knowledge of my age never having seen any authentic record containing it by far the larger part of the slaves know as little of their ages as horses know of theirs and it is the wish of most masters within my knowledge to keep their slaves thus ignorant i do not remember to have ever met a slave who could tell of his birthday they seldom come nearer to it than planting time harvest time cherry time spring time or fall time a want of information concerning my own was a source of unhappiness to me even during childhood the white children could tell their ages i could not tell why i ought to be deprived of the same privilege i was not allowed to make any inquiries of my master concerning it he deemed all such inquiries on the part of a slave improper and impertinent and evidence of a restless spirit the nearest estimate i can give makes me now between twenty seven and twenty eight years of age i come to this from hearing my master say some time during  i was about seventeen years old,210,1146,0.8499999999999999,0.062051638529607205,0.15013404825737273,0.06879816688351471,-1.1500000000000001,-0.13488828231190608,-0.2662721893491125,-0.13945802378030292,-78.77604051612478,-0.09251150791293153,-0.7839075384444811,-0.5936716327052803,5.0986111111111105,1.2192891316042753,1.7852484535615631,1.1212639371311826,12.515000000000008,0.7419619960564549,1.1732955481596208,0.7973501400430039,45.611200586099976,0.5160987674612985,0.8051030450699328,0.5376524981691873,-3.304506088505494,-0.5277443355987148,-1.0132231347254304,-0.8471759038537052,"{'neg': 0.062, 'neu': 0.899, 'pos': 0.039, 'compound': -0.6908}",-0.6908,-0.33980726762697483,-0.42184455834307466,-0.41763971633307045,0.1260416666666667,-0.16826217285494688,0.23675165783399618,0.15688732526155047,-1.0,-0.11549549085279157,-0.04857150653532347,-0.16530229816483213,0.3943359336894021,-0.07771431398815144,0.4217213689081849,0.20217468482142426,38.368987360980455,-0.1430510225231601,0.21170779088188504,-0.24489656180332897
1,1,12,13,14,"My mother was named Harriet Bailey. She was the daughter of Isaac and
Betsey Bailey, both colored, and quite dark. My mother was of a darker
complexion than either my grandmother or grandfather.",my mother was named harriet bailey she was the daughter of isaac and betsey bailey both colored and quite dark my mother was of a darker complexion than either my grandmother or grandfather,33,194,0.0,-0.045465466358670714,-0.03217158176943691,-0.03169334913771125,0.0,0.012416125791946082,0.005917159763313602,0.0053529857418869245,-44.478964455421156,-0.4667562785012523,-0.44261421760175557,-2.1331046959085422,-0.8125,-1.2920659914131123,-0.37329884526558904,-1.404040626676924,-0.46700000000000014,-0.795534056208485,-0.5378455860546347,-0.8891292110948708,14.81864838656592,1.355344311366157,0.1568184218768354,1.305561762951846,0.0,0.016651187571436136,0.08975206450791097,0.08509083498197396,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.12998992049487681,-0.007733117525402392,-0.039067024820763706,-0.15,-0.5973219360356368,-1.2365125664952459,-3.54481321475224,-0.5663,-0.2502071290322818,0.1881190820531012,-1.2549651013983942,-0.042777606313578714,-0.41397228181878765,-0.5581930286580883,-0.8721893570338184,9.175568085430136,-0.015010216153012155,-0.6676761180706189,1.264203563170816
2,2,15,18,22,"My father was a white man. He was admitted to be such by all I ever
heard speak of my parentage. The opinion was also whispered that my
master was my father; but of the correctness of this opinion, I know
nothing; the means of knowing was withheld from me. My mother and I
were separated when I was but an infant—before I knew her as my mother.
It is a common custom, in the part of Maryland from which I ran away,
to part children from their mothers at a very early age. Frequently,
before the child has reached its twelfth month, its mother is taken
from it, and hired out on some farm a considerable distance off, and
the child is placed under the care of an old woman, too old for field
labor. For what this separation is done, I do not know, unless it be to
hinder the development of the child’s affection toward its mother, and
to blunt and destroy the natural affection of the mother for the child.
This is the inevitable result.",my father was a white man he was admitted to be such by all i ever heard speak of my parentage the opinion was also whispered that my master was my father but of the correctness of this opinion i know nothing the means of knowing was withheld from me my mother and i were separated when i was but an infant—before i knew her as my mother it is a common custom in the part of maryland from which i ran away to part children from their mothers at a very early age frequently before the child has reached its twelfth month its mother is taken from it and hired out on some farm a considerable distance off and the child is placed under the care of an old woman too old for field labor for what this separation is done i do not know unless it be to hinder the development of the child’s affection toward its mother and to blunt and destroy the natural affection of the mother for the child this is the inevitable result,179,936,4.9,0.6816794625275467,1.0187667560321718,0.6479370812654536,3.900000000000001,0.5984851577912415,0.9289940828402369,0.5815017192792855,-16.16191443979495,0.017075272917225066,-0.1608286794061025,-0.14289308626159838,-0.6393333333333331,-0.21103376892204262,-0.31006395870126346,-0.3170037595849027,-0.37299999999999994,-0.54394242259305,-0.5254555639766697,-0.6131583594062312,72.42852812608228,1.1945516616959424,1.3696960988268208,1.1584365666520753,0.7565175205450994,0.1628666300972475,0.3422618316556307,0.335481934778637,"{'neg': 0.026, 'neu': 0.869, 'pos': 0.106, 'compound': 0.93}",0.93,0.20139922183948047,0.5497707040733747,0.5588572234182912,0.011818181818181821,-0.21280326852642564,-0.37287143217833035,-0.22738967306999391,-0.9993,-0.12441321416585077,-0.04818948345021417,-0.23743646203582608,0.05772132591405162,-0.24248334918208236,-0.3328960711920246,-0.32427210175019205,33.8541590443932,-0.1344289534583588,0.07570908049392171,-0.14327610288796794
3,3,23,29,35,"I never saw my mother, to know her as such, more than four or five
times in my life; and each of these times was very short in duration,
and at night. She was hired by a Mr. Stewart, who lived about twelve
miles from my home. She made her journeys to see me in the night,
travelling the whole distance on foot, after the performance of her
day’s work. She was a field hand, and a whipping is the penalty of not
being in the field at sunrise, unless a slave has special permission
from his or her master to the contrary—a permission which they seldom
get, and one that gives to him that gives it the proud name of being a
kind master. I do not recollect of ever seeing my mother by the light
of day. She was with me in the night. She would lie down with me, and
get me to sleep, but long before I waked she was gone. Very little
communication ever took place between us. Death soon ended what little
we could have while she lived, and with it her hardships and suffering.
She died when I was about seven years old, on one of my master’s farms,
near Lee’s Mill. I was not allowed to be present during her illness, at
her death, or burial. She was gone long before I knew any thing about
it. Never having enjoyed, to any considerable extent, her soothing
presence, her tender and watchful care, I received the tidings of her
death with much the same emotions I should have probably felt at the
death of a stranger.",i never saw my mother to know her as such more than four or five times in my life and each of these times was very short in duration and at night she was hired by a mr stewart who lived about twelve miles from my home she made her journeys to see me in the night travelling the whole distance on foot after the performance of her day’s work she was a field hand and a whipping is the penalty of not being in the field at sunrise unless a slave has special permission from his or her master to the contrary—a permission which they seldom get and one that gives to him that gives it the proud name of being a kind master i do not recollect of ever seeing my mother by the light of day she was with me in the night she would lie down with me and get me to sleep but long before i waked she was gone very little communication ever took place between us death soon ended what little we could have while she lived and with it her hardships and suffering she died when i was about seven years old on one of my master’s farms near lee’s mill i was not allowed to be present during her illness at her death or burial she was gone long before i knew any thing about it never having enjoyed to any considerable extent her soothing presence her tender and watchful care i received the tidings of her death with much the same emotions i should have probably felt at the death of a stranger,273,1411,3.4000000000000004,0.2853563948360306,0.6970509383378019,0.2775113155429841,1.4000000000000004,0.15036005311327927,0.33727810650887585,0.14096195786969012,-75.64901031338889,-0.05479883813183299,-0.752790176708504,-0.4385428631798595,-0.13541666666666607,-0.05307809859152288,-0.1260498301861159,-0.15817071701393828,4.47,-0.15913607902974208,0.11289419052954142,-0.19106429831881047,19.219100039793837,-0.015263585698381635,0.2494624197957695,0.051456203280917,-1.2260328540204715,-0.13871866175454878,-0.31947212670592323,-0.1809770083041934,"{'neg': 0.132, 'neu': 0.816, 'pos': 0.052, 'compound': -0.9836}",-0.9836,-0.35979743757555427,-0.5973683421754639,-0.4537079087140256,0.15851686507936513,-0.16989235597848865,0.4100753034168094,0.14282296810999312,-0.9999,-0.10355197285158523,-0.048516931808879296,-0.06869292215587473,0.6453608868888249,-0.026210199573984662,0.9844652404131418,0.36673336841535287,48.515871509095795,-0.1497602728580706,0.517359094062083,-0.323972372132315
4,4,36,36,37,"Called thus suddenly away, she left me without the slightest intimation
of who my father was. The whisper that my master was my father, may or
may not be true; and, true or false, it is of but little consequence to
my purpose whilst the fact remains, in all its glaring odiousness, that
slaveholders have ordained, and by law established, that the children
of slave women shall in all cases follow the condition of their
mothers; and this is done too obviously to administer to their own
lusts, and make a gratification of their wicked desires profitable as
well as pleasurable; for by this cunning arrangement, the slaveholder,
in cases not a few, sustains to his slaves the double relation of
master and father.",called thus suddenly away she left me without the slightest intimation of who my father was the whisper that my master was my father may or may not be true and true or false it is of but little consequence to my purpose whilst the fact remains in all its glaring odiousness that slaveholders have ordained and by law established that the children of slave women shall in all cases follow the condition of their mothers and this is done too obviously to administer to their own lusts and make a gratification of their wicked desires profitable as well as pleasurable for by this cunning arrangement the slaveholder in cases not a few sustains to his slaves the double relation of master and father,124,713,1.0,0.16875267431057372,0.18230563002680975,0.16852693895012036,2.7755575615628914e-17,0.012416125791946087,0.0059171597633136085,0.005352985741886931,17.1812993706267,0.10512239929727143,0.17097267149583117,0.21928340389056475,1.9681000000000002,0.7875172078815572,0.6420866730063851,0.6870937158400073,6.499,0.5921887402334988,0.3803341351698682,0.6330638624125622,13.495020260894417,0.12384648274698698,0.12895169114472932,0.17874184829812603,0.812961605279215,0.24346820402449465,0.3611016896972635,0.4735105615252458,"{'neg': 0.058, 'neu': 0.837, 'pos': 0.106, 'compound': 0.8209}",0.8209,0.2922671476864189,0.4843689116686149,0.7228098981147184,0.07386363636363635,-0.16863939117668283,-0.04172813208209741,0.15363288523920549,-0.9994,-0.15132572390108376,-0.04824405817665835,-0.45512783003085433,0.1061014752534006,-0.1859977419987308,-0.22443819799571227,-0.14379725491855058,26.421252171574487,-0.10227005198112214,-0.14818996466429693,0.23575151818177745
5,5,38,39,41,"I know of such cases; and it is worthy of remark that such slaves
invariably suffer greater hardships, and have more to contend with,
than others. They are, in the first place, a constant offence to their
mistress. She is ever disposed to find fault with them; they can seldom
do any thing to please her; she is never better pleased than when she
sees them under the lash, especially when she suspects her husband of
showing to his mulatto children favors which he withholds from his
black slaves. The master is frequently compelled to sell this class of
his slaves, out of deference to the feelings of his white wife; and,
cruel as the deed may strike any one to be, for a man to sell his own
children to human flesh-mongers, it is often the dictate of humanity
for him to do so; for, unless he does this, he must not only whip them
himself, but must stand by and see one white son tie up his brother, of
but few shades darker complexion than himself, and ply the gory lash to
his naked back; and if he lisp one word of disapproval, it is set down
to his parental partiality, and only makes a bad matter worse, both for
himself and the slave whom he would protect and defend.",i know of such cases and it is worthy of remark that such slaves invariably suffer greater hardships and have more to contend with than others they are in the first place a constant offence to their mistress she is ever disposed to find fault with them they can seldom do any thing to please her she is never better pleased than when she sees them under the lash especially when she suspects her husband of showing to his mulatto children favors which he withholds from his black slaves the master is frequently compelled to sell this class of his slaves out of deference to the feelings of his white wife and cruel as the deed may strike any one to be for a man to sell his own children to human flesh mongers it is often the dictate of humanity for him to do so for unless he does this he must not only whip them himself but must stand by and see one white son tie up his brother of but few shades darker complexion than himself and ply the gory lash to his naked back and if he lisp one word of disapproval it is set down to his parental partiality and only makes a bad matter worse both for himself and the slave whom he would protect and defend,223,1176,-6.050000000000001,-0.7661221889150259,-1.3297587131367294,-0.7052595380322911,-7.050000000000001,-0.8379803499255549,-1.6627218934911245,-0.8306489623868012,-171.68261430102459,-0.24438851310369197,-1.7084292976476954,-1.218408440552734,-0.45344047619047684,-0.13203036797859463,-0.2421818774623017,-0.2375615305149084,0.6549999999999994,-0.43926261016843443,-0.3899561735921179,-0.4983350778276981,12.980967757526743,-0.05938440366842635,0.11812919318198419,0.011085676281934841,-2.5421397009173323,-0.3777351245335351,-0.7587611377680726,-0.5902880492646834,"{'neg': 0.099, 'neu': 0.844, 'pos': 0.057, 'compound': -0.8968}",-0.8968,-0.3864968452710755,-0.545334652159578,-0.5018815548459358,-0.022649572649572642,-0.2267774978346597,-0.5568295648888766,-0.34795192713244766,-0.9997,-0.1124647577736134,-0.04840778235599094,-0.1407871401017274,0.029740816409018184,-0.262516206516594,-0.39562234618921466,-0.3882782625994592,40.49265380746893,-0.144566023583219,0.2756783070929946,-0.26275249659384803
6,6,42,43,45,"Every year brings with it multitudes of this class of slaves. It was
doubtless in consequence of a knowledge of this fact, that one great
statesman of the south predicted the downfall of slavery by the
inevitable laws of population. Whether this prophecy is ever fulfilled
or not, it is nevertheless plain that a very different-looking class of
people are springing up at the south, and are now held in slavery, from
those originally brought to this country from Africa; and if their
increase do no other good, it will do away the force of the argument,
that God cursed Ham, and therefore American slavery is right. If the
lineal descendants of Ham are alone to be scripturally enslaved, it is
certain that slavery at the south must soon become unscriptural; for
thousands are ushered into the world, annually, who, like myself, owe
their existence to white fathers, and those fathers most frequently
their own masters.",every year brings with it multitudes of this class of slaves it was doubtless in consequence of a knowledge of this fact that one great statesman of the south predicted the downfall of slavery by the inevitable laws of population whether this prophecy is ever fulfilled or not it is nevertheless plain that a very different looking class of people are springing up at the south and are now held in slavery from those originally brought to this country from africa and if their increase do no other good it will do away the force of the argument that god cursed ham and therefore american slavery is right if the lineal descendants of ham are alone to be scripturally enslaved it is certain that slavery at the south must soon become unscriptural for thousands are ushered into the world annually who like myself owe their existence to white fathers and those fathers most frequently their own masters,157,919,-2.9,-0.5361205197641503,-0.6541554959785522,-0.49028707905098673,-2.0999999999999996,-0.34738029610669025,-0.49112426035502954,-0.34835321862967605,33.02375868287558,0.1327403393988272,0.3286224238952273,0.3328881178938258,0.645833333333333,0.18365642955769637,0.1592374949055833,0.07987876426686702,-7.999,-1.5627007957299235,-1.5306290572379473,-1.7306343734507128,-6.641761916803843,-0.423219896910088,-0.29499388380466157,-0.32182362320278646,-1.3575768619756765,-0.2825009142350575,-0.3633787725090675,-0.42720131750108736,"{'neg': 0.152, 'neu': 0.738, 'pos': 0.11, 'compound': -0.8979}",-0.8979,-0.49477467257666213,-0.5459940652818991,-0.6972468526845997,0.244515306122449,-0.08844601124003379,0.8690582825692189,0.8454989218407587,-0.9877,-0.13210997925446796,-0.04185881518268889,-0.2996944728182212,0.678157834759476,0.18095472158869536,1.0579889327116287,1.02863751143647,30.642449170308126,-0.12630979281242868,-0.02103621531524984,-0.04758296651363335
7,7,46,59,72,"I have had two masters. My first master’s name was Anthony. I do not
remember his first name. He was generally called Captain Anthony—a
title which, I presume, he acquired by sailing a craft on the
Chesapeake Bay. He was not considered a rich slaveholder. He owned two
or three farms, and about thirty slaves. His farms and slaves were
under the care of an overseer. The overseer’s name was Plummer. Mr.
Plummer was a miserable drunkard, a profane swearer, and a savage
monster. He always went armed with a cowskin and a heavy cudgel. I have
known him to cut and slash the women’s heads so horribly, that even
master would be enraged at his cruelty, and would threaten to whip him
if he did not mind himself. Master, however, was not a humane
slaveholder. It required extraordinary barbarity on the part of an
overseer to affect him. He was a cruel man, hardened by a long life of
slaveholding. He would at times seem to take great pleasure in whipping
a slave. I have often been awakened at the dawn of day by the most
heart-rending shrieks of an own aunt of mine, whom he used to tie up to
a joist, and whip upon her naked back till she was literally covered
with blood. No words, no tears, no prayers, from his gory victim,
seemed to move his iron heart from its bloody purpose. The louder she
screamed, the harder he whipped; and where the blood ran fastest, there
he whipped longest. He would whip her to make her scream, and whip her
to make her hush; and not until overcome by fatigue, would he cease to
swing the blood-clotted cowskin. I remember the first time I ever
witnessed this horrible exhibition. I was quite a child, but I well
remember it. I never shall forget it whilst I remember any thing. It
was the first of a long series of such outrages, of which I was doomed
to be a witness and a participant. It struck me with awful force. It
was the blood-stained gate, the entrance to the hell of slavery,
through which I was about to pass. It was a most terrible spectacle. I
wish I could commit to paper the feelings with which I beheld it.",i have had two masters my first master’s name was anthony i do not remember his first name he was generally called captain anthony—a title which i presume he acquired by sailing a craft on the chesapeake bay he was not considered a rich slaveholder he owned two or three farms and about thirty slaves his farms and slaves were under the care of an overseer the overseer’s name was plummer mr plummer was a miserable drunkard a profane swearer and a savage monster he always went armed with a cowskin and a heavy cudgel i have known him to cut and slash the women’s heads so horribly that even master would be enraged at his cruelty and would threaten to whip him if he did not mind himself master however was not a humane slaveholder it required extraordinary barbarity on the part of an overseer to affect him he was a cruel man hardened by a long life of slaveholding he would at times seem to take great pleasure in whipping a slave i have often been awakened at the dawn of day by the most heart rending shrieks of an own aunt of mine whom he used to tie up to a joist and whip upon her naked back till she was literally covered with blood no words no tears no prayers from his gory victim seemed to move his iron heart from its bloody purpose the louder she screamed the harder he whipped and where the blood ran fastest there he whipped longest he would whip her to make her scream and whip her to make her hush and not until overcome by fatigue would he cease to swing the blood clotted cowskin i remember the first time i ever witnessed this horrible exhibition i was quite a child but i well remember it i never shall forget it whilst i remember any thing it was the first of a long series of such outrages of which i was doomed to be a witness and a participant it struck me with awful force it was the blood stained gate the entrance to the hell of slavery through which i was about to pass it was a most terrible spectacle i wish i could commit to paper the feelings with which i beheld it,386,2055,-18.600000000000005,-1.325446605321224,-4.021447721179626,-1.2280355057329835,-20.60000000000001,-1.4231298743370575,-4.869822485207103,-1.4058937526969357,-186.89338622360856,-0.13446952561798636,-1.8597930714239683,-0.766263382270919,-1.6589833333333313,-0.24832842172480601,-0.6824072816193446,-0.3545055673002925,5.899000000000003,-0.18188666342668042,0.30124888786370985,-0.21601941332885177,-100.27678040025455,-1.2104371554638171,-2.2663193615330415,-1.0421270321759595,-7.926236632778314,-0.6937554533237968,-2.555860379548185,-1.1314667121814141,"{'neg': 0.174, 'neu': 0.78, 'pos': 0.046, 'compound': -0.9929}",-0.9929,-0.2940589327430723,-0.6029433803914516,-0.33509615877726223,-0.1339506172839506,-0.24724423956587985,-1.150855275465062,-0.5245281419635618,-1.0,-0.0919051080384619,-0.04857150653532347,0.025516869460203446,-0.6062295102407563,-0.4430261409990937,-1.8213308234530166,-0.9650181508965366,62.253983553279674,-0.171831532262041,0.9311877914479995,-0.5841061628285448
8,8,73,75,78,"This occurrence took place very soon after I went to live with my old
master, and under the following circumstances. Aunt Hester went out one
night,—where or for what I do not know,—and happened to be absent when
my master desired her presence. He had ordered her not to go out
evenings, and warned her that she must never let him catch her in
company with a young man, who was paying attention to her belonging to
Colonel Lloyd. The young man’s name was Ned Roberts, generally called
Lloyd’s Ned. Why master was so careful of her, may be safely left to
conjecture. She was a woman of noble form, and of graceful proportions,
having very few equals, and fewer superiors, in personal appearance,
among the colored or white women of our neighborhood.",this occurrence took place very soon after i went to live with my old master and under the following circumstances aunt hester went out one night—where or for what i do not know—and happened to be absent when my master desired her presence he had ordered her not to go out evenings and warned her that she must never let him catch her in company with a young man who was paying attention to her belonging to colonel lloyd the young man’s name was ned roberts generally called lloyd’s ned why master was so careful of her may be safely left to conjecture she was a woman of noble form and of graceful proportions having very few equals and fewer superiors in personal appearance among the colored or white women of our neighborhood,133,748,7.050000000000001,1.3625758762958669,1.4798927613941022,1.284341055722307,4.05,0.8315230175364787,0.9644970414201185,0.810594983771455,84.88461195014865,0.29736550736189443,0.844694487939331,1.010063716631891,3.03125,1.1428834561911072,1.0303147941855728,1.0444338627807705,1.4080000000000006,-0.2797886580548899,-0.29070418822288857,-0.32340810686888233,80.58911108575916,1.923217527166401,1.541503242800102,1.8251654794112153,1.4027074699870468,0.38152504857683833,0.5579465570394041,0.709930221068498,"{'neg': 0.015, 'neu': 0.874, 'pos': 0.11, 'compound': 0.9065}",0.9065,0.3047449982307354,0.5356832419146959,0.745323639373091,0.07125874125874126,-0.17363356984983128,-0.05563073893313669,0.11054575501223611,-0.9995,-0.14540822324308722,-0.04829863290310259,-0.407262029850045,0.3441313245727018,-0.0025335118166549013,0.30917344989998824,0.44238178240184745,26.050281585473726,-0.1253804998202124,-0.15936459141947473,-0.03663023815735414
9,9,79,85,92,"Aunt Hester had not only disobeyed his orders in going out, but had
been found in company with Lloyd’s Ned; which circumstance, I found,
from what he said while whipping her, was the chief offence. Had he
been a man of pure morals himself, he might have been thought
interested in protecting the innocence of my aunt; but those who knew
him will not suspect him of any such virtue. Before he commenced
whipping Aunt Hester, he took her into the kitchen, and stripped her
from neck to waist, leaving her neck, shoulders, and back, entirely
naked. He then told her to cross her hands, calling her at the same
time a d——d b—-h. After crossing her hands, he tied them with a strong
rope, and led her to a stool under a large hook in the joist, put in
for the purpose. He made her get upon the stool, and tied her hands to
the hook. She now stood fair for his infernal purpose. Her arms were
stretched up at their full length, so that she stood upon the ends of
her toes. He then said to her, “Now, you d——d b—-h, I’ll learn you how
to disobey my orders!” and after rolling up his sleeves, he commenced
to lay on the heavy cowskin, and soon the warm, red blood (amid
heart-rending shrieks from her, and horrid oaths from him) came
dripping to the floor. I was so terrified and horror-stricken at the
sight, that I hid myself in a closet, and dared not venture out till
long after the bloody transaction was over. I expected it would be my
turn next. It was all new to me. I had never seen any thing like it
before. I had always lived with my grandmother on the outskirts of the
plantation, where she was put to raise the children of the younger
women. I had therefore been, until now, out of the way of the bloody
scenes that often occurred on the plantation.",aunt hester had not only disobeyed his orders in going out but had been found in company with lloyd’s ned which circumstance i found from what he said while whipping her was the chief offence had he been a man of pure morals himself he might have been thought interested in protecting the innocence of my aunt but those who knew him will not suspect him of any such virtue before he commenced whipping aunt hester he took her into the kitchen and stripped her from neck to waist leaving her neck shoulders and back entirely naked he then told her to cross her hands calling her at the same time a d——d b— h after crossing her hands he tied them with a strong rope and led her to a stool under a large hook in the joist put in for the purpose he made her get upon the stool and tied her hands to the hook she now stood fair for his infernal purpose her arms were stretched up at their full length so that she stood upon the ends of her toes he then said to her “now you d——d b— h I will learn you how to disobey my orders” and after rolling up his sleeves he commenced to lay on the heavy cowskin and soon the warm red blood amid heart rending shrieks from her and horrid oaths from him came dripping to the floor i was so terrified and horror stricken at the sight that i hid myself in a closet and dared not venture out till long after the bloody transaction was over i expected it would be my turn next it was all new to me i had never seen any thing like it before i had always lived with my grandmother on the outskirts of the plantation where she was put to raise the children of the younger women i had therefore been until now out of the way of the bloody scenes that often occurred on the plantation,338,1754,2.6999999999999997,0.16672457357050988,0.5469168900804291,0.16663136225816455,2.6999999999999997,0.22729032027325344,0.6449704142011834,0.21659003847942646,-29.31242191004514,0.018447592452632954,-0.29169057437770196,-0.1372481334603459,1.7708333333333328,0.24146158805679016,0.5700512430376306,0.13800500425240245,9.418999999999999,0.08047863693754718,0.7652156720598405,0.07176907293589833,44.23927002574314,0.20367796681227543,0.7762193890285383,0.25178761741815114,-1.3506564259616645,-0.12159573494399228,-0.361068875330216,-0.15165432937391451,"{'neg': 0.093, 'neu': 0.836, 'pos': 0.071, 'compound': -0.8987}",-0.8987,-0.2995823254597039,-0.5464736384617691,-0.3450619965671101,0.03905514775079991,-0.20867377654843797,-0.22750479976969434,-0.19176260197952189,-0.9992,-0.0958766866698447,-0.04813490872376999,-0.0066086511200515435,0.1539964564592226,-0.2283781112575693,-0.11706796724415286,-0.2792050345646126,56.72756989038991,-0.16303033085272328,0.7647174234691901,-0.48037443445807576
