"","sent_raw","syuzhet","bing","afinn","nrc"
"1","0,Letter",0,0,0,0
"2","1,""_To Mrs. Saville, England._""",0,0,0,0
"3","2,""St. Petersburgh, Dec. th, .""",0,0,0,0
"4","3,You will rejoice to hear that no disaster has accompanied the commencement of an enterprise which you have regarded with such evil forebodings.",-0.4,-1,-2,-1
"5","4,""I arrived here yesterday, and my first task is to assure my dear sister of my welfare and increasing confidence in the success of my undertaking.""",2.55,3,6,4
"6","5,""I am already far north of London, and as I walk in the streets of Petersburgh, I feel a cold northern breeze play upon my cheeks, which braces my nerves and fills me with delight.""",0.2,1,2,0
"7","6,Do you understand this feeling?",0.25,0,1,0
"8","7,""This breeze, which has travelled from the regions towards which I am advancing, gives me a foretaste of those icy climes.""",0.1,1,0,0
"9","8,""Inspirited by this wind of promise, my daydreams become more fervent and vivid.""",2.35,3,3,2
"10","9,I try in vain to be persuaded that the pole is the seat of frost and desolation; it ever presents itself to my imagination as the region of beauty and delight.",-0.25,-1,6,1
"11","10,""There, Margaret, the sun is for ever visible, its broad disk just skirting the horizon and diffusing a perpetual splendour.""",0.45,0,0,2
"12","11,""Therefor with your leave, my sister, I will put some trust in preceding navigatorsthere snow and frost are banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe.""",0.65,3,5,2
"13","12,""Its productions and features may be without example, as the phenomena of the heavenly bodies undoubtedly are in those undiscovered solitudes.""",0.75,1,4,1
"14","13,What may not be expected in a country of eternal light?",0,0,0,0
"15","14,I may there discover the wondrous power which attracts the needle and may regulate a thousand celestial observations that require only this voyage to render their seeming eccentricities consistent for ever.",2.75,2,1,5
"16","15,""I shall satiate my ardent curiosity with the sight of a part of the world never before visited, and may tread a land never before imprinted by the foot of man.""",1.25,1,1,3
"17","16,""These are my enticements, and they are sufficient to conquer all fear of danger or death and to induce me to commence this laborious voyage with the joy a child feels when he embarks in a little boat, with his holiday mates, on an expedition of discovery up his native river.""",1.3,-1,-3,1
