"","sent_raw","syuzhet","bing","afinn","nrc"
"1","0,THE BOY WHO LIVED",0.25,0,0,-1
"2","1,""Mr. and Mrs. Dursley, of number four, Privet Drive, were proud to say that they were perfectly normal, thank you very much.""",1.75,3,7,1
"3","2,""They were the last people you'd expect to be involved in anything strange or mysterious, because they just didn't hold with such nonsense.""",-1.25,-3,-3,0
"4","3,""Mr. Dursley was the director of a firm called Grunnings, which made drills.""",0.25,0,0,1
"5","4,""He was a big, beefy man with hardly any neck, although he did have a very large mustache.""",0.25,0,1,0
"6","5,""Mrs. Dursley was thin and blonde and had nearly twice the usual amount of neck, which came in very useful as she spent so much of her time craning over garden fences, spying on the neighbors.""",1.25,1,2,1
"7","6,The Dursleys had a small son called Dudley and in their opinion there was no finer boy anywhere.",0.85,1,-1,-2
"8","7,""The Dursleys had everything they wanted, but they also had a secret, and their greatest fear was that somebody would discover it.""",-0.25,0,1,-1
"9","8,They didn't think they could bear it if anyone found out about the Potters.",0.6,0,0,1
"10","9,""Mrs. Potter was Mrs. Dursley's sister, but they hadn't met for several years; in fact, Mrs. Dursley pretended she didn't have a sister, because her sister and her good-for-nothing husband were as unDursleyish as it was possible to be.""",-0.25,1,3,0
"11","10,The Dursleys shuddered to think what the neighbors would say if the Potters arrived in the street.",0,0,0,0
"12","11,""The Dursleys knew that the Potters had a small son, too, but they had never even seen him.""",0,0,0,-1
"13","12,This boy was another good reason for keeping the Potters away; they didn't want Dudley mixing with a child like that.",2.7,2,6,2
"14","13,""When Mr. and Mrs. Dursley woke up on the dull, gray Tuesday our story starts, there was nothing about the cloudy sky outside to suggest that strange and mysterious things would soon be happening all over the country.""",-1.9,-4,-4,0
"15","14,""Mr. Dursley hummed as he picked out his most boring tie for work, and Mrs. Dursley gossiped away happily as she wrestled a screaming Dudley into his high chair.""",-1.15,1,-5,-1
"16","15,""None of them noticed a large, tawny owl flutter past the window.""",0.6,1,0,0
"17","16,""At half past eight, Mr. Dursley picked up his briefcase, pecked Mrs. Dursley on the cheek, and tried to kiss Dudley good-bye but missed, because Dudley was now having a tantrum and throwing his cereal at the walls.""",-1,-1,3,2
"18","17,""""""Little tyke,"""" chortled Mr. Dursley as he left the house.""",0,0,0,0
"19","18,He got into his car and backed out of number four's drive.",0.25,0,1,0
"20","19,""It was on the corner of the street that he noticed the first sign of something peculiar -- a cat reading a map. For a second, Mr. Dursley didn't realize what he had seen -- then he jerked his head around to look again.""",-0.15,-1,0,1
"21","20,""There was a tabby cat standing on the corner of Privet Drive, but there wasn't a map in sight.""",0,0,0,1
"22","21,What could he have been thinking of?",0,0,0,0
"23","22,It must have been a trick of the light.",-0.5,-1,0,-1
"24","23,Mr. Dursley blinked and stared at the cat.",0,0,0,0
"25","24,It stared back.",0,0,0,0
"26","25,""As Mr. Dursley drove around the corner and up the road, he watched the cat in his mirror.""",0,0,0,0
"27","26,""It was now reading the sign that said Privet Drive -- no, looking at the sign; cats couldn't read maps or signs.""",0.1,0,-1,1
"28","27,Mr. Dursley gave himself a little shake and put the cat out of his mind.",0,-1,0,0
"29","28,As he drove toward town he thought of nothing except a large order of drills he was hoping to get that day.",0.6,0,2,0
"30","29,""But on the edge of town, drills were driven out of his mind by something else.""",0,0,0,0
"31","30,""As he sat in the usual morning traffic jam, he couldn't help noticing that there seemed to be a lot of strangely dressed people about.""",-0.1,-2,1,2
"32","31,People in cloaks.",0,0,0,0
"33","32,Mr. Dursley couldn't bear people who dressed in funny clothes -- the getups you saw on young people!",1.2,-1,4,1
"34","33,He supposed this was some stupid new fashion.",-0.2,-1,-2,-1
"35","34,He drummed his fingers on the steering wheel and his eyes fell on a huddle of these weirdos standing quite close by.",-0.5,-1,0,0
"36","35,They were whispering excitedly together.",0.8,1,0,0
"37","36,""Mr. Dursley was enraged to see that a couple of them weren't young at all; why, that man had to be older than he was, and wearing an emerald-green cloak!""",-0.35,-1,-2,2
