,sent_no,sent_raw,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang
0,0,Sixty million and more,-0.9897500276565552,0.2930690050125122,4.38550740480423,0.9952722787857056,0.6376452445983887,0.8385905027389526,0,0.7234308123588562
1,1,"I will call them my people, which were not my people; and her beloved, which was not beloved.",-0.9979989528656006,0.6220340728759766,0.28046831488609314,-0.9737666249275208,-0.34465497732162476,0.9907325506210327,1,0.5385162830352783
2,2,ROMANS :,0.9639310836791992,2.362186074256897,2.2619091272354126,0.9044927358627319,-0.4836689829826355,0.8863699436187744,0,-0.49460330605506897
3,3,WAS SPITEFUL.,0.6075472235679626,0.698147177696228,0.3616822361946106,-0.9952705502510071,1.9654337763786316,-0.7867000699043274,-1,-1.949034035205841
4,4,Full of a baby's venom.,-0.9936529994010925,0.7599801421165466,4.438060253858566,-0.949672520160675,1.9621318578720093,0.9896002411842346,1,-1.922577977180481
5,5,The women in the house knew it and so did the children.,0.996189534664154,4.660430192947388,3.3805301785469055,0.9960975646972656,0.8729280829429626,0.9748715758323669,1,0.6024413108825684
6,6,"For years each put up with the spite in his own way, but by Sethe and her daughter Denver were its only victims.",0.9840595126152039,0.7243264317512512,2.309560865163803,-0.9715854525566101,-0.4556632936000824,0.9892477989196777,-1,-1.8379448652267456
7,7,"The grandmother, Baby Suggs, was dead, and the sons, Howard and Buglar, had run away by the time they were thirteen years old--as soon as merely looking in a mirror shattered it (that was the signal for Buglar); as soon as two tiny hand prints appeared in the cake (that was it for Howard). Neither boy waited to see more; another kettleful of chickpeas smoking in a heap on the floor; soda crackers crumbled and strewn in a line next to the door sill. Nor did they wait for one of the relief periods: the weeks, months even, when nothing was disturbed. No. Each one fled at once--the moment the house committed what was for him the one insult not to be borne or witnessed a second time.",-0.9990415573120117,0.4994860291481018,1.4025379717350006,-0.9995578527450562,0.6925219297409058,-0.9789029359817505,-1,-1.4690912067890167
8,8,"Within two months, in the dead of winter, leaving their grandmother, Baby Suggs; Sethe, their mother; and their little sister, Denver, all by themselves in the gray and white house on Bluestone Road.",-0.9957668781280518,4.4948398768901825,3.4048396944999695,-0.9841468930244446,0.9100981950759888,0.9811705350875854,-1,0.6531691551208496
9,9,"It didn't have a number then, because Cincinnati didn't stretch that far.",-0.9974619746208191,2.364442616701126,2.3879760801792145,-0.8429474234580994,-1.58942449092865,0.9195992946624756,-1,0.5738261938095093
10,10,"In fact, Ohio had been calling itself a state only seventy years when first one brother and then the next stuffed quilt packing into his hat, snatched up his shoes, and crept away from the lively spite the house felt for them.",-0.9954434037208557,3.3446317613124847,0.3018176555633545,-0.9941628575325012,-0.4337834417819977,0.980211615562439,-1,-1.680549681186676
11,11,Baby Suggs didn't even raise her head.,-0.9994937181472778,0.5327405333518982,0.4533669054508209,-0.9996682405471802,-1.5728858709335327,-0.9995319247245789,-1,-1.5956953167915344
12,12,From her sickbed she heard them go but that wasn't the reason she lay still.,-0.9919934868812561,0.6047509908676147,1.3697526156902313,-0.9977096915245056,0.6472231149673462,0.9305322170257568,-1,-1.5795977711677551
13,13,It was a wonder to her that her grandsons had taken so long to realize that every house wasn't like the one on Bluestone Road.,-0.9977206587791443,1.2722702622413635,3.2889606654644012,0.9920581579208374,1.530356764793396,0.8037887811660767,-1,1.434691458940506
14,14,"Suspended between the nas tiness of life and the meanness of the dead, she couldn't get interested in leaving life or living it, let alone the fright of two creeping-off boys.",-0.8980893492698669,0.5327267050743103,1.4996206760406494,-0.9941269755363464,-1.5419940948486328,0.9956671595573425,-1,-1.8829464316368103
15,15,"Her past had been like her present-- intolerable--and since she knew death was anything but forgetfulness, she used the little energy left her for pondering color.",-0.9977735877037048,1.426287591457367,1.247061476111412,0.5143211483955383,1.439983457326889,0.9902559518814087,-1,-0.4376862049102783
16,16,"""Bring a little lavender in, if you got any. Pink, if you don't.""",-0.9899882078170776,2.4621051847934723,2.3079971075057983,0.5920886993408203,1.51669180393219,0.9877866506576538,-1,0.6006401181221008
17,17,And Sethe would oblige her with anything from fabric to her own tongue.,-0.9619835615158081,0.6292039752006531,0.4046241044998169,0.9871589541435242,0.7955487966537476,0.9852970838546753,-1,-0.4226537048816681
18,18,Winter in Ohio was especially rough if you had an appetite for color.,-0.9924588203430176,1.5458011031150818,2.390837550163269,-0.9930070042610168,1.8835518956184387,0.9763920903205872,-1,-1.8635778427124023
19,19,Sky,0.9912729859352112,2.391646385192871,4.360634505748749,0.9978722333908081,1.6476434469223022,0.9734180569648743,0,-0.43140119314193726
20,20,"provided the only drama, and counting on a Cincinnati horizon for life's principal joy was reckless indeed.",-0.9967947006225586,3.3187844455242157,3.3334899246692657,-0.9877819418907166,1.7602961659431458,-0.9945853352546692,-1,-1.8710431456565857
21,21,"So Sethe and the girl Denver did what they could, and what the house permitted, for her.",0.9933831095695496,4.384891211986542,3.4016930162906647,0.9883284568786621,0.5824748873710632,0.9903995990753174,1,0.5214711427688599
22,22,"Together they waged a perfunctory battle against the outrageous behavior of that place; against turned-over slop jars, smacks on the behind, and gusts of sour air.",-0.9983228445053101,2.3667102456092834,3.4068513810634613,-0.9971584677696228,-1.7073287963867188,0.995238721370697,-1,-1.7064774632453918
23,23,For they understood the source of the outrage as well as they knew the source of light.,0.9962405562400818,2.270595133304596,2.3215602338314056,0.9581012725830078,0.813642144203186,0.9980027079582214,1,-0.4650722146034241
24,24,"Baby Suggs died shortly after the brothers left, with no interest whatsoever in their leave-taking or hers, and right afterward Sethe and Denver decided to end the persecution by calling forth the ghost that tried them so.",0.9949430227279663,0.820213258266449,0.4164254367351532,-0.9993042945861816,-1.699315369129181,-0.9853523373603821,-1,-1.8036457300186157
25,25,"Perhaps a conversation, they thought, an exchange of views or something would help.",-0.9964538216590881,1.3885003328323364,2.466018468141556,-0.9862755537033081,0.8405948281288147,0.6525837182998657,1,0.5181933045387268
26,26,"So they held hands and said, ""Come on. Come on. You may as well just come on.""",0.9967168569564819,0.576693594455719,2.3787122070789337,0.7679793238639832,0.6532687544822693,0.711185097694397,-1,-0.4785853326320648
27,27,The sideboard took a step forward but nothing else did.,-0.9993290901184082,2.421772599220276,2.388191819190979,-0.9979419112205505,1.9206759929656982,-0.581707239151001,-1,0.5492075085639954
28,28,"""Grandma Baby must be stopping it,"" said Denver.",-0.9954071044921875,4.515390455722809,0.29162901639938354,-0.8513175845146179,0.7695748805999756,-0.9871678948402405,1,-1.6607784032821655
29,29,She was ten and still mad at Baby Suggs for dying.,-0.993457019329071,0.6822181940078735,0.3253873884677887,-0.9917734265327454,0.51305091381073,-0.9014094471931458,-1,-1.8481245040893555
30,30,Sethe opened her eyes.,0.9923572540283203,2.225416913628578,0.4998182952404022,0.9987474083900452,0.7588149309158325,0.9927638173103333,1,0.5332194566726685
31,31,"""I doubt that,"" she said.",-0.9974812865257263,1.3506264090538025,2.336820662021637,-0.9643222689628601,-1.6336373090744019,-0.7237838506698608,1,0.6113579869270325
32,32,"""Then why don't it come?""",-0.9926484823226929,2.3094082474708557,0.3292121887207031,-0.9954462051391602,0.7501760721206665,0.9505988955497742,0,-1.500609576702118
33,33,"""You forgetting how little it is,"" said her mother.",-0.993529200553894,1.318466305732727,2.281421720981598,-0.9972162246704102,1.9272029995918274,0.958236575126648,-1,-1.7045226693153381
34,34,"""She wasn't even two years old when she died. Too little to understand. Too little to talk much even.""",-0.9989477396011353,0.7149951457977295,0.4384697377681732,-0.9996803402900696,-1.4668744802474976,-0.9969073534011841,-1,-1.7524356245994568
35,35,"""Maybe she don't want to understand,"" said Denver.",-0.9985114336013794,0.3916197717189789,1.3499618768692017,-0.9927803874015808,-0.4418007731437683,0.8822646141052246,-1,-1.6153011918067932
36,36,"""Maybe. But if she'd only come, I could make it clear to her.""",-0.9960494637489319,1.4187642931938171,2.42155522108078,0.9916783571243286,0.7640726566314697,0.798489511013031,-1,0.5508517622947693
37,37,Sethe released her daughter's hand and together they pushed the sideboard back against the wall.,0.9980832934379578,0.6685153841972351,0.3982824683189392,-0.9912365674972534,0.8042128086090088,0.9807958006858826,1,0.6707360744476318
38,38,Outside a driver whipped his horse into the gallop local people felt necessary when they passed .,-0.9919497966766357,0.2864431142807007,0.4066236615180969,-0.9683056473731995,0.8534005880355835,0.9729097485542297,-1,-1.4687650799751282
39,39,"""For a baby she throws a powerful spell,"" said Denver.",0.9980797171592712,0.35572460293769836,3.261124312877655,0.9994897246360779,0.8210734724998474,0.9952497482299805,1,1.5932897329330444
40,40,"""No more powerful than the way I loved her,"" Sethe answered and there it was again.",0.9965618848800659,4.817154109477997,4.403483957052231,0.9980090856552124,1.9571412801742554,0.9965865015983582,1,1.5243428945541382
41,41,"The welcoming cool of unchiseled headstones; the one she selected to lean against on tiptoe, her knees wide open as any grave.",0.9984009265899658,4.674263119697571,4.541236340999603,0.9970466494560242,0.9216840863227844,0.9979158639907837,1,-0.409546822309494
42,42,Pink as a,-0.9878250956535339,2.404298335313797,2.2619098722934723,-0.9706316590309143,0.8668795824050903,0.9903067946434021,0,-0.4776223301887512
43,43,"fingernail it was, and sprinkled with glittering chips.",0.9841753840446472,1.345792979001999,0.639175295829773,0.9945365190505981,0.9110193252563477,0.9613149166107178,-1,0.5797328948974609
44,44,"Ten minutes, he said.",-0.9994709491729736,0.6847906708717346,0.3321593999862671,0.6559186577796936,0.890455961227417,-0.9986811876296997,0,0.6726230382919312
45,45,You got ten minutes I'll do it for free.,0.967168390750885,0.4070911705493927,4.2536473870277405,-0.9849412441253662,1.9389517307281494,0.9877405762672424,0,0.6482954621315002
46,46,Ten minutes for seven letters.,-0.9994379281997681,0.7179096937179565,4.3872882425785065,-0.9549005031585693,0.9460167288780212,0.9760655760765076,0,0.8401428461074829
47,47,"With another ten could she have gotten ""Dearly"" too?",-0.9849556684494019,0.4511522054672241,1.3192903399467468,-0.9969483613967896,0.8834956288337708,0.808824360370636,-1,0.572345495223999
48,48,"She had not thought to ask him and it bothered her still that it might have been possible--that for twenty minutes, a half hour, say, she could have had the whole thing, every word she heard the preacher say at the funeral (and all there was to say, surely) engraved on her baby's headstone: Dearly Beloved.",-0.9976755976676941,0.5842874050140381,4.4314796924591064,-0.9684053063392639,0.6838886737823486,-0.9331555962562561,-1,-1.4227010905742645
49,49,"But what she got, settled for, was the one word that mattered.",-0.9956085085868835,1.354301005601883,2.390235871076584,-0.6170904040336609,0.5228291749954224,0.9808416962623596,1,0.6074880361557007
50,50,"She thought it would be enough, rutting among the headstones with the engraver, his young son looking on, the anger in his face so old; the appetite in it quite new.",0.995693027973175,0.6553943157196045,2.4747449159622192,-0.9607534408569336,1.5578370690345764,0.9948954582214355,1,-1.450737625360489
51,51,That should certainly be enough.,0.9952876567840576,2.2511232495307922,2.4811240434646606,0.9958211779594421,1.6472167372703552,-0.8307636380195618,1,1.5064364671707153
52,52,"Enough to answer one more preacher, one more abolitionist and a town full of disgust.",0.985306441783905,0.7165699601173401,4.31606262922287,-0.9924960732460022,0.6108138561248779,-0.9988487958908081,-1,-1.954757273197174
53,53,"Counting on the stillness of her own soul, she had forgotten the other one: the soul of her baby girl.",-0.9799073934555054,0.3561558127403259,3.2904943227767944,-0.9939510822296143,-1.586093544960022,0.9692898988723755,-1,-0.49388933181762695
54,54,Who would have thought that a little old baby could harbor so much rage?,0.9779971837997437,0.2768072485923767,0.398686945438385,-0.9933383464813232,0.7950915098190308,-0.7930426001548767,-1,-1.835614800453186
55,55,Rutting among the stones under the eyes of the engraver's son was not enough.,-0.9970625042915344,0.7151554226875305,1.4592427015304565,-0.9995710253715515,-1.5360308289527893,-0.8687044978141785,-1,-1.7210163474082947
56,56,"Not only did she have to live out her years in a house palsied by the baby's fury at having its throat cut, but those ten minutes she spent pressed up against dawn-colored stone studded with star chips, her knees wide open as the grave, were longer than life, more alive, more pulsating than the baby blood that soaked her fingers like oil.",0.9975725412368774,0.9153596758842468,4.6153199672698975,-0.9760121703147888,-0.462607204914093,0.9972320199012756,-1,-0.3736891448497772
57,57,"""We could move,"" she suggested once to her mother-in-law.",-0.9829005599021912,2.284272700548172,2.259520649909973,0.9809431433677673,0.9033015370368958,-0.7587047219276428,1,1.472500205039978
58,58,"""What'd be the point?"" asked Baby Suggs.",-0.9990753531455994,2.3134056329727173,0.285539835691452,-0.9886524677276611,0.8816117644309998,0.9497703313827515,-1,0.7261810898780823
