,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10
0,1,"0,The Cyclone",-0.25,0,0,-1,13,2,cyclone,-0.4184909420373023,-0.2631578947368421,-1.9766551005643838,-2.365531871905853,-0.07704062861077182,0.0,-0.0819993245893232,0.0,-0.14209134972204251,0.0,-0.11120484784010609,0.0,-0.9826634530943396,-1.0,-5.243905817351438,-8.960199004975127,,,,,,,,,,,,,,,,,
1,2,"1,""Dorothy lived in the midst of the great Kansas prairies, with Uncle Henry, who was a farmer, and Aunt Em, who was the farmers wife.""",0.75,1,3,1,135,25,lived in the midst of the great kansas prairies with uncle henry who was a farmer and aunt them who was the farmers wife,0.6345591234894377,0.7894736842105263,0.31306718699599156,0.5703381522427946,0.7893760891324811,1.0,0.37628054343239886,1.079968012794882,1.0857095795363787,3.0,0.4538108964392966,1.4771688350831367,0.5737419312121941,1.0,0.21174246077430842,0.7201119552179128,,,,,,,,,,,,,,,,,
2,3,"2,""Their house was small, for the lumber to build it had to be carried by wagon many miles.""",0.1,0,0,0,92,18,house was small for the lumber to build it had to be carried by wagon many miles,-0.04992341910294328,0.10526315789473685,-0.04938662588893829,0.10560175596958943,-0.07704062861077182,0.0,-0.0819993245893232,0.0,-0.14209134972204251,0.0,-0.11120484784010609,0.0,-0.2044607609410728,0.0,-0.19409962061106348,0.0,,,,,,,,,,,,,,,,,
3,4,"3,""There were four walls, a floor and a roof, which made one room; and this room contained a rusty looking cookstove, a cupboard for the dishes, a table, three or four chairs, and the beds.""",-0.25,-1,0,-1,190,35,were four walls a floor and a roof which made one room and this room contained a rusty looking cookstove a cupboard for the dishes a table three or four chairs and the beds,-0.4184909420373023,-0.2631578947368421,-0.23766696205737708,-0.13581031312570022,-0.9434573463540248,-1.0,-0.40937948737776275,-0.7714938588974579,-0.14209134972204251,0.0,-0.11120484784010609,0.0,-0.9826634530943396,-1.0,-0.4840199421034414,-0.514424450157098,,,,,,,,,,,,,,,,,
4,5,"4,""Uncle Henry and Aunt Em had a big bed in one corner, and Dorothy a little bed in another corner.""",0.5,0,1,1,100,20,henry and aunt them had a big bed in one corner and dorothy a little bed in another corner,0.37129660710775275,0.5263157894736842,0.2388944772845723,0.47523428910852217,-0.07704062861077182,0.0,-0.0819993245893232,0.0,0.2671756266974313,1.0,0.12419484838557876,0.6154254966754831,0.5737419312121941,1.0,0.31315227621293207,0.9000499750124938,,,,,,,,,,,,,,,,,
5,6,"5,""There was no garret at all, and no cellarexcept a small hole dug in the ground, called a cyclone cellar, where the family could go in case one of those great whirlwinds arose, mighty enough to crush any building in its path.""",0.85,2,1,-1,228,42,was no garret at all and no cellarexcept a small hole dug in the ground called a cyclone cellar where the family could go in case one of those great whirlwinds arose mighty enough to crush any building in its path,0.7398641300421118,0.8947368421052632,0.1683747073959435,0.384814206441433,1.6557928068757342,2.0,0.46366025642582887,1.285884313258748,0.2671756266974313,1.0,0.000919596851061587,0.293136495798058,-0.9826634530943396,-1.0,-0.43571139055746083,-0.4287074506069984,,,,,,,,,,,,,,,,,
6,7,"6,""It was reached by a trap door in the middle of the floor, from which a ladder led down into the small, dark hole.""",-0.7,-1,0,-1,117,24,was reached by a trap door in the middle of the floor from which a ladder led down into the small dark hole,-0.8923634715243354,-0.7368421052631579,-0.5641975898417387,-0.5544861880502349,-0.9434573463540248,-1.0,-0.559366234177964,-1.124947938359017,-0.14209134972204251,0.0,-0.11120484784010609,0.0,-0.9826634530943396,-1.0,-0.6168447457859135,-0.7501041232819659,,,,,,,,,,,,,,,,,
7,8,"7,""When Dorothy stood in the doorway and looked around, she could see nothing but the great gray prairie on every side.""",0.5,1,2,0,120,21,dorothy stood in the doorway and looked around she could see nothing but the great gray prairie on every side,0.37129660710775275,0.5263157894736842,0.22125329438482003,0.45261485602387097,0.7893760891324811,1.0,0.4635303993146877,1.2855782960495004,0.676442603116905,2.0,0.33718619656502996,1.1722669384556321,-0.2044607609410728,0.0,-0.19409962061106348,0.0,,,,,,,,,,,,,,,,,
8,9,"8,Not a tree nor a house broke the broad sweep of flat country that reached to the edge of the sky in all directions.",-0.75,-1,0,1,117,24,a tree nor a house broke the broad sweep of flat country that reached to the edge of the sky in all directions,-0.9450159748006725,-0.7894736842105263,-0.5950869337276329,-0.5940923443395374,-0.9434573463540248,-1.0,-0.559366234177964,-1.124947938359017,-0.14209134972204251,0.0,-0.11120484784010609,0.0,0.5737419312121941,1.0,0.22864550456378663,0.7501041232819659,,,,,,,,,,,,,,,,,
9,10,"9,""The sun had baked the plowed land into a gray mass, with little cracks running through it.""",0.0,-1,-1,2,94,17,sun had baked the plowed land into a gray mass with little cracks running through it,-0.15522842565561729,0.0,-0.13174677543922308,0.0,-0.9434573463540248,-1.0,-0.755813522074524,-1.5878894767783656,-0.5513583261415164,-1.0,-0.3881212453401622,-0.7239661486464677,1.3519446233654608,2.0,0.9993290043681429,2.117577895355673,,,,,,,,,,,,,,,,,
