,sent_no,sent_raw,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang
0,0,THE DUCHESSE DE GUERMANTES,0.9949805736541748,4.868786692619324,3.309105306863785,0.9836932420730591,0.5945743918418884,0.9737514853477478,0,-1.4388476610183716
1,1,THE twittering of the birds at daybreak sounded insipid to Fran oise.,-0.9994848370552063,1.3977715969085693,0.4363352358341217,-0.9947227239608765,0.9123178720474243,-0.9991080164909363,-1,-1.9000912308692932
2,2,"Every word uttered by the maids upstairs made her jump; disturbed by all their running about, she kept asking herself what they could be doing.",-0.9986932277679443,0.4837704300880432,0.32945263385772705,-0.9932695031166077,0.6047711968421936,0.9015633463859558,-1,-1.4578056335449219
3,3,"In other words, we had moved.",0.995426595211029,2.393962025642395,1.3539370000362396,0.99636310338974,0.8243016004562378,-0.8202096819877625,-1,0.7072783708572388
4,4,"Certainly the servants had made no less noise in the attics of our old home; but she knew them, she had made of their comings and goings familiar events.",0.9972745776176453,3.443339020013809,3.448350191116333,0.9973587393760681,0.8322461843490601,0.9971663355827332,1,-0.4198701083660126
5,5,Now she faced even silence with a strained attention.,-0.9994174838066101,1.5055546760559082,1.4282267093658447,-0.9867715239524841,-1.837196171283722,0.9600866436958313,-1,-1.7720634937286377
6,6,"And as our new neighbourhood appeared to be as quiet as the boulevard on to which we had hitherto looked had been noisy, the song (distinct at a distance, when it was still quite faint, like an orchestral _motif_) of a passer-by brought tears to the eyes of a Fran oise in exile.",0.9965432286262512,1.3864074349403381,4.242410570383072,0.60885089635849,1.584043264389038,0.9991260766983032,-1,-1.5259178280830383
7,7,"And so if I had been tempted to laugh at her in her misery at having to leave a house in which she was 'so well respected on all sides' and had packed her trunks with tears, according to the Use of Combray, declaring superior to all possible houses that which had been ours, on the other hand I, who found it as hard to assimilate new as I found it easy to abandon old conditions, I felt myself drawn towards our old servant when I saw that this installation of herself in a building where she had not received from the hall-porter, who did not yet know us, the marks of respect necessary to her moral wellbeing, had brought her positively to the verge of dissolution.",0.998253345489502,0.5717528462409973,2.2981818318367004,-0.9775052666664124,-0.48000800609588623,0.9959353804588318,-1,-1.5003248453140259
8,8,"She alone could understand what I was feeling; certainly her young footman was not the person to do so; for him, who was as unlike the Combray type as it was possible to conceive, packing up, moving, living in another district, were all like taking a holiday in which the novelty of one's surroundings gave one the same sense of refreshment as if one had actually travelled; he thought he was in the country; and a cold in the head afforded him, as though he had been sitting in a draughty railway carriage, the delicious sensation of having seen the world; at each fresh sneeze he rejoiced that he had found so smart a place, having always longed to be with people who travelled a lot.",-0.9874969124794006,2.397786408662796,2.383017897605896,-0.9870961308479309,0.5674299001693726,0.9977558255195618,-1,-1.4116296470165253
9,9,"And so, without giving him a thought, I went straight to Fran oise, who, in return for my having laughed at her tears over a removal which had left me cold, now shewed an icy indifference to my sorrow, but because she shared it.",-0.9910279512405396,0.46187421679496765,3.2470335960388184,0.5729539394378662,0.5597276091575623,0.997606098651886,-1,-1.6112374663352966
10,10,The 'sensibility' claimed by neurotic people is matched by their egotism; they cannot abide the flaunting by others of the sufferings to which they pay an ever increasing attention in themselves.,-0.9984164834022522,0.9464850425720215,1.308932602405548,-0.9965477585792542,-1.8657723665237427,0.9982348680496216,-1,-1.8903934955596924
11,11,"Fran oise, who would not allow the least of her own ailments to pass unnoticed, if I were in pain would turn her head from me so that I should not have the satisfaction of seeing my sufferings pitied, or so much as observed.",-0.9975697994232178,0.7998273968696594,1.314420998096466,-0.9951124787330627,-1.7067179679870605,0.9934446811676025,-1,-1.6998889446258545
12,12,It was the same as soon as I tried to speak to her about our new house.,-0.9994845986366272,0.3937179148197174,1.3297874927520752,-0.9975807070732117,0.8842381238937378,0.9111562967300415,1,0.7437196969985962
